weeknum,end_station_name,member_casual,count_of_users
5,Leavitt St & Lawrence Ave,member,11
5,N Carpenter St & W Lake St,member,11
6,Claremont Ave & Hirsch St,member,11
7,W Oakdale Ave & N Broadway,member,11
8,Manor Ave & Leland Ave,member,11
9,Glenwood Ave & Touhy Ave,member,11
9,Spaulding Ave & Division St,member,11
9,Halsted St & North Branch St,member,11
10,Kedzie Ave & Leland Ave,member,11
11,Wallace St & 35th St,member,11
11,Keystone Ave & Fullerton Ave,member,11
11,Elizabeth St & 59th St,member,11
11,Wentworth Ave & 35th St,member,11
12,Drake Ave & Montrose Ave,member,11
12,Keystone Ave & Montrose Ave,member,11
13,Smith Park,member,11
20,Public Rack - Kostner Ave & Armitage Ave,member,11
21,Campbell Ave & Augusta Blvd,member,11
22,Avers Ave & Belmont Ave,member,11
22,Western Ave & 24th St,member,11
22,Clark St & Bryn Mawr Ave,member,11
25,Kedzie Ave & Lake St,member,11
26,Keystone Ave & Montrose Ave,member,11
26,Loomis St & Archer Ave,member,11
28,Kenosha & Wellington,member,11
30,N Damen Ave & W Chicago Ave,member,11
31,Dearborn St & Erie St,member,11
31,Sheffield Ave & Webster Ave,member,11
52,Clark St & Montrose Ave,member,11
52,Clarendon Ave & Gordon Ter,member,11
52,Sheffield Ave & Wrightwood Ave,member,11
2,Ridge Blvd & Touhy Ave,member,11
2,Stave St & Armitage Ave,member,11
3,Knox Ave & Montrose Ave,member,11
7,Avondale Ave & Irving Park Rd,member,11
11,Public Rack - Prairie Ave & 47th St ,member,11
11,Laflin St & Cullerton St,member,11
26,State St & 35th St,member,11
18,Kedzie Ave & Bryn Mawr Ave,member,11
18,Avondale Ave & Irving Park Rd,member,11
1,Elston Ave & Wabansia Ave,member,10
1,Sheridan Rd & Loyola Ave,member,10
1,Damen Ave & Foster Ave,member,10
1,Clark St & Touhy Ave,member,10
1,Damen Ave & Charleston St,member,10
1,Sheridan Rd & Greenleaf Ave,member,10
1,Wood St & Augusta Blvd,member,10
1,Michigan Ave & 8th St,member,10
1,State St & 95th St,member,10
2,Hoyne Ave & Balmoral Ave,member,10
2,California Ave & 23rd Pl,member,10
2,Western Ave & Berteau Ave,member,10
2,N Paulina St & Lincoln Ave,member,10
2,Milwaukee Ave & Wabansia Ave,member,10
2,Sheridan Rd & Argyle St,member,10
2,Damen Ave & Madison St,member,10
2,N Shore Channel Trail & Argyle St,member,10
2,South Shore Dr & 71st St,member,10
3,Racine Ave & 15th St,member,10
3,Talman Ave & Addison St,member,10
3,Lake Park Ave & 47th St,member,10
3,Lake Park Ave & 53rd St,member,10
3,Public Rack - Kilbourn Ave & Fullerton Ave,member,10
3,Greenwood Ave & 47th St,member,10
3,Stave St & Armitage Ave,member,10
4,Sheridan Rd & Columbia Ave,member,10
4,Halsted St & Roscoe St,member,10
4,Damen Ave & Sunnyside Ave,member,10
4,Emerald Ave & 31st St,member,10
4,W Armitage Ave & N Sheffield Ave,member,10
4,Woodlawn Ave & Lake Park Ave,member,10
5,Clark St & Columbia Ave,member,10
5,N Sheffield Ave & W Wellington Ave,member,10
5,Troy St & North Ave,member,10
5,Western Ave & 21st St,member,10
5,Winchester Ave & Elston Ave,member,10
5,Damen Ave & Wellington Ave,member,10
5,Paulina St & Howard St,member,10
5,Rockwell St & Eastwood Ave,member,10
6,Kenosha & Wellington,member,10
6,Lincoln Ave & Winona St,member,10
6,Western Ave & Monroe St,member,10
6,Drake Ave & Montrose Ave,member,10
6,Western Ave & Granville Ave,member,10
6,Kildare Ave & Montrose Ave,member,10
6,Clark St & Jarvis Ave,member,10
6,Clark St & Schreiber Ave,member,10
7,Museum of Science and Industry,member,10
7,Warren Park West,member,10
7,Western Ave & Granville Ave,member,10
7,Public Rack - Racine Ave & 109th Pl,member,10
7,Damen Ave & Madison St,member,10
7,Central Park Ave & Elbridge Ave,member,10
7,Wood St & 35th St,member,10
7,Halsted St & North Branch St,member,10
8,Lincoln Ave & Winona St,member,10
8,Museum of Science and Industry,member,10
8,Western Ave & Monroe St,member,10
8,Clark St & Elmdale Ave,member,10
8,Drake Ave & Montrose Ave,member,10
8,N Carpenter St & W Lake St,member,10
8,Halsted St & 18th St,member,10
8,Halsted St & North Branch St,member,10
8,Western Ave & Congress Pkwy,member,10
9,Eastlake Ter & Howard St,member,10
9,Museum of Science and Industry,member,10
9,Drake Ave & Montrose Ave,member,10
9,Cottage Grove Ave & 63rd St,member,10
9,Western Ave & Granville Ave,member,10
9,Warren Park East,member,10
9,Wells St & 19th St,member,10
9,Sawyer Ave & Irving Park Rd,member,10
9,Francisco Ave & Montrose Ave,member,10
9,Loomis St & Archer Ave,member,10
9,MLK Jr Dr & Pershing Rd,member,10
9,Hastings LWS,member,10
9,Central St Metra,member,10
10,Keystone Ave & Fullerton Ave,member,10
10,Indiana Ave & 26th St,member,10
10,Dorchester Ave & 63rd St,member,10
10,N Paulina St & Lincoln Ave,member,10
10,Western Ave & 21st St,member,10
10,Knox Ave & Montrose Ave,member,10
10,Wood St & 35th St,member,10
10,MLK Jr Dr & Pershing Rd,member,10
11,Glenwood Ave & Touhy Ave,member,10
11,Lake Park Ave & 35th St,member,10
11,Indiana Ave & 26th St,member,10
11,Drake Ave & Montrose Ave,member,10
11,Public Rack - Kilbourn Ave & Fullerton Ave,member,10
11,Ashland Ave & McDowell Ave,member,10
11,May St & 69th St,member,10
12,Western Ave & Berteau Ave,member,10
12,Kedzie Ave & Bryn Mawr Ave,member,10
12,Public Rack - Hamlin Ave & Fullerton Ave,member,10
12,Hastings LWS,member,10
12,Clinton St & Polk St,member,10
13,Chicago State University,member,10
13,2112 W Peterson Ave,member,10
13,Elmwood Ave & Austin St,member,10
13,Milwaukee Ave & Cuyler Ave,member,10
13,Sacramento Blvd & Fulton Ave,member,10
13,Cherry Ave & Blackhawk St,member,10
14,Racine Ave & 13th St,member,10
14,Spaulding Ave & Division St,member,10
14,Damen Ave & Foster Ave,member,10
14,Leavitt St & Archer Ave,member,10
14,Maplewood Ave & Peterson Ave,member,10
14,Wells St & 19th St,member,10
14,Woodlawn Ave & Lake Park Ave,member,10
14,Orleans St & Hubbard St,member,10
15,California Ave & Francis Pl (Temp),member,10
15,Racine Ave & 35th St,member,10
15,Clinton St & Tilden St,member,10
15,Troy St & Grace St,member,10
15,Ridge Blvd & Howard St,member,10
15,Kedzie Ave & Palmer Ct,member,10
15,Southport Ave & Irving Park Rd,member,10
15,2112 W Peterson Ave,member,10
16,Malcolm X College,member,10
16,Dusable Harbor,member,10
16,Theater on the Lake,member,10
16,California Ave & Montrose Ave,member,10
16,Ashland Ave & Wrightwood Ave,member,10
17,Central St & Girard Ave,member,10
17,Eckhart Park,member,10
17,Sheridan Rd & Greenleaf Ave,member,10
17,Benson Ave & Church St,member,10
17,Warren Park East,member,10
17,Cottage Grove Ave & Oakwood Blvd,member,10
17,Orleans St & Hubbard St,member,10
18,Cottage Grove Ave & 47th St,member,10
18,Public Rack - Washtenaw Ave & Superior St,member,10
18,Paulina St & 18th St,member,10
18,Public Rack - Hamlin Ave & Montrose Ave,member,10
18,Keystone Ave & Montrose Ave,member,10
18,N Shore Channel Trail & Argyle St,member,10
19,Kedzie Ave & Chicago Ave,member,10
19,Warren Park West,member,10
19,N Southport Ave & W Newport Ave,member,10
19,Wentworth Ave & 35th St,member,10
20,Ashland Ave & Belle Plaine Ave,member,10
21,Kedzie Ave & Bryn Mawr Ave,member,10
21,N Southport Ave & W Newport Ave,member,10
21,Wood St & Taylor St (Temp),member,10
21,Francisco Ave & Montrose Ave,member,10
21,Ashland Ave & Wrightwood Ave,member,10
21,Maplewood Ave & Peterson Ave,member,10
21,Lincoln Ave & Peterson Ave,member,10
21,Ridge Blvd & Touhy Ave,member,10
22,Racine Ave & 13th St,member,10
22,Warren Park West,member,10
22,Francisco Ave & Chicago Ave,member,10
22,DuSable Museum,member,10
23,Clark St & Bryn Mawr Ave,member,10
24,State St & 95th St,member,10
24,Kedzie Ave & Lake St,member,10
25,Shields Ave & 28th Pl,member,10
25,Long & Irving Park,member,10
25,Leavitt St & Belmont Ave,member,10
26,Leavitt St & Division St,member,10
26,Ellis Ave & 53rd St,member,10
26,McCormick Place,member,10
26,Elston Ave & Cortland St,member,10
26,Clarendon Ave & Leland Ave,member,10
27,Keystone Ave & Fullerton Ave,member,10
27,DuSable Museum,member,10
28,Wallace St & 35th St,member,10
28,Eastlake Ter & Howard St,member,10
28,DuSable Museum,member,10
28,Cottage Grove Ave & 63rd St,member,10
28,Damen Ave & Sunnyside Ave,member,10
29,Wallace St & 35th St,member,10
29,Virginia Ave & Catalpa Ave,member,10
29,State St & 29th St,member,10
29,Western Ave & Gunnison St,member,10
31,Troy St & North Ave,member,10
31,Ashland Ave & Grace St,member,10
31,Racine Ave & Washington Blvd,member,10
31,Wells St & Institute Pl,member,10
52,Wabash Ave & Roosevelt Rd,member,10
52,Sheffield Ave & Fullerton Ave,member,10
52,Clark St & Lincoln Ave,member,10
52,Ritchie Ct & Banks St,member,10
52,Peoria St & Jackson Blvd,member,10
52,Green St & Madison St,member,10
1,Artesian Ave & Hubbard St,member,10
1,Damen Ave & Cortland St,member,10
2,Lincoln Ave & Sunnyside Ave,member,10
3,Central Park Ave & Elbridge Ave,member,10
3,Elston Ave & Cortland St,member,10
3,Ashland Ave & Belle Plaine Ave,member,10
4,Lincoln Ave & Winona St,member,10
4,Campbell Ave & Fullerton Ave,member,10
4,Winthrop Ave & Lawrence Ave,member,10
5,Eastlake Ter & Howard St,member,10
5,Ashland Ave & Archer Ave,member,10
5,Kosciuszko Park,member,10
5,California Ave & Winona St,member,10
6,Kedzie Ave & Foster Ave,member,10
6,Racine Ave & 35th St,member,10
6,Kedzie Ave & Leland Ave,member,10
8,N Paulina St & Lincoln Ave,member,10
10,Cottage Grove Ave & 43rd St,member,10
11,Sheridan Rd & Greenleaf Ave,member,10
12,Prairie Ave & Garfield Blvd,member,10
12,Cottage Grove Ave & Oakwood Blvd,member,10
13,Public Rack - Hamlin Ave & Fullerton Ave,member,10
13,Kilbourn Ave & Milwaukee Ave,member,10
13,N Shore Channel Trail & Argyle St,member,10
17,Eastlake Ter & Howard St,member,10
17,Damen Ave & Melrose Ave,member,10
18,Ashland Ave & Wrightwood Ave,member,10
19,Chicago State University,member,10
19,Albany Ave & Montrose Ave,member,10
19,Central St Metra,member,10
20,MTV Hubbard St,member,10
21,Public Rack - Washtenaw Ave & Superior St,member,10
23,Ridge Blvd & Touhy Ave,member,10
23,Central St Metra,member,10
24,Wells St & Elm St,member,10
26,Racine Ave & Randolph St,member,10
26,Damen Ave & Wellington Ave,member,10
26,Woodlawn Ave & 55th St,member,10
27,Kilbourn Ave & Irving Park Rd,member,10
27,N Damen Ave & W Chicago Ave,member,10
28,Kedzie Ave & Bryn Mawr Ave,member,10
31,Ravenswood Ave & Berteau Ave,member,10
31,Benson Ave & Church St,member,10
31,Ellis Ave & 53rd St,member,10
52,State St & Pearson St,member,10
52,Sheridan Rd & Montrose Ave,member,10
4,Lakefront Trail & Bryn Mawr Ave,member,10
7,Eastlake Ter & Howard St,member,10
10,Warren Park East,member,10
10,MTV Hubbard St,member,10
12,Western Ave & 24th St,member,10
13,St. Louis Ave & Balmoral Ave,member,10
13,Woodlawn Ave & Lake Park Ave,member,10
17,Malcolm X College,member,10
19,Hoyne Ave & Balmoral Ave,member,10
22,W Armitage Ave & N Sheffield Ave,member,10
30,Leavitt St & Archer Ave,member,10
20,Central St Metra,member,10
21,Avondale Ave & Irving Park Rd,member,10
1,Lincoln Park Conservatory,member,9
1,Kimball Ave & Belmont Ave,member,9
1,Cottage Grove Ave & 63rd St,member,9
1,Public Rack - Lawndale Ave & Diversey Ave,member,9
1,Winthrop Ave & Lawrence Ave,member,9
2,Western Ave & Granville Ave,member,9
2,Damen Ave & Charleston St,member,9
2,Knox Ave & Montrose Ave,member,9
2,Clinton St & Polk St,member,9
3,Evanston Civic Center,member,9
3,Clinton St & 18th St,member,9
3,Warren Park West,member,9
3,Western Ave & 24th St,member,9
3,Clarendon Ave & Leland Ave,member,9
3,Artesian Ave & Hubbard St,member,9
3,Campbell Ave & North Ave,member,9
3,Winchester Ave & Elston Ave,member,9
4,Francisco Ave & Foster Ave,member,9
4,Racine Ave & 18th St,member,9
4,Spaulding Ave & Division St,member,9
4,Indiana Ave & 26th St,member,9
4,Lake Park Ave & 47th St,member,9
4,Artesian Ave & Hubbard St,member,9
4,Public Rack - Racine Ave & 109th Pl,member,9
4,Wells St & 19th St,member,9
4,Francisco Ave & Montrose Ave,member,9
4,Cherry Ave & Blackhawk St,member,9
4,Albany Ave & Montrose Ave,member,9
5,W Oakdale Ave & N Broadway,member,9
5,Claremont Ave & Hirsch St,member,9
5,Burnham Harbor,member,9
5,DuSable Lake Shore Dr & Monroe St,member,9
5,Montrose Harbor,member,9
5,Wood St & Webster Ave,member,9
5,Damen Ave & Madison St,member,9
5,Greenwood Ave & 47th St,member,9
5,Cottage Grove Ave & 43rd St,member,9
5,Halsted St & 21st St,member,9
6,Wentworth Ave & 24th St (Temp),member,9
6,Ogden Ave & Roosevelt Rd,member,9
6,Spaulding Ave & Division St,member,9
6,N Carpenter St & W Lake St,member,9
6,Cherry Ave & Blackhawk St,member,9
6,MLK Jr Dr & Pershing Rd,member,9
7,Racine Ave & 13th St,member,9
7,Woodlawn Ave & Lake Park Ave,member,9
7,Ashland Ave & Archer Ave,member,9
7,Lincoln Ave & Winona St,member,9
7,Kimball Ave & Belmont Ave,member,9
7,N Paulina St & Lincoln Ave,member,9
7,2112 W Peterson Ave,member,9
7,Wabash Ave & 87th St,member,9
7,Field Museum,member,9
7,Paulina St & Howard St,member,9
8,Claremont Ave & Hirsch St,member,9
8,Lake Park Ave & 35th St,member,9
8,State St & 19th St,member,9
8,Greenview Ave & Jarvis Ave,member,9
8,State St & 29th St,member,9
8,Laflin St & Cullerton St,member,9
8,Winchester (Ravenswood) Ave & Balmoral Ave,member,9
8,Central Park Ave & Elbridge Ave,member,9
8,Monticello Ave & Irving Park Rd,member,9
8,Halsted St & 21st St,member,9
9,Troy St & Grace St,member,9
9,Western Ave & Berteau Ave,member,9
9,Kedzie Ave & Bryn Mawr Ave,member,9
9,Leavitt St & Archer Ave,member,9
9,May St & Cullerton St,member,9
9,Laflin St & Cullerton St,member,9
9,Winchester (Ravenswood) Ave & Balmoral Ave,member,9
10,Wallace St & 35th St,member,9
10,Prairie Ave & Garfield Blvd,member,9
10,Christiana Ave & Lawrence Ave,member,9
10,Smith Park,member,9
10,Public Rack - Avers Ave & Irving Park Rd,member,9
10,Clark St & Jarvis Ave,member,9
10,Francisco Ave & Montrose Ave,member,9
10,Prairie Ave & 43rd St,member,9
10,State St & 95th St,member,9
11,N Southport Ave & W Newport Ave,member,9
11,Cannon Dr & Fullerton Ave,member,9
11,Lake Park Ave & 47th St,member,9
11,Western Ave & 24th St,member,9
11,Wabash Ave & Cermak Rd,member,9
11,Public Rack - Hamlin Ave & Fullerton Ave,member,9
11,Clark St & Jarvis Ave,member,9
11,Kedzie Ave & 48th Pl,member,9
11,Cottage Grove Ave & 43rd St,member,9
12,Public Rack - Pulaski Rd & Armitage Ave,member,9
12,May St & 69th St,member,9
13,Central Park Ave & North Ave,member,9
13,Western Ave & Berteau Ave,member,9
13,Central St & Girard Ave,member,9
13,Cottage Grove Ave & Oakwood Blvd,member,9
13,Clark St & Jarvis Ave,member,9
13,Wells St & 19th St,member,9
13,Cottage Grove Ave & 47th St,member,9
14,Central Park Ave & North Ave,member,9
14,Damen Ave & Walnut (Lake) St,member,9
14,Hoyne Ave & 47th St,member,9
14,McCormick Place,member,9
14,Wentworth Ave & 35th St,member,9
14,Cherry Ave & Blackhawk St,member,9
14,Southport Ave & Wrightwood Ave,member,9
14,Logan Blvd & Elston Ave,member,9
15,Kedzie Ave & Foster Ave,member,9
15,Central Park Ave & North Ave,member,9
15,Campbell Ave & Irving Park Rd,member,9
15,McCormick Place,member,9
15,Central Ave & Parker Ave,member,9
16,Larrabee St & Oak St,member,9
16,Glenwood Ave & Touhy Ave,member,9
16,Burnham Harbor,member,9
16,Drake Ave & Montrose Ave,member,9
16,Cannon Dr & Fullerton Ave,member,9
16,Leavitt St & Archer Ave,member,9
16,Warren Park East,member,9
17,Kilbourn Ave & Irving Park Rd,member,9
17,Central Park Ave & Elbridge Ave,member,9
17,Logan Blvd & Elston Ave,member,9
18,N Southport Ave & W Newport Ave,member,9
18,Ridge Blvd & Touhy Ave,member,9
19,Kimball Ave & Belmont Ave,member,9
19,Ashland Ave & Grace St,member,9
19,Central Park Ave & North Ave,member,9
19,N Shore Channel Trail & Argyle St,member,9
20,Kedzie Ave & Bryn Mawr Ave,member,9
20,MLK Jr Dr & 47th St,member,9
20,Maplewood Ave & Peterson Ave,member,9
21,Clark St & Touhy Ave,member,9
21,63rd St Beach,member,9
21,Public Rack - Kostner Ave & Armitage Ave,member,9
21,Valli Produce - Evanston Plaza,member,9
21,Wolcott Ave & Fargo Ave,member,9
21,Central St Metra,member,9
22,Halsted St & 18th St,member,9
22,Sheridan Rd & Greenleaf Ave,member,9
22,St. Louis Ave & Fullerton Ave,member,9
22,Cottage Grove Ave & Oakwood Blvd,member,9
22,California Ave & 23rd Pl,member,9
22,MLK Jr Dr & Pershing Rd,member,9
23,Leavitt St & Belmont Ave,member,9
23,Wells St & Elm St,member,9
23,Halsted St & 21st St,member,9
25,Public Rack - Washtenaw Ave & Devon Ave,member,9
26,Troy St & North Ave,member,9
26,Ravenswood Ave & Berteau Ave,member,9
27,Princeton Ave & 47th St,member,9
27,Damen Ave & Sunnyside Ave,member,9
28,Keystone Ave & Fullerton Ave,member,9
29,Kedzie Ave & 48th Pl,member,9
29,Cottage Grove Ave & Oakwood Blvd,member,9
30,State St & 29th St,member,9
30,Halsted St & 37th St,member,9
30,Wallace St & 35th St,member,9
30,Milwaukee Ave & Cuyler Ave,member,9
30,Pulaski Rd & Eddy St,member,9
31,Seeley Ave & Roscoe St,member,9
31,Honore St & Division St,member,9
31,Broadway & Sheridan Rd,member,9
31,Damen Ave & Thomas St (Augusta Blvd),member,9
31,Broadway & Ridge Ave,member,9
31,Albany Ave & Bloomingdale Ave,member,9
31,Clark St & 9th St (AMLI),member,9
31,Morgan St & Polk St,member,9
31,California Ave & Division St,member,9
52,Sheffield Ave & Webster Ave,member,9
52,Larrabee St & Division St,member,9
52,Fort Dearborn Dr & 31st St,member,9
52,New St & Illinois St,member,9
1,Sedgwick St & Webster Ave,member,9
2,Field Museum,member,9
2,Winchester Ave & Elston Ave,member,9
3,2112 W Peterson Ave,member,9
3,Western Ave & Howard St,member,9
4,Shedd Aquarium,member,9
6,Museum of Science and Industry,member,9
6,Western Ave & Grace St,member,9
6,South Shore Dr & 67th St,member,9
6,Sedgwick St & Schiller St,member,9
6,Drake Ave & Addison St,member,9
6,N Shore Channel Trail & Argyle St,member,9
7,Campbell Ave & Fullerton Ave,member,9
7,Wells St & 19th St,member,9
8,Keystone Ave & Fullerton Ave,member,9
8,N Shore Channel Trail & Argyle St,member,9
8,California Ave & Altgeld St,member,9
10,Constance Ave & 95th St,member,9
10,Elizabeth St & 59th St,member,9
10,N Clark St & W Elm St,member,9
11,May St & Cullerton St,member,9
12,Calumet Ave & 51st St,member,9
12,Halsted St & North Branch St,member,9
13,Rockwell St & Fletcher St,member,9
13,Dodge Ave & Main St,member,9
14,St. Louis Ave & Balmoral Ave,member,9
14,Western Ave & Lunt Ave,member,9
15,Elizabeth St & Randolph St,member,9
15,Budlong Woods Library,member,9
16,St. Louis Ave & Balmoral Ave,member,9
16,Seeley Ave & Roscoe St,member,9
16,Orleans St & Hubbard St,member,9
17,Clinton St & Tilden St,member,9
17,Drake Ave & Montrose Ave,member,9
17,Ashland Ave & 50th St,member,9
17,Wood St & 35th St,member,9
20,Kimball Ave & Belmont Ave,member,9
21,Sacramento Blvd & Franklin Blvd,member,9
22,Laflin St & Cullerton St,member,9
24,Kostner Ave & Adams St,member,9
24,Western Ave & 24th St,member,9
25,Western Ave & Granville Ave,member,9
27,Halsted St & 37th St,member,9
27,Ridge Blvd & Howard St,member,9
27,Wallace St & 35th St,member,9
28,Princeton Ave & 47th St,member,9
28,Wood St & Hubbard St,member,9
29,Wood St & 35th St,member,9
29,Pulaski Rd & Eddy St,member,9
30,University Library (NU),member,9
31,Leavitt St & Division St,member,9
31,Pine Grove Ave & Waveland Ave,member,9
52,Aberdeen St & Jackson Blvd,member,9
52,Clark St & Winnemac Ave,member,9
1,Hampden Ct & Diversey Ave,member,9
2,Normal Ave & Archer Ave,member,9
2,DuSable Lake Shore Dr & Monroe St,member,9
3,N Paulina St & Lincoln Ave,member,9
4,Leavitt St & Belmont Ave,member,9
7,Princeton Ave & 47th St,member,9
8,Clinton St & Polk St,member,9
10,Eastlake Ter & Howard St,member,9
11,Eastlake Ter & Howard St,member,9
15,Benson Ave & Church St,member,9
31,Blue Island Ave & 18th St,member,9
7,Cherry Ave & Blackhawk St,member,9
8,2112 W Peterson Ave,member,9
10,Cannon Dr & Fullerton Ave,member,9
13,South Shore Dr & 67th St,member,9
17,Oakley Ave & Touhy Ave,member,9
2,Marine Dr & Ainslie St,member,9
1,Dusable Harbor,member,8
1,Milwaukee Ave & Wabansia Ave,member,8
1,Ashland Ave & McDowell Ave,member,8
1,Monticello Ave & Irving Park Rd,member,8
1,Greenview Ave & Diversey Pkwy,member,8
2,Larrabee St & Oak St,member,8
2,Racine Ave & 13th St,member,8
2,Malcolm X College,member,8
2,Dodge Ave & Church St,member,8
2,Kedzie Ave & George St,member,8
2,Kostner Ave & Adams St,member,8
2,Spaulding Ave & Division St,member,8
2,Rockwell St & Cermak Rd,member,8
2,Long & Irving Park,member,8
2,Clarendon Ave & Leland Ave,member,8
2,DuSable Museum,member,8
2,Woodlawn Ave & Lake Park Ave,member,8
2,Leavitt St & Division St,member,8
3,Malcolm X College,member,8
3,Kedzie Ave & Chicago Ave,member,8
3,Public Rack - Lowell Ave & Elston Ave,member,8
3,Sheridan Rd & Greenleaf Ave,member,8
3,Western Ave & 21st St,member,8
3,Logan Blvd & Elston Ave,member,8
4,Larrabee St & Oak St,member,8
4,Malcolm X College,member,8
4,Manor Ave & Leland Ave,member,8
4,Canal St & Taylor St,member,8
4,Adler Planetarium,member,8
4,Humboldt Blvd & Armitage Ave,member,8
4,N Paulina St & Lincoln Ave,member,8
4,Clinton St & Polk St,member,8
5,Talman Ave & Addison St,member,8
5,Kostner Ave & Adams St,member,8
5,Lakefront Trail & Wilson Ave,member,8
5,Clark St & Elmdale Ave,member,8
5,Damen Ave & Charleston St,member,8
5,Kostner Ave & Wrightwood Ave,member,8
5,Public Rack - Racine Ave & 109th Pl,member,8
5,Central Park Ave & Elbridge Ave,member,8
5,Woodlawn Ave & Lake Park Ave,member,8
5,Avondale Ave & Irving Park Rd,member,8
5,Clark St & Schreiber Ave,member,8
5,Ashland Ave & Belle Plaine Ave,member,8
6,Malcolm X College,member,8
6,Greenwood Ave & 91st St,member,8
6,Greenwood Ave & 47th St,member,8
6,Monticello Ave & Irving Park Rd,member,8
6,Evans Ave & 75th St,member,8
6,Halsted St & 21st St,member,8
7,Prairie Ave & Garfield Blvd,member,8
7,Troy St & Grace St,member,8
7,Clark St & Elmdale Ave,member,8
7,Western Ave & Grace St,member,8
7,Monticello Ave & Irving Park Rd,member,8
7,Knox Ave & Montrose Ave,member,8
8,Kedzie Ave & Foster Ave,member,8
8,St. Louis Ave & Balmoral Ave,member,8
8,Wentworth Ave & 24th St (Temp),member,8
8,Avers Ave & Belmont Ave,member,8
8,Sheridan Rd & Columbia Ave,member,8
8,May St & Cullerton St,member,8
8,Whipple/Irving Park,member,8
9,Oglesby Ave & 100th St,member,8
9,Dorchester Ave & 63rd St,member,8
9,Elizabeth St & 59th St,member,8
9,Wentworth Ave & 35th St,member,8
9,Buckingham Fountain,member,8
9,California Ave & Winona St,member,8
9,Cherry Ave & Blackhawk St,member,8
9,Central Ave & Parker Ave,member,8
10,Western Ave & 24th St,member,8
10,Keystone Ave & Montrose Ave,member,8
11,Greenwood Ave & 97th St,member,8
11,Leavitt St & Archer Ave,member,8
11,State St & 29th St,member,8
11,Wells St & 19th St,member,8
11,Ridge Blvd & Touhy Ave,member,8
11,Prairie Ave & 43rd St,member,8
11,Western Ave & Howard St,member,8
11,MLK Jr Dr & Pershing Rd,member,8
11,Clinton St & Polk St,member,8
12,Keystone Ave & Fullerton Ave,member,8
12,Lake Park Ave & 35th St,member,8
12,Maplewood Ave & Peterson Ave,member,8
12,Clark St & Jarvis Ave,member,8
12,Cottage Grove Ave & 51st St,member,8
12,Kedzie Ave & Lake St,member,8
13,Racine Ave & 13th St,member,8
13,Western Ave & Granville Ave,member,8
13,Halsted St & 96th St,member,8
13,Hastings LWS,member,8
13,Elizabeth St & 92nd St,member,8
14,Elizabeth St & Randolph St,member,8
14,Dodge Ave & Church St,member,8
14,Dusable Harbor,member,8
14,Elston Ave & Wabansia Ave,member,8
14,Prairie Ave & Garfield Blvd,member,8
14,Troy St & Grace St,member,8
14,Princeton Ave & 47th St,member,8
14,Budlong Woods Library,member,8
14,Austin Blvd & Madison St,member,8
14,Eckhart Park,member,8
14,Sheridan Rd & Greenleaf Ave,member,8
14,Oakley Ave & Touhy Ave,member,8
14,Wilton Ave & Diversey Pkwy*,member,8
15,Kedzie Ave & Chicago Ave,member,8
15,Leavitt St & Addison St,member,8
15,Leavitt St & Lawrence Ave,member,8
15,Public Rack - Hamlin Ave & Montrose Ave,member,8
15,Winthrop Ave & Lawrence Ave,member,8
16,Clinton St & Tilden St,member,8
16,Larrabee St & Menomonee St,member,8
16,Eckhart Park,member,8
16,Kilbourn Ave & Irving Park Rd,member,8
16,Cherry Ave & Blackhawk St,member,8
16,Wood St & 35th St,member,8
16,Dodge Ave & Main St,member,8
17,Racine Ave & 13th St,member,8
17,McCormick Place,member,8
17,Public Rack - Milwaukee Ave & Haussen Ct,member,8
18,Kimball Ave & Belmont Ave,member,8
19,Public Rack - Kostner Ave & Armitage Ave,member,8
19,Pulaski Rd & 51st St,member,8
19,Public Rack - Hamlin Ave & Montrose Ave,member,8
19,Ridge Blvd & Touhy Ave,member,8
19,Central Ave & Parker Ave,member,8
20,Valli Produce - Evanston Plaza,member,8
20,Narragansett & Irving Park,member,8
21,Kedzie Ave & 48th Pl,member,8
21,Pulaski Rd & Eddy St,member,8
22,Ashland Ave & Belle Plaine Ave,member,8
22,Eckhart Park,member,8
22,Sawyer Ave & Irving Park Rd,member,8
22,Harlem & Irving Park,member,8
22,Burnham Harbor,member,8
24,Cottage Grove Ave & 67th St,member,8
25,Cottage Grove Ave & Oakwood Blvd,member,8
26,Cottage Grove Ave & Oakwood Blvd,member,8
26,Western Ave & 24th St,member,8
26,Kenosha & Wellington,member,8
27,Wood St & 35th St,member,8
27,Ashland Ave & 50th St,member,8
28,Pulaski Rd & Eddy St,member,8
28,Western Ave & Division St,member,8
29,N Clark St & W Elm St,member,8
29,Princeton Ave & 47th St,member,8
29,Museum of Science and Industry,member,8
29,Jeffery Blvd & 67th St,member,8
31,Talman Ave & Addison St,member,8
31,Loomis St & Jackson Blvd,member,8
31,Artesian Ave & Hubbard St,member,8
31,Green St & Randolph St*,member,8
31,Rockwell St & Eastwood Ave,member,8
31,Ritchie Ct & Banks St,member,8
31,Campbell Ave & Montrose Ave,member,8
31,Lincoln Ave & Belle Plaine Ave,member,8
52,Broadway & Berwyn Ave,member,8
52,Rhodes Ave & 32nd St,member,8
52,Ashland Ave & Division St,member,8
52,Clifton Ave & Armitage Ave,member,8
52,Greenview Ave & Fullerton Ave,member,8
52,Wells St & Hubbard St,member,8
52,Michigan Ave & Oak St,member,8
