hour,end_station_name,member_casual,count_of_users
6,Marshfield Ave & 44th St,member,2
22,Kedzie Ave & Foster Ave,member,2
5,Desplaines St & Randolph St,member,2
3,Ashland Ave & Archer Ave,member,2
4,Leavitt St & Armitage Ave,member,2
9,Olive Harvey College,member,2
23,Conservatory Dr & Lake St,member,2
3,Warren Park West,member,2
10,Clark St & Touhy Ave,member,2
1,N Sheffield Ave & W Wellington Ave,member,2
12,Michigan Ave & 71st St,member,2
20,Western Ave & 21st St,member,2
9,Public Rack - Lawndale Ave & Diversey Ave,member,2
3,Blackstone Ave & Hyde Park Blvd,member,2
23,Damen Ave & 74th St,member,2
1,Wacker Dr & Washington St,member,2
0,Damen Ave & Melrose Ave,member,2
2,Wabash Ave & Cermak Rd,member,2
0,Walsh Park,member,2
22,Public Rack - Avers Ave & Irving Park Rd,member,2
10,Prairie Ave & 43rd St,member,2
9,Stony Island Ave & South Chicago Ave,member,2
11,Dodge Ave & Main St,member,2
16,Central Ave & Chicago Ave,member,2
2,Eckhart Park,member,2
23,Michigan Ave & Jackson Blvd,member,2
1,Michigan Ave & 18th St,member,2
12,Ashland Ave & Archer Ave,member,2
3,Orleans St & Merchandise Mart Plaza,member,2
0,California Ave & Fletcher St,member,2
18,Kilpatrick Ave & Parker Ave,member,2
9,2112 W Peterson Ave,member,2
0,Public Rack - Racine Ave & 109th Pl,member,2
22,California Ave & Winona St,member,2
6,Stave St & Armitage Ave,member,2
8,Homan Ave & Fillmore St,member,2
9,Public Rack - McCormick Blvd & Devon Ave,member,2
16,Ashland Ave & McDowell Ave,member,2
3,Wabash Ave & Roosevelt Rd,member,2
16,Public Rack - Racine Ave & 109th Pl,member,2
10,N Sheffield Ave & W Wellington Ave,member,2
22,State St & 79th St,member,2
2,Michigan Ave & Pearson St,member,2
14,East End Ave & 87th St,member,2
18,East End Ave & 87th St,member,2
13,La Villita Park (Albany/30th),member,2
12,Torrence Ave & 106th St,member,2
16,Damen Ave & 74th St,member,2
11,Walden Pkwy & 100th St,member,2
21,Kedzie Ave & Leland Ave,member,2
15,Lamon Ave & Armitage Ave,member,2
23,Sheridan Rd & Loyola Ave,member,2
13,Ellis Ave & 83rd St,member,2
20,Lincolnwood Dr & Central St,member,2
13,Damen Ave & Coulter St,member,2
16,Pulaski Rd & Lake St,member,2
10,Public Rack - Kedzie Ave & Archer Ave,member,2
6,Walden Pkwy & 100th St,member,2
2,Throop St & Taylor St,member,2
0,Indiana Ave & 26th St,member,2
21,Dorchester Ave & 63rd St,member,2
12,Kilbourn & Roscoe,member,2
5,Public Rack - Racine Ave & 109th Pl,member,2
0,Morgan St & Lake St*,member,2
1,Public Rack - Hamlin Ave & Fullerton Ave,member,2
16,Central Ave & Madison St,member,2
23,Lincoln Ave & Peterson Ave,member,2
5,DuSable Lake Shore Dr & Belmont Ave,member,2
2,Lincoln Ave & Roscoe St*,member,2
4,Ashland Ave & Augusta Blvd,member,2
0,Michigan Ave & Jackson Blvd,member,2
14,Bloomingdale Ave & Harlem Ave,member,2
4,Clark St & Lincoln Ave,member,2
17,Central Park & Augusta Blvd,member,2
13,Narragansett & Wrightwood,member,2
16,Francisco Ave & Hollywood Ave,member,2
13,Public Rack - Sacramento Ave & Devon Ave,member,2
4,Clark St & Lake St,member,2
3,Burling St & Diversey Pkwy,member,2
23,LaSalle St & Washington St,member,2
16,Laramie Ave & Madison St,member,2
8,Rockwell St & Archer Ave,member,2
16,Cottage Grove Ave & 83rd St,member,2
1,Orleans St & Chestnut St (NEXT Apts),member,2
11,Constance Ave & 95th St,member,2
4,Eckhart Park,member,2
19,Calumet Ave & 51st St,member,2
20,Hamlin Ave & 62nd Pl,member,2
13,Public Rack - Milwaukee Ave & Haussen Ct,member,2
14,Phillips Ave & 79th St,member,2
5,Winchester Ave & Elston Ave,member,2
11,Francisco Ave & Montrose Ave,member,2
2,Wilton Ave & Diversey Pkwy,member,2
9,Evans Ave & 75th St,member,2
13,Evans Ave & 75th St,member,2
8,Hastings LWS,member,2
16,Public Rack - Western Blvd & 49th St,member,2
2,Sheffield Ave & Willow St,member,2
22,Ashland Ave & Archer Ave,member,2
14,Nordica & Medill,member,2
4,Stockton Dr & Wrightwood Ave,member,2
14,Western Ave & Ardmore Ave,member,2
19,Central Park Ave & Ohio St,member,2
14,Public Rack - Kedzie Ave & 62nd Pl,member,2
4,Halsted St & 21st St,member,2
4,Damen Ave & Sunnyside Ave,member,2
18,Ashland Ave & 66th St,member,2
5,Avers Ave & Belmont Ave,member,2
13,Public Rack - Milwaukee Ave & School St,member,2
14,Perry Ave & 69th St,member,2
10,Western Blvd & 48th Pl,member,2
21,Ridge Blvd & Howard St,member,2
5,Kedzie Ave & 110th St,member,2
7,Kedzie Ave & Roosevelt Rd,member,2
12,Jeffery Blvd & 71st St,member,2
22,Michigan Ave & 71st St,member,2
9,Central Park Ave & Ohio St,member,2
14,Public Rack - Avers Ave & Irving Park Rd,member,2
3,Western Ave & Leland Ave,member,2
23,Woodlawn Ave & Lake Park Ave,member,2
17,Whipple/Irving Park,member,2
0,Central St Metra,member,2
0,Manor Ave & Leland Ave,member,2
23,Elizabeth St & Randolph St,member,2
20,Tripp Ave & 15th St,member,2
10,Bosworth Ave & Howard St,member,2
23,Franklin St & Monroe St,member,2
7,Hoyne Ave & 47th St,member,2
9,Halsted St & 63rd St,member,2
16,Public Rack - Campbell Ave & Pratt Blvd,member,2
5,Elston Ave & George St,member,2
11,Ashland Ave & 63rd St,member,2
14,Dorchester Ave & 63rd St,member,2
17,Public Rack - Lowell Ave & Elston Ave,member,2
4,Sedgwick St & Schiller St,member,2
18,Calumet Ave & 51st St,member,2
0,Sawyer Ave & Irving Park Rd,member,2
19,Sacramento Blvd & Addison St,member,2
0,Clark St & Schreiber Ave,member,2
16,Eggleston Ave & 69th St,member,2
23,Wentworth Ave & 24th St (Temp),member,2
3,Ogden Ave & Congress Pkwy,member,2
9,Kostner Ave & Adams St,member,2
18,Central Ave & Chicago Ave,member,2
18,Public Rack - Calumet Ave & 51st St,member,2
11,Central Ave & Lake St,member,2
2,Homewood Ave & 115th St,member,2
9,Mozart St & Jackson Blvd,member,2
13,Public Rack - Kedzie Ave & 58th St,member,2
13,Cherry Ave & Blackhawk St,member,2
0,Lamon Ave & Armitage Ave,member,2
12,Lamon Ave & Armitage Ave,member,2
20,Prairie Ave & Garfield Blvd,member,2
15,Kildare Ave & 55th St,member,2
8,California Ave & Lake St,member,2
23,Western Blvd & 48th Pl,member,2
3,Sedgwick St & North Ave,member,2
10,Ridge Blvd & Howard St,member,2
17,Elizabeth St & 47th St,member,2
10,Washtenaw Ave & Polk St,member,2
23,Smith Park,member,2
2,Wilton Ave & Diversey Pkwy*,member,2
22,MLK Jr Dr & 63rd St,member,2
5,Eggleston Ave & 69th St,member,2
16,Wentworth Ave & 24th St,member,2
11,Millard Ave & 26th St,member,2
2,Austin Blvd & Madison St,member,2
2,Aberdeen St & Jackson Blvd,member,2
9,Public Rack - Hamlin Ave & Montrose Ave,member,2
22,Public Rack - Washtenaw Ave & Devon Ave,member,2
6,Oakley Ave & Touhy Ave,member,2
15,Public Rack - N Narragansett Ave & Grand Ave,member,2
14,State St & 79th St,member,2
16,Public Rack - Albany Ave & 63rd St,member,2
2,Humboldt Blvd & Armitage Ave,member,2
13,Hamlin Ave & Grand Ave,member,2
17,Maryland Ave & 104th St,member,2
5,Ravenswood Ave & Irving Park Rd,member,2
2,Damen Ave & 51st St,member,2
1,State St & 19th St,member,2
21,Francisco Ave & Bloomingdale Ave,member,2
2,California Ave & Francis Pl,member,2
10,Elizabeth St & 92nd St,member,2
20,MTV Hubbard St,member,2
22,Campbell Ave & Irving Park Rd,member,2
18,Rockwell St & Archer Ave,member,2
11,Halsted St & 111th St,member,2
8,Public Rack - Cicero Ave & Wrightwood Ave,member,2
9,Narragansett & Irving Park,member,2
3,Damen Ave & Sunnyside Ave,member,2
4,Wells St & Huron St,member,2
10,Lincoln Ave & Peterson Ave,member,2
16,Public Rack - Cicero Ave & Wrightwood Ave,member,2
21,Pulaski Rd & 51st St,member,2
7,California Ave & 23rd Pl,member,2
19,Union Ave & Root St,member,2
6,Damen Ave & Sunnyside Ave,member,2
13,Francisco Ave & Chicago Ave,member,2
16,Union Ave & Root St,member,2
7,Kildare Ave & 47th St,member,2
6,Hoyne Ave & Balmoral Ave,member,2
20,Public Rack - Winchester Ave & 87th St,member,2
11,Public Rack - Calumet Ave & 51st St,member,2
13,Harlem & Irving Park,member,2
14,Shields Ave & 43rd St,member,2
19,Kilpatrick Ave & Grand Ave,member,2
18,South Shore Dr & 74th St,member,2
4,Lincoln Ave & Diversey Pkwy,member,2
3,Hermitage Ave & Polk St,member,2
2,California Ave & Montrose Ave,member,2
4,Blue Island Ave & 18th St,member,2
2,Damen Ave & Grand Ave,member,2
0,Burnham Greenway & 105th St,member,2
22,Burnham Harbor,member,2
14,Fullerton & Monitor,member,2
20,Kildare Ave & 26th St,member,2
1,Central Park Ave & North Ave,member,2
16,Public Rack - Midway Orange Line,member,2
10,Kedzie Ave & Harrison St,member,2
7,Cottage Grove Ave & 67th St,member,2
18,Richmond St & 59th St,member,2
21,Cottage Grove Ave & 67th St,member,2
23,Western Ave & 24th St,member,2
0,Francisco Ave & Chicago Ave,member,2
23,Sayre & Diversey,member,2
6,OH Charging Stx - Test,member,2
16,Public Rack - Central Ave & Lawrence Ave,member,2
7,Francisco Ave & Chicago Ave,member,2
16,Public Rack - Bryn Mawr Ave & Spaulding Ave,member,2
23,Lamon Ave & Armitage Ave,member,2
16,Hoyne Ave & 34th St,member,2
7,Jeffery Blvd & 67th St,member,2
0,Prairie Ave & Garfield Blvd,member,2
18,Public Rack - Cicero Ave & Altgeld St,member,2
7,Loomis St & Archer Ave,member,2
14,Burnham Greenway & 112th St,member,2
20,Lamon Ave & Armitage Ave,member,2
3,Sayre & Diversey,member,2
4,Clinton St & 18th St,member,2
3,Indiana Ave & 31st St,member,2
10,Hoyne Ave & 34th St,member,2
7,Kostner Ave & Adams St,member,2
19,Stewart Ave & 63rd St,member,2
19,Public Rack - Kenton Ave & Palmer St,member,2
1,Wood St & Webster Ave,member,2
7,Greenwood Ave & 97th St,member,2
6,Ellis Ave & 53rd St,member,2
23,Stony Island Ave & 63rd St,member,2
12,Western Ave & 24th St,member,2
13,Hoyne Ave & 47th St,member,2
3,Clybourn Ave & Division St,member,2
13,Kilbourn & Belden,member,2
7,Stony Island Ave & South Chicago Ave,member,2
14,Kedzie Ave & 110th St,member,2
18,Racine Ave & 61st St,member,2
18,Cicero Ave & Flournoy St,member,2
9,California Ave & Byron St,member,2
10,Western Ave & 28th St,member,2
5,Lincoln Ave & Winona St,member,2
0,Fairbanks St & Superior St,member,2
5,Larrabee St & Menomonee St,member,2
10,Kedzie Ave & 110th St,member,2
18,Public Rack - Kostner Ave & Diversey Ave,member,2
18,Public Rack - Spaulding Ave & Evergreen Ave,member,2
16,Pulaski Rd & 21st St,member,2
18,Public Rack - Brainerd Park,member,2
17,Richmond St & 59th St,member,2
19,Public Rack - Monticello Ave & Belmont Ave,member,2
17,Public Rack - Nashotah & Northwest Hwy,member,2
3,Southport Ave & Irving Park Rd,member,2
2,Ellis Ave & 53rd St,member,2
21,Central Ave & Chicago Ave,member,2
9,Western Ave & Gunnison St,member,2
1,Loomis St & Jackson Blvd,member,2
6,Milwaukee Ave & Cuyler Ave,member,2
17,Washtenaw Ave & Peterson Ave,member,2
1,Wells St & 19th St,member,2
13,Dodge Ave & Mulford St,member,2
20,Burnham Greenway & 105th St,member,2
22,N Clark St & W Elm St,member,2
16,Public Rack - Western Ave & Jarvis Ave,member,2
5,Morgan Ave & 14th Pl,member,2
11,Harding Ave & 26th St,member,2
2,State St & 35th St,member,2
18,Public Rack - Nashotah & Northwest Hwy,member,2
4,Clarendon Ave & Leland Ave,member,2
21,Walden Pkwy & 100th St,member,2
9,California Ave & 23rd Pl,member,2
20,Evans Ave & 75th St,member,2
9,Prospect Sq & 91st St,member,2
4,Albany Ave & Bloomingdale Ave,member,2
18,Latrobe Ave & Chicago Ave,member,2
19,Austin Blvd & Chicago Ave,member,2
19,Elizabeth St & 47th St,member,2
22,Damen Ave & Walnut (Lake) St,member,2
14,Central Ave & Chicago Ave,member,2
11,Ridge Blvd & Howard St,member,2
3,Spaulding Ave & Division St,member,2
21,Washtenaw Ave & Polk St,member,2
3,Ashland Ave & Augusta Blvd,member,2
12,Public Rack - Hyde Park Blvd & 55th St,member,2
10,Public Rack - Lawndale Ave & Diversey Ave,member,2
14,Racine Ave & 61st St,member,2
12,Halsted St & 96th St,member,2
20,Public Rack - Lockwood Ave & Diversey Ave,member,2
17,Public Rack - Walden Pkwy & 103rd St,member,2
6,Laflin St & Cullerton St,member,2
20,Washtenaw Ave & Peterson Ave,member,2
13,California & 16th St,member,2
11,Whipple/Irving Park,member,2
21,Damen Ave & Wabansia Ave,member,2
11,Normal Ave & Archer Ave,member,2
5,Racine Ave & Congress Pkwy,member,2
8,Jeffery Blvd & 71st St,member,2
21,California Ave & 21st St,member,2
2,California Ave & Winona St,member,2
20,Sacramento Blvd & Fulton Ave,member,2
9,NewHastings,member,2
18,Stony Island Ave & 64th St,member,2
4,Honore St & Division St,member,2
3,Eckhart Park,member,2
9,Public Rack - Cottage Grove Ave & 87th St,member,2
22,Malcolm X College,member,2
1,Leavitt St & Armitage Ave,member,2
15,Lockwood Ave & Wrightwood Ave,member,2
3,St. Clair St & Erie St,member,2
10,Warren Park East,member,2
18,Central Ave & Roscoe St,member,2
11,63rd St Beach,member,2
4,Wells St & Elm St,member,2
7,Hegewisch Metra Station,member,2
4,Public Rack - Kostner Ave & Armitage Ave,member,2
5,Kilbourn Ave & Irving Park Rd,member,2
16,Narragansett & McLean,member,2
3,Clark St & Berwyn Ave,member,2
14,Elston Ave & Henderson St,member,2
12,Public Rack - California Ave & Cortez St,member,2
9,California Ave & Winona St,member,2
13,Public Rack - Central Ave & George St,member,2
15,Public Rack - Central Ave & George St,member,2
22,Canal St & Harrison St,member,2
21,Evans Ave & 75th St,member,2
21,Lamon Ave & Belmont Ave,member,2
6,Western Ave & Grace St,member,2
21,Cottage Grove Ave & 83rd St,member,2
1,Clark St & Ida B Wells Dr,member,2
15,South Shore Dr & 74th St,member,2
2,Michigan Ave & 18th St,member,2
13,Stony Island Ave & South Chicago Ave,member,2
16,Public Rack - Central Ave & George St,member,2
3,Loomis St & Lexington St,member,2
10,Public Rack - Spaulding Ave & North Ave,member,2
0,Emerald Ave & 28th St,member,2
20,Damen Ave & Coulter St,member,2
4,Franklin St & Chicago Ave,member,2
7,Public Rack - State ST & 42nd St,member,2
13,Whipple/Irving Park,member,2
13,Elston Ave & Henderson St,member,2
17,California & 16th St,member,2
0,N Shore Channel Trail & Argyle St,member,2
0,Virginia Ave & Catalpa Ave,member,2
17,Elizabeth St & 92nd St,member,2
13,Bosworth Ave & Howard St,member,2
20,Bosworth Ave & Howard St,member,2
1,Ellis Ave & 58th St,member,2
17,Western Ave & 111th St,member,2
4,Jefferson St & Monroe St,member,2
13,Stony Island Ave & 90th St,member,2
16,Cottage Grove Ave & 111th Pl,member,2
4,Indiana Ave & 26th St,member,2
21,Montrose Harbor,member,2
20,2112 W Peterson Ave,member,2
14,Dorchester Ave & 49th St,member,2
0,Franklin St & Chicago Ave,member,2
10,Whipple/Irving Park,member,2
9,Sacramento Blvd & Franklin Blvd,member,2
9,Lawler Ave & 50th St,member,2
8,Dauphin Ave & 87th St,member,2
11,Nordica & Medill,member,2
5,Larrabee St & Armitage Ave,member,2
17,Stony Island Ave & 67th St,member,2
6,Ashland Ave & 63rd St,member,2
8,Dorchester Ave & 63rd St,member,2
8,Constance Ave & 95th St,member,2
4,Morgan St & 31st St,member,2
13,Kilbourn & Roscoe,member,2
21,N Clark St & W Elm St,member,2
21,Mozart St & Jackson Blvd,member,2
13,Halsted St & 37th St,member,2
23,Paulina St & Howard St,member,2
18,Ewing Ave & Burnham Greenway,member,2
4,State St & Randolph St,member,2
23,Western Ave & Lunt Ave,member,2
12,Stony Island Ave & 67th St,member,2
2,Wentworth Ave & Cermak Rd,member,2
17,Central Park Ave & Ogden Ave,member,2
23,Western Ave & 21st St,member,2
1,Kedzie Ave & Leland Ave,member,2
3,Rush St & Cedar St,member,2
5,Western Ave & Congress Pkwy,member,2
13,Lavergne & Fullerton,member,2
4,California Ave & Francis Pl (Temp),member,2
11,Clark St & Columbia Ave,member,2
17,Public Rack - Prairie Ave & 47th St ,member,2
5,Washtenaw Ave & Ogden Ave,member,2
15,Public Rack - Lockwood Ave & Diversey Ave,member,2
15,Public Rack - Hoyne Ave & 110th Pl,member,2
16,Public Rack - Pulaski Rd & 44th St,member,2
10,California Ave & Winona St,member,2
17,Summit Ave & 86th St,member,2
17,Pulaski Rd & Congress Pkwy,member,2
0,Dearborn St & Monroe St,member,2
11,State St & 54th St,member,2
6,Austin Blvd & Madison St,member,2
11,Kostner Ave & Wrightwood Ave,member,2
16,Public Rack - California Ave & Touhy Ave - NW,member,2
0,Stave St & Armitage Ave,member,2
18,Stony Island Ave & 75th St,member,2
1,Financial Pl & Ida B Wells Dr,member,2
0,Dodge Ave & Main St,member,2
18,Austin Blvd & Chicago Ave,member,2
10,Dodge Ave & Mulford St,member,2
9,State St & 79th St,member,2
16,Mozart St & Jackson Blvd,member,2
5,Loomis St & Archer Ave,member,2
13,Ashland Ave & Garfield Blvd,member,2
17,Public Rack - Western Ave & 47th Pl,member,2
19,California Ave & 23rd Pl,member,2
6,Public Rack - King Dr & 71st St,member,2
17,Kedzie Ave & 110th St,member,2
1,Lincoln Ave & Waveland Ave,member,2
0,Hoyne Ave & 47th St,member,2
9,Public Rack - Rockwell & 111th St,member,2
16,Public Rack - Hoyne Ave & 110th Pl,member,2
3,Lincoln Ave & Fullerton Ave,member,2
8,Pulaski Rd & 21st St,member,2
2,Drake Ave & Addison St,member,2
19,Public Rack - Kedzie Ave & 62nd Pl,member,2
5,Sheridan Rd & Noyes St (NU),member,2
8,Austin Blvd & Lake St,member,2
10,Wentworth Ave & 24th St,member,2
8,Public Rack - Pulaski Rd & Fullerton Ave,member,2
13,Western Ave & 111th St,member,2
12,Central Park Ave & 24th St,member,2
16,Public Rack - Monticello Ave & Belmont Ave,member,2
4,Clark St & Schreiber Ave,member,2
6,Damen Ave & Cullerton St,member,2
20,Public Rack - Pulaski Rd & Armitage Ave,member,2
12,Public Rack - Sawyer Ave & Lawrence Ave,member,2
0,Dearborn St & Van Buren St,member,2
0,Wabash Ave & Adams St,member,2
0,Wentworth Ave & Cermak Rd*,member,2
1,Humboldt Blvd & Armitage Ave,member,2
18,Public Rack - Western Ave & Jarvis Ave,member,2
14,Rockwell St & Archer Ave,member,2
10,Public Rack - California Ave & Devon Ave - NE,member,2
3,Wells St & Institute Pl,member,2
15,Halsted St & 111th St,member,2
23,Indiana Ave & 26th St,member,2
19,Pulaski Rd & 51st St,member,2
15,Stony Island Ave & South Chicago Ave,member,2
19,Central Ave & Roscoe St,member,2
19,Exchange Ave & 79th St,member,2
7,State St & 19th St,member,2
21,Public Rack - Washtenaw Ave & Superior St,member,2
10,Millard Ave & 26th St,member,2
15,MLK Jr Dr & 47th St,member,2
13,Pulaski Rd & 21st St,member,2
17,Public Rack - Spaulding Ave & North Ave,member,2
2,Halsted St & Fulton St,member,2
10,Kedzie Ave & 48th Pl,member,2
5,Laflin St & Cullerton St,member,2
8,Central Ave & Parker Ave,member,2
12,Elizabeth St & 92nd St,member,2
23,Public Rack - Washtenaw Ave & Superior St,member,2
2,Racine Ave & 18th St,member,2
8,Long & Irving Park,member,2
6,Stony Island Ave & 63rd St,member,2
14,Hamlin Ave & Grand Ave,member,2
4,Dearborn Pkwy & Delaware Pl,member,2
20,State St & 54th St,member,2
13,Public Rack - Winchester Ave & 87th St,member,2
6,St. Louis Ave & Fullerton Ave,member,2
11,Public Rack - Central Ave & Pensacola Ave,member,2
18,Halsted St & 69th St,member,2
4,Sheridan Rd & Noyes St (NU),member,2
2,Clark St & North Ave,member,2
16,Kilpatrick Ave & Grand Ave,member,2
16,Public Rack - Washtenaw Ave & Superior St,member,2
11,Kildare Ave & 26th St,member,2
19,Virginia Ave & Catalpa Ave,member,2
8,Public Rack - Milwaukee Ave & Higgins Ave,member,2
17,Union Ave & Root St,member,2
17,Narragansett & Irving Park,member,2
16,Public Rack - Tripp Ave & North Ave,member,2
13,Central Ave & Harrison St,member,2
0,Public Rack - Western Ave & Devon Ave,member,2
16,Public Rack - California Ave & Cortez St,member,2
17,Greenwood Ave & 97th St,member,2
4,Ashland Ave & Grace St,member,2
7,Public Rack - Brandon Ave & 91st St,member,2
18,Damen Ave & 74th St,member,2
8,Public Rack - Christiana Ave & Belmont Ave,member,2
13,Public Rack - Milwaukee Ave & Higgins Ave,member,2
6,Oakley Ave & Irving Park Rd,member,2
23,Kostner Ave & Wrightwood Ave,member,2
6,Leavitt St & Lawrence Ave,member,2
2,Leavitt St & Lawrence Ave,member,2
9,Cottage Grove Ave & 43rd St,member,2
15,Public Rack - Washtenaw Ave & Devon Ave,member,2
23,Public Rack - Kimball Ave & Lawrence Ave,member,2
18,Ashland Ave & 63rd St,member,2
19,Kildare Ave & Division St,member,2
3,Ravenswood Ave & Berteau Ave,member,2
9,Public Rack - Rockwell & Division,member,2
17,Public Rack - Tripp Ave & North Ave,member,2
