hour,end_station_name,member_casual,count_of_users
9,Fairbanks Ct & Grand Ave,member,126
8,Sheffield Ave & Wrightwood Ave,member,126
9,Broadway & Cornelia Ave,member,126
11,Mies van der Rohe Way & Chestnut St,member,126
9,Clark St & Schiller St,member,126
12,Dearborn St & Erie St,member,126
12,State St & 35th St,member,126
13,Clinton St & Jackson Blvd,member,126
17,Mies van der Rohe Way & Chicago Ave,member,126
15,St. Clair St & Erie St,member,126
17,Cornell Ave & Hyde Park Blvd,member,126
17,Ashland Ave & Grace St,member,126
18,Halsted St & Fulton St,member,126
16,Clark St & Leland Ave,member,125
16,Ashland Ave & Grace St,member,125
6,Ellis Ave & 55th St,member,125
12,Wabash Ave & Roosevelt Rd,member,125
7,Sheridan Rd & Irving Park Rd,member,125
17,Albany Ave & Bloomingdale Ave,member,125
16,Broadway & Belmont Ave,member,125
13,Canal St & Adams St,member,125
12,Bissell St & Armitage Ave*,member,125
18,Western Ave & Winnebago Ave,member,125
14,Halsted St & Roosevelt Rd,member,125
13,Rhodes Ave & 32nd St,member,125
10,Broadway & Waveland Ave,member,125
20,Aberdeen St & Jackson Blvd,member,125
8,Michigan Ave & 8th St,member,125
21,LaSalle St & Illinois St,member,125
14,Indiana Ave & Roosevelt Rd,member,125
20,Wells St & Polk St,member,125
17,Clinton St & 18th St,member,125
21,Kimbark Ave & 53rd St,member,124
11,Greenview Ave & Fullerton Ave,member,124
16,Morgan Ave & 14th Pl,member,124
19,Western Ave & Leland Ave,member,124
16,Lincoln Ave & Belmont Ave (Temp),member,124
7,Kingsbury St & Erie St,member,124
16,Blue Island Ave & 18th St,member,124
22,Loomis St & Lexington St,member,124
7,Loomis St & Jackson Blvd,member,124
17,Franklin St & Lake St,member,124
19,Western Ave & Division St,member,124
21,Rhodes Ave & 32nd St,member,124
22,LaSalle St & Illinois St,member,124
17,Woodlawn Ave & 55th St,member,124
8,Halsted St & Dickens Ave,member,124
13,Lake Park Ave & 56th St,member,124
7,DuSable Lake Shore Dr & Monroe St,member,124
12,Clarendon Ave & Gordon Ter,member,124
11,DuSable Lake Shore Dr & Diversey Pkwy,member,124
18,Southport Ave & Irving Park Rd,member,124
18,Leavitt St & Chicago Ave,member,123
16,Daley Center Plaza,member,123
17,Orleans St & Hubbard St,member,123
10,Dayton St & North Ave,member,123
11,Lincoln Ave & Fullerton Ave,member,123
18,Calumet Ave & 21st St,member,123
16,Wood St & Augusta Blvd,member,123
15,Michigan Ave & 8th St,member,123
12,Calumet Ave & 33rd St,member,123
11,McClurg Ct & Erie St,member,123
7,Hermitage Ave & Polk St,member,123
7,Wabash Ave & Grand Ave,member,123
20,Canal St & Madison St,member,123
12,Indiana Ave & Roosevelt Rd,member,123
12,Rush St & Cedar St,member,123
20,Halsted St & Willow St,member,123
12,Canal St & Adams St,member,122
12,Dearborn St & Adams St,member,122
12,Larrabee St & Division St,member,122
16,DuSable Lake Shore Dr & Belmont Ave,member,122
18,Paulina Ave & North Ave,member,122
12,Southport Ave & Belmont Ave,member,122
8,N Carpenter St & W Lake St,member,122
18,Wells St & Institute Pl,member,122
15,Clark St & Randolph St,member,122
8,Ellis Ave & 60th St,member,122
14,Clark St & Newport St,member,122
12,Lincoln Ave & Fullerton Ave,member,122
8,Michigan Ave & Oak St,member,122
19,Broadway & Belmont Ave,member,122
18,State St & Harrison St,member,122
6,Fairbanks St & Superior St,member,122
14,Orleans St & Merchandise Mart Plaza,member,122
6,Wabash Ave & Wacker Pl,member,121
9,State St & Randolph St,member,121
8,Southport Ave & Clybourn Ave,member,121
9,Dearborn Pkwy & Delaware Pl,member,121
14,Wabash Ave & Wacker Pl,member,121
17,Sangamon St & Washington Blvd,member,121
7,Broadway & Sheridan Rd,member,121
12,Honore St & Division St,member,121
8,Larrabee St & Division St,member,121
20,Clark St & Montrose Ave,member,121
16,Halsted St & Roosevelt Rd,member,121
10,900 W Harrison St,member,121
13,900 W Harrison St,member,121
17,900 W Harrison St,member,121
19,Sheffield Ave & Kingsbury St,member,121
9,Franklin St & Monroe St,member,121
7,Halsted St & Polk St,member,121
17,Green St & Washington Blvd,member,121
19,Franklin St & Jackson Blvd,member,121
7,Clark St & Ida B Wells Dr,member,121
13,Franklin St & Lake St,member,121
9,Sheffield Ave & Waveland Ave,member,121
21,Honore St & Division St,member,120
13,Southport Ave & Waveland Ave,member,120
15,Western Ave & Leland Ave,member,120
19,Canal St & Adams St,member,120
15,Halsted St & Maxwell St,member,120
17,Paulina St & 18th St,member,120
15,LaSalle Dr & Huron St,member,120
9,Franklin St & Adams St (Temp),member,120
18,Ashland Ave & 13th St,member,120
10,State St & Pearson St,member,120
12,Franklin St & Illinois St,member,120
20,Wells St & Hubbard St,member,120
16,Sedgwick St & North Ave,member,120
11,Indiana Ave & Roosevelt Rd,member,120
18,Emerald Ave & 31st St,member,120
9,DuSable Lake Shore Dr & Diversey Pkwy,member,120
14,Broadway & Berwyn Ave,member,119
9,Sheffield Ave & Wellington Ave,member,119
14,Clark St & Randolph St,member,119
8,Racine Ave & Randolph St,member,119
18,DuSable Lake Shore Dr & Belmont Ave,member,119
18,Clarendon Ave & Junior Ter,member,119
15,Damen Ave & Chicago Ave,member,119
17,Wood St & Hubbard St,member,119
22,Ellis Ave & 55th St,member,119
19,Western Ave & Walton St,member,119
19,Rush St & Cedar St,member,119
15,Shore Dr & 55th St,member,119
17,Clinton St & Tilden St,member,119
10,Clark St & Lincoln Ave,member,119
21,Wells St & Polk St,member,119
11,Shedd Aquarium,member,119
11,Aberdeen St & Monroe St,member,119
17,Lincoln Ave & Belle Plaine Ave,member,119
11,Franklin St & Adams St (Temp),member,119
15,Aberdeen St & Monroe St,member,118
14,Dearborn St & Monroe St,member,118
17,Racine Ave & Congress Pkwy,member,118
21,Broadway & Barry Ave,member,118
20,Halsted St & Polk St,member,118
12,Green St & Randolph St*,member,118
9,Clark St & Lake St,member,118
20,Field Blvd & South Water St,member,118
8,Honore St & Division St,member,118
15,Broadway & Thorndale Ave,member,118
7,Sheffield Ave & Webster Ave,member,118
10,Orleans St & Merchandise Mart Plaza,member,118
16,State St & Harrison St,member,118
9,Sheffield Ave & Wrightwood Ave,member,118
22,Pine Grove Ave & Waveland Ave,member,117
10,Sheffield Ave & Kingsbury St,member,117
14,Damen Ave & Chicago Ave,member,117
8,Wells St & Institute Pl,member,117
17,Wells St & Institute Pl,member,117
11,Sheffield Ave & Wrightwood Ave,member,117
8,Clark St & Lunt Ave,member,117
13,Broadway & Berwyn Ave,member,117
13,Wabash Ave & Wacker Pl,member,117
14,Southport Ave & Waveland Ave,member,117
15,Halsted St & Dickens Ave,member,117
9,N Green St & W Lake St,member,117
11,Wilton Ave & Belmont Ave,member,117
17,Calumet Ave & 21st St,member,117
19,Halsted St & Dickens Ave,member,117
14,Lincoln Ave & Fullerton Ave,member,117
9,May St & Taylor St,member,117
21,Southport Ave & Wellington Ave,member,117
13,Damen Ave & Thomas St (Augusta Blvd),member,116
13,LaSalle Dr & Huron St,member,116
12,DuSable Lake Shore Dr & Belmont Ave,member,116
8,Michigan Ave & Madison St,member,116
17,Ashland Ave & Wrightwood Ave,member,116
17,Western Ave & Winnebago Ave,member,116
20,Desplaines St & Kinzie St,member,116
11,Wabash Ave & Roosevelt Rd,member,116
18,Calumet Ave & 18th St,member,116
20,Morgan St & Polk St,member,116
14,Daley Center Plaza,member,116
5,Rush St & Superior St,member,116
13,Dearborn St & Erie St,member,116
18,Larrabee St & Armitage Ave,member,116
11,Honore St & Division St,member,116
12,Damen Ave & Chicago Ave,member,116
15,Carpenter St & Huron St,member,116
16,Michigan Ave & Oak St,member,116
13,Daley Center Plaza,member,116
20,Mies van der Rohe Way & Chestnut St,member,116
12,Wabash Ave & Wacker Pl,member,116
14,Lake Park Ave & 56th St,member,116
11,Franklin St & Jackson Blvd,member,116
12,DuSable Lake Shore Dr & Wellington Ave,member,116
8,Wells St & Walton St,member,116
19,Shore Dr & 55th St,member,116
12,Lincoln Park Conservatory,member,116
18,Wood St & Milwaukee Ave,member,115
6,Broadway & Sheridan Rd,member,115
18,Sheridan Rd & Irving Park Rd,member,115
22,Peoria St & Jackson Blvd,member,115
16,Lincoln Ave & Belle Plaine Ave,member,115
11,Dearborn St & Monroe St,member,115
10,State St & 35th St,member,115
15,900 W Harrison St,member,115
17,Sheridan Rd & Irving Park Rd,member,115
12,Wabash Ave & 9th St,member,115
13,DuSable Lake Shore Dr & Wellington Ave,member,115
20,Fairbanks Ct & Grand Ave,member,115
13,Lincoln Ave & Fullerton Ave,member,115
14,Racine Ave & Belmont Ave,member,115
15,Morgan Ave & 14th Pl,member,115
20,Broadway & Thorndale Ave,member,115
14,Franklin St & Lake St,member,115
8,Cityfront Plaza Dr & Pioneer Ct,member,115
1,Streeter Dr & Grand Ave,member,115
23,Theater on the Lake,member,115
10,Broadway & Barry Ave,member,114
21,Sheffield Ave & Webster Ave,member,114
14,St. Clair St & Erie St,member,114
15,Damen Ave & Division St,member,114
17,Benson Ave & Church St,member,114
18,Ellis Ave & 53rd St,member,114
21,Mies van der Rohe Way & Chestnut St,member,114
22,Kingsbury St & Erie St,member,114
14,Field Blvd & South Water St,member,114
18,Halsted St & Roscoe St,member,114
19,Sedgwick St & Webster Ave,member,114
20,Calumet Ave & 33rd St,member,114
17,Financial Pl & Ida B Wells Dr,member,114
11,Canal St & Adams St,member,114
16,Larrabee St & Menomonee St,member,114
16,Clark St & Randolph St,member,114
19,Ogden Ave & Race Ave,member,114
8,Western Ave & Winnebago Ave,member,114
19,Pine Grove Ave & Irving Park Rd,member,114
22,California Ave & Milwaukee Ave,member,114
9,Ada St & Washington Blvd,member,114
7,Shedd Aquarium,member,114
11,Federal St & Polk St,member,114
10,Franklin St & Lake St,member,114
21,Clark St & Winnemac Ave,member,114
15,Racine Ave & Wrightwood Ave,member,114
14,Milwaukee Ave & Grand Ave,member,114
20,Shedd Aquarium,member,114
20,Broadway & Berwyn Ave,member,113
16,Desplaines St & Randolph St,member,113
10,Sheffield Ave & Webster Ave,member,113
12,Wells St & Elm St,member,113
11,Lake Park Ave & 56th St,member,113
16,Artesian Ave & Hubbard St,member,113
15,McClurg Ct & Ohio St,member,113
10,Wabash Ave & 9th St,member,113
15,Michigan Ave & Oak St,member,113
7,Dearborn Pkwy & Delaware Pl,member,113
17,Throop St & Taylor St,member,113
6,Ashland Ave & Division St,member,113
20,Sheridan Rd & Irving Park Rd,member,113
13,Franklin St & Illinois St,member,113
20,Sheridan Rd & Montrose Ave,member,113
11,Franklin St & Lake St,member,113
12,900 W Harrison St,member,113
16,Sheridan Rd & Irving Park Rd,member,113
12,Aberdeen St & Randolph St,member,113
14,Lincoln Park Conservatory,member,113
10,Shedd Aquarium,member,113
13,MLK Jr Dr & 29th St,member,113
15,State St & Randolph St,member,112
22,State St & 33rd St,member,112
10,St. Clair St & Erie St,member,112
6,Clinton St & Lake St,member,112
8,Desplaines St & Kinzie St,member,112
7,Sedgwick St & Huron St,member,112
21,Clark St & Lincoln Ave,member,112
15,Ritchie Ct & Banks St,member,112
18,Clybourn Ave & Division St,member,112
19,California Ave & Division St,member,112
9,Dearborn St & Erie St,member,112
14,Wabash Ave & 16th St,member,112
12,St. Clair St & Erie St,member,112
9,Milwaukee Ave & Grand Ave,member,112
16,Ashland Ave & Wrightwood Ave,member,112
17,Eckhart Park,member,112
9,N Carpenter St & W Lake St,member,112
12,Southport Ave & Clybourn Ave,member,112
10,California Ave & Milwaukee Ave,member,112
10,Clarendon Ave & Gordon Ter,member,112
11,Wabash Ave & Wacker Pl,member,112
11,Ellis Ave & 58th St,member,112
8,Larrabee St & Webster Ave,member,112
21,Federal St & Polk St,member,112
13,Clark St & Montrose Ave,member,112
8,Federal St & Polk St,member,112
21,California Ave & Milwaukee Ave,member,112
9,Shedd Aquarium,member,112
12,Broadway & Berwyn Ave,member,112
23,Broadway & Cornelia Ave,member,112
16,Wood St & Milwaukee Ave,member,111
12,Orleans St & Merchandise Mart Plaza,member,111
14,DuSable Lake Shore Dr & Belmont Ave,member,111
21,Wabash Ave & Roosevelt Rd,member,111
9,Michigan Ave & Jackson Blvd,member,111
20,Southport Ave & Clybourn Ave,member,111
10,Sheffield Ave & Wellington Ave,member,111
18,Clinton St & Roosevelt Rd,member,111
22,Wabash Ave & Grand Ave,member,111
12,Canal St & Jackson Blvd,member,111
15,Ogden Ave & Race Ave,member,111
14,LaSalle Dr & Huron St,member,111
12,Southport Ave & Waveland Ave,member,111
20,Ashland Ave & Grace St,member,111
16,Southport Ave & Irving Park Rd,member,111
7,Clark St & Chicago Ave,member,111
14,Broadway & Thorndale Ave,member,111
16,Lakeview Ave & Fullerton Pkwy,member,111
9,Lincoln Ave & Diversey Pkwy,member,111
20,Franklin St & Illinois St,member,111
8,Clark St & Lincoln Ave,member,111
20,Larrabee St & Webster Ave,member,111
13,Lincoln Park Conservatory,member,111
15,Sedgwick St & Webster Ave,member,111
15,Wabash Ave & Wacker Pl,member,110
16,Sedgwick St & Huron St,member,110
13,Clark St & Drummond Pl,member,110
15,Clinton St & Roosevelt Rd,member,110
22,Rhodes Ave & 32nd St,member,110
17,Racine Ave & 18th St,member,110
17,Broadway & Wilson Ave,member,110
13,Ashland Ave & Grace St,member,110
16,Clarendon Ave & Junior Ter,member,110
13,Desplaines St & Kinzie St,member,110
18,Albany Ave & Bloomingdale Ave,member,110
11,Franklin St & Illinois St,member,110
14,Clark St & Drummond Pl,member,110
14,Western Ave & Leland Ave,member,110
13,Ravenswood Ave & Lawrence Ave,member,110
13,McClurg Ct & Erie St,member,110
17,Larrabee St & Oak St,member,110
9,Mies van der Rohe Way & Chicago Ave,member,110
17,Clark St & 9th St (AMLI),member,110
12,Wells St & Polk St,member,110
7,Wells St & Evergreen Ave,member,110
10,LaSalle Dr & Huron St,member,110
21,Larrabee St & Webster Ave,member,110
12,Aberdeen St & Monroe St,member,109
18,Orleans St & Merchandise Mart Plaza,member,109
18,Wolcott Ave & Polk St,member,109
10,Wolcott Ave & Polk St,member,109
15,Ashland Ave & Grace St,member,109
16,St. Clair St & Erie St,member,109
18,Lakeview Ave & Fullerton Pkwy,member,109
12,Michigan Ave & Oak St,member,109
14,Canal St & Monroe St,member,109
16,Wells St & Walton St,member,109
15,Dearborn St & Monroe St,member,109
18,Clark St & Armitage Ave,member,109
11,Clinton St & Washington Blvd,member,109
20,Wabash Ave & Roosevelt Rd,member,109
10,Clark St & Schiller St,member,109
17,Clifton Ave & Armitage Ave,member,109
18,Delano Ct & Roosevelt Rd,member,109
20,Rush St & Cedar St,member,109
18,Michigan Ave & 8th St,member,109
14,Clark St & Chicago Ave,member,109
8,Sedgwick St & North Ave,member,108
8,Sheffield Ave & Webster Ave,member,108
14,Clark St & Leland Ave,member,108
19,Michigan Ave & 14th St,member,108
7,Southport Ave & Wellington Ave,member,108
14,Clinton St & Roosevelt Rd,member,108
17,Racine Ave & Randolph St,member,108
11,Orleans St & Merchandise Mart Plaza,member,108
9,LaSalle Dr & Huron St,member,108
15,Wolcott Ave & Polk St,member,108
12,Wabash Ave & 16th St,member,108
14,MLK Jr Dr & 29th St,member,108
11,Southport Ave & Clybourn Ave,member,108
21,DuSable Lake Shore Dr & Diversey Pkwy,member,108
12,Wood St & Chicago Ave,member,108
18,Hermitage Ave & Polk St,member,108
14,Loomis St & Jackson Blvd,member,108
11,Larrabee St & Division St,member,108
13,Wells St & Elm St,member,108
8,Halsted St & Roosevelt Rd,member,108
10,Sheridan Rd & Irving Park Rd,member,108
8,DuSable Lake Shore Dr & Diversey Pkwy,member,108
15,Orleans St & Merchandise Mart Plaza,member,108
17,Southport Ave & Wrightwood Ave,member,108
14,Southport Ave & Belmont Ave,member,108
12,Clark St & Chicago Ave,member,108
16,Burling St & Diversey Pkwy,member,107
18,State St & Randolph St,member,107
13,DuSable Lake Shore Dr & Belmont Ave,member,107
21,Bissell St & Armitage Ave*,member,107
20,Racine Ave & Fullerton Ave,member,107
7,Western Ave & Winnebago Ave,member,107
20,Racine Ave & Belmont Ave,member,107
9,Franklin St & Chicago Ave,member,107
8,Western Ave & Leland Ave,member,107
18,Wabash Ave & Wacker Pl,member,107
17,Fairbanks St & Superior St,member,107
10,Wabash Ave & Roosevelt Rd,member,107
14,Shore Dr & 55th St,member,107
15,Damen Ave & Thomas St (Augusta Blvd),member,107
20,Dearborn Pkwy & Delaware Pl,member,107
21,Damen Ave & Pierce Ave,member,107
8,Sheridan Rd & Noyes St (NU),member,107
15,Blue Island Ave & 18th St,member,107
23,Ashland Ave & Division St,member,106
14,Marine Dr & Ainslie St,member,106
15,DuSable Lake Shore Dr & Belmont Ave,member,106
17,Stetson Ave & South Water St,member,106
7,Orleans St & Chestnut St (NEXT Apts),member,106
6,Pine Grove Ave & Waveland Ave,member,106
15,Sheridan Rd & Irving Park Rd,member,106
9,Clark St & Lincoln Ave,member,106
20,Rush St & Superior St,member,106
8,Aberdeen St & Monroe St,member,106
20,Clark St & Grace St,member,106
19,Southport Ave & Waveland Ave,member,106
8,Blackstone Ave & Hyde Park Blvd,member,106
14,Morgan Ave & 14th Pl,member,106
18,Clark St & 9th St (AMLI),member,106
17,Damen Ave & Sunnyside Ave,member,106
9,Larrabee St & Division St,member,106
10,Canal St & Monroe St,member,106
22,Wells St & Polk St,member,106
11,Larrabee St & Webster Ave,member,106
13,Wood St & Chicago Ave,member,106
17,Ashland Ave & Lake St,member,106
21,Broadway & Berwyn Ave,member,106
13,Sheffield Ave & Wellington Ave,member,106
22,Southport Ave & Wellington Ave,member,106
12,Seeley Ave & Roscoe St,member,105
15,Artesian Ave & Hubbard St,member,105
9,Sheridan Rd & Irving Park Rd,member,105
17,Michigan Ave & Oak St,member,105
18,Paulina St & Montrose Ave,member,105
14,Franklin St & Illinois St,member,105
17,Western Ave & Roscoe St,member,105
6,Michigan Ave & Washington St,member,105
16,Orleans St & Hubbard St,member,105
7,Racine Ave & Randolph St,member,105
8,Clark St & Chicago Ave,member,105
20,Dearborn St & Erie St,member,105
18,Clark St & North Ave,member,105
14,Blue Island Ave & 18th St,member,105
12,Field Blvd & South Water St,member,105
9,Broadway & Waveland Ave,member,105
17,Greenview Ave & Jarvis Ave,member,105
18,Franklin St & Lake St,member,105
16,Damen Ave & Cortland St,member,105
20,Sheridan Rd & Buena Ave,member,105
13,Emerald Ave & 31st St,member,105
19,Aberdeen St & Randolph St,member,105
7,Clark St & Schiller St,member,104
9,Hermitage Ave & Polk St,member,104
13,Clark St & Leland Ave,member,104
20,Franklin St & Jackson Blvd,member,104
13,Sedgwick St & Huron St,member,104
13,Racine Ave & Belmont Ave,member,104
14,McClurg Ct & Ohio St,member,104
10,Lincoln Ave & Diversey Pkwy,member,104
15,Green St & Randolph St*,member,104
19,Woodlawn Ave & 55th St,member,104
19,Wilton Ave & Diversey Pkwy,member,104
6,McClurg Ct & Erie St,member,104
20,Greenview Ave & Fullerton Ave,member,104
8,Bissell St & Armitage Ave*,member,104
18,Lincoln Ave & Roscoe St*,member,104
20,State St & Kinzie St,member,104
6,Wells St & Institute Pl,member,104
15,Milwaukee Ave & Grand Ave,member,104
11,Canal St & Jackson Blvd,member,104
10,Canal St & Jackson Blvd,member,104
17,Marine Dr & Ainslie St,member,104
22,Racine Ave & Fullerton Ave,member,104
7,Halsted St & Roosevelt Rd,member,104
11,900 W Harrison St,member,104
10,Clark St & Chicago Ave,member,104
22,Wabash Ave & 9th St,member,104
21,Wells St & Huron St,member,104
21,Michigan Ave & Lake St,member,104
14,Clark St & Montrose Ave,member,104
18,Cityfront Plaza Dr & Pioneer Ct,member,104
13,Cityfront Plaza Dr & Pioneer Ct,member,104
19,Damen Ave & Cortland St,member,104
17,Clark St & Bryn Mawr Ave,member,104
12,LaSalle Dr & Huron St,member,104
18,Indiana Ave & 31st St,member,104
19,Lincoln Park Conservatory,member,104
21,Shedd Aquarium,member,104
7,Orleans St & Merchandise Mart Plaza,member,103
9,Elizabeth St & Fulton St,member,103
11,Bissell St & Armitage Ave*,member,103
19,Seeley Ave & Roscoe St,member,103
22,Lincoln Ave & Diversey Pkwy,member,103
15,Woodlawn Ave & 55th St,member,103
19,Clybourn Ave & Division St,member,103
19,Lincoln Ave & Belmont Ave (Temp),member,103
12,Broadway & Belmont Ave,member,103
18,Southport Ave & Wrightwood Ave,member,103
10,New St & Illinois St,member,103
13,Wolcott Ave & Polk St,member,103
9,State St & 35th St,member,103
18,Halsted St & Roosevelt Rd,member,103
14,900 W Harrison St,member,103
7,Sheffield Ave & Kingsbury St,member,103
18,Green St & Washington Blvd,member,103
14,Broadway & Belmont Ave,member,103
9,Dayton St & North Ave,member,103
19,Clinton St & Washington Blvd,member,103
17,Clark St & Wellington Ave,member,103
14,Sheridan Rd & Buena Ave,member,103
13,Clinton St & Roosevelt Rd,member,103
13,Shore Dr & 55th St,member,103
20,Lincoln Ave & Fullerton Ave,member,103
6,Green St & Madison St,member,103
8,Lincoln Ave & Diversey Pkwy,member,103
14,Ellis Ave & 58th St,member,103
15,McClurg Ct & Erie St,member,103
20,Damen Ave & Thomas St (Augusta Blvd),member,103
22,Clinton St & Madison St,member,102
9,Bissell St & Armitage Ave*,member,102
7,State St & 35th St,member,102
11,Clark St & Leland Ave,member,102
12,Clark St & Leland Ave,member,102
19,Halsted St & Wrightwood Ave,member,102
14,Desplaines St & Kinzie St,member,102
9,Desplaines St & Jackson Blvd,member,102
11,Aberdeen St & Jackson Blvd,member,102
22,Clark St & Schiller St,member,102
17,Wentworth Ave & Cermak Rd,member,102
15,State St & Pearson St,member,102
13,Green St & Randolph St*,member,102
21,Larrabee St & Division St,member,102
18,Ashland Ave & Chicago Ave,member,102
16,Woodlawn Ave & 55th St,member,102
9,Michigan Ave & 8th St,member,102
20,Michigan Ave & Lake St,member,102
17,Ashland Ave & 13th St,member,102
19,Wells St & Institute Pl,member,102
16,Sheridan Rd & Lawrence Ave,member,102
14,Dearborn St & Erie St,member,102
21,Kingsbury St & Kinzie St,member,102
11,Damen Ave & Division St,member,102
16,Ravenswood Ave & Lawrence Ave,member,102
7,Clark St & Winnemac Ave,member,102
10,Larrabee St & Division St,member,102
12,Sheffield Ave & Wellington Ave,member,102
13,Broadway & Thorndale Ave,member,102
6,DuSable Lake Shore Dr & North Blvd,member,101
20,Stockton Dr & Wrightwood Ave,member,101
17,Wolcott (Ravenswood) Ave & Montrose Ave,member,101
13,Halsted St & Wrightwood Ave,member,101
9,Racine Ave & Washington Blvd,member,101
11,Woodlawn Ave & 55th St,member,101
12,Clinton St & Roosevelt Rd,member,101
10,Dearborn Pkwy & Delaware Pl,member,101
9,LaSalle St & Adams St,member,101
10,Wells St & Evergreen Ave,member,101
17,Elizabeth St & Fulton St,member,101
7,Halsted St & Willow St,member,101
16,Elston Ave & Cortland St,member,101
16,Southport Ave & Roscoe St,member,101
21,Southport Ave & Belmont Ave,member,101
22,Clarendon Ave & Gordon Ter,member,101
12,Sangamon St & Lake St,member,101
13,State St & Van Buren St,member,101
8,Carpenter St & Huron St,member,101
17,Canal St & Taylor St,member,101
16,Lakefront Trail & Wilson Ave,member,101
23,Pine Grove Ave & Waveland Ave,member,101
13,Carpenter St & Huron St,member,101
15,Racine Ave & Belmont Ave,member,101
18,Lincoln Ave & Sunnyside Ave,member,101
8,Dayton St & North Ave,member,101
11,LaSalle Dr & Huron St,member,101
6,Hermitage Ave & Polk St,member,101
13,State St & Randolph St,member,100
19,Blue Island Ave & 18th St,member,100
21,Clinton St & Lake St,member,100
16,Clark St & 9th St (AMLI),member,100
18,Logan Blvd & Elston Ave,member,100
17,Milwaukee Ave & Wabansia Ave,member,100
23,Clark St & Elm St,member,100
11,Michigan Ave & Oak St,member,100
22,Sheridan Rd & Montrose Ave,member,100
17,Hermitage Ave & Polk St,member,100
12,Elizabeth St & Fulton St,member,100
12,Damen Ave & Division St,member,100
19,Lakeview Ave & Fullerton Pkwy,member,100
13,Woodlawn Ave & 55th St,member,100
12,Michigan Ave & Madison St,member,100
9,Larrabee St & Webster Ave,member,100
12,Wolcott Ave & Polk St,member,100
7,Central Park Ave & Bloomingdale Ave,member,100
22,Sheffield Ave & Wrightwood Ave,member,100
16,Western Ave & Roscoe St,member,100
17,Clarendon Ave & Leland Ave,member,99
19,Sedgwick St & Huron St,member,99
18,Racine Ave & Washington Blvd,member,99
14,Aberdeen St & Randolph St,member,99
9,Desplaines St & Randolph St,member,99
19,Larrabee St & Menomonee St,member,99
15,Dearborn St & Adams St,member,99
18,Wentworth Ave & Cermak Rd,member,99
8,Sheffield Ave & Kingsbury St,member,99
18,Benson Ave & Church St,member,99
6,Wilton Ave & Diversey Pkwy,member,99
21,Calumet Ave & 33rd St,member,99
12,Sedgwick St & Webster Ave,member,99
7,Western Ave & Leland Ave,member,99
21,Fairbanks Ct & Grand Ave,member,99
18,Clark St & Wellington Ave,member,99
14,Damen Ave & Division St,member,99
21,DuSable Lake Shore Dr & Wellington Ave,member,99
17,Lincoln Ave & Sunnyside Ave,member,99
14,Mies van der Rohe Way & Chicago Ave,member,99
17,Damen Ave & Charleston St,member,99
14,Halsted St & Maxwell St,member,98
19,Halsted St & Roscoe St,member,98
16,State St & Van Buren St,member,98
18,Orleans St & Chestnut St (NEXT Apts),member,98
13,McClurg Ct & Ohio St,member,98
12,State St & Randolph St,member,98
9,Michigan Ave & Madison St,member,98
22,Wells St & Hubbard St,member,98
21,Dearborn Pkwy & Delaware Pl,member,98
7,Sedgwick St & North Ave,member,98
14,Wood St & Chicago Ave,member,98
10,Sheffield Ave & Wrightwood Ave,member,98
15,Ellis Ave & 58th St,member,98
9,Indiana Ave & Roosevelt Rd,member,98
18,Milwaukee Ave & Rockwell St,member,98
6,Clark St & Wrightwood Ave,member,98
9,Clarendon Ave & Gordon Ter,member,98
20,Indiana Ave & Roosevelt Rd,member,98
9,Wells St & Evergreen Ave,member,97
14,Sedgwick St & Huron St,member,97
17,Ashland Ave & Grand Ave,member,97
16,Michigan Ave & 18th St,member,97
13,Milwaukee Ave & Grand Ave,member,97
14,Jefferson St & Monroe St,member,97
16,Wolcott (Ravenswood) Ave & Montrose Ave,member,97
20,Southport Ave & Belmont Ave,member,97
22,Canal St & Madison St,member,97
15,Delano Ct & Roosevelt Rd,member,97
12,Greenview Ave & Fullerton Ave,member,97
13,Southport Ave & Clybourn Ave,member,97
12,Racine Ave & Washington Blvd,member,97
14,Sedgwick St & North Ave,member,97
5,Franklin St & Adams St (Temp),member,97
7,Damen Ave & Leland Ave,member,97
9,Fairbanks St & Superior St,member,97
13,Field Blvd & South Water St,member,97
11,Racine Ave & Belmont Ave,member,97
7,Morgan St & Polk St,member,97
19,Damen Ave & Grand Ave,member,97
15,Elizabeth St & Fulton St,member,97
21,Clark St & Montrose Ave,member,97
21,Rush St & Superior St,member,97
10,Franklin St & Adams St (Temp),member,97
17,California Ave & Division St,member,97
14,Halsted St & Wrightwood Ave,member,96
14,Sheffield Ave & Wellington Ave,member,96
15,Clark St & Berwyn Ave,member,96
16,Delano Ct & Roosevelt Rd,member,96
8,Rush St & Cedar St,member,96
11,Ravenswood Ave & Lawrence Ave,member,96
18,Broadway & Wilson Ave,member,96
17,Michigan Ave & Madison St,member,96
16,Mies van der Rohe Way & Chicago Ave,member,96
12,Sedgwick St & Huron St,member,96
6,Aberdeen St & Randolph St,member,96
18,Western Ave & Roscoe St,member,96
18,Ravenswood Ave & Irving Park Rd,member,96
18,Clinton St & Tilden St,member,96
19,Ashland Ave & Blackhawk St,member,96
16,Elizabeth St & Fulton St,member,96
15,Franklin St & Lake St,member,96
17,Dusable Harbor,member,96
15,Clark St & North Ave,member,96
5,Wells St & Concord Ln,member,96
21,Aberdeen St & Jackson Blvd,member,96
7,Clark St & Lincoln Ave,member,96
