hour,start_station_name,member_casual,count_of_users
11,Paulina St & Montrose Ave,casual,23
11,Wood St & Augusta Blvd,casual,23
21,Broadway & Berwyn Ave,casual,23
15,Richmond St & Diversey Ave,casual,23
17,Laflin St & Cullerton St,casual,23
14,Lake Park Ave & 35th St,casual,23
12,Lincoln Ave & Waveland Ave,casual,23
6,Franklin St & Chicago Ave,casual,23
20,McClurg Ct & Erie St,casual,23
16,Wood St & Webster Ave,casual,23
23,Lincoln Ave & Sunnyside Ave,casual,23
7,Halsted St & Willow St,casual,23
0,Green St & Madison St,casual,23
12,Damen Ave & Cullerton St,casual,23
0,Halsted St & Maxwell St,casual,23
22,Lincoln Ave & Diversey Pkwy,casual,23
18,California Ave & Francis Pl,casual,23
1,Clark St & Armitage Ave,casual,23
19,Broadway & Ridge Ave,casual,23
20,Lincoln Ave & Roscoe St*,casual,23
17,Western Ave & Berteau Ave,casual,23
12,Lincoln Ave & Roscoe St*,casual,23
20,Albany Ave & Bloomingdale Ave,casual,23
1,Dearborn St & Erie St,casual,23
16,California Ave & Fletcher St,casual,23
2,Broadway & Sheridan Rd,casual,23
6,Sheffield Ave & Wrightwood Ave,casual,23
10,Burnham Harbor,casual,23
8,Clark St & North Ave,casual,23
14,Clark St & Ida B Wells Dr,casual,23
6,DuSable Lake Shore Dr & Diversey Pkwy,casual,23
3,Damen Ave & Pierce Ave,casual,23
22,Clinton St & Roosevelt Rd,casual,23
9,Racine Ave & Fullerton Ave,casual,23
23,Sedgwick St & Webster Ave,casual,23
22,Sedgwick St & Huron St,casual,23
9,Broadway & Argyle St,casual,23
21,State St & Van Buren St,casual,23
12,Troy St & North Ave,casual,23
9,Clarendon Ave & Gordon Ter,casual,23
19,Wacker Dr & Washington St,casual,23
9,Sheffield Ave & Kingsbury St,casual,23
23,Dearborn Pkwy & Delaware Pl,casual,23
0,Southport Ave & Belmont Ave,casual,23
12,Buckingham Fountain (Temp),casual,23
1,McClurg Ct & Ohio St,casual,23
10,Milwaukee Ave & Wabansia Ave,casual,23
0,Dusable Harbor,casual,23
21,Milwaukee Ave & Rockwell St,casual,23
10,Clybourn Ave & Division St,casual,23
21,Ogden Ave & Chicago Ave,casual,23
22,Richmond St & Diversey Ave,casual,23
19,Hoyne Ave & Balmoral Ave,casual,23
12,California Ave & Altgeld St,casual,23
1,Sheffield Ave & Waveland Ave,casual,23
11,Orleans St & Chestnut St (NEXT Apts),casual,23
13,Ellis Ave & 53rd St,casual,22
14,Paulina St & Flournoy St,casual,22
8,Lakefront Trail & Bryn Mawr Ave,casual,22
16,Leavitt St & Division St,casual,22
15,Winchester Ave & Elston Ave,casual,22
18,May St & Cullerton St,casual,22
17,Central St Metra,casual,22
19,Financial Pl & Ida B Wells Dr,casual,22
23,Dayton St & North Ave,casual,22
20,Greenview Ave & Jarvis Ave,casual,22
21,Morgan St & Polk St,casual,22
11,Walsh Park,casual,22
7,Wabash Ave & Roosevelt Rd,casual,22
6,Clarendon Ave & Gordon Ter,casual,22
12,W Armitage Ave & N Sheffield Ave,casual,22
7,Sheffield Ave & Kingsbury St,casual,22
21,Clark St & Leland Ave,casual,22
22,Sheridan Rd & Noyes St (NU),casual,22
8,Wood St & Augusta Blvd,casual,22
10,Lake Park Ave & 53rd St,casual,22
20,N Green St & W Lake St,casual,22
7,Wacker Dr & Washington St,casual,22
8,Calumet Ave & 18th St,casual,22
21,Jefferson St & Monroe St,casual,22
11,Leavitt St & North Ave,casual,22
4,Wabash Ave & Roosevelt Rd,casual,22
22,Ashland Ave & Grace St,casual,22
14,Talman Ave & Addison St,casual,22
16,Hermitage Ave & Polk St,casual,22
23,Lakeview Ave & Fullerton Pkwy,casual,22
22,Greenview Ave & Diversey Pkwy,casual,22
10,Ashland Ave & Wellington Ave,casual,22
13,Ashland Ave & Grand Ave,casual,22
19,Larrabee St & Oak St,casual,22
11,Ellis Ave & 53rd St,casual,22
11,Ashland Ave & Augusta Blvd,casual,22
9,Sedgwick St & North Ave,casual,22
8,Western Ave & Walton St,casual,22
11,Kosciuszko Park,casual,22
12,Sheridan Rd & Loyola Ave,casual,22
8,Sheridan Rd & Argyle St,casual,22
21,California Ave & Cortez St,casual,22
11,Ashland Ave & Grace St,casual,22
11,Damen Ave & Division St,casual,22
19,Sangamon St & Washington Blvd,casual,22
7,Broadway & Thorndale Ave,casual,22
15,Hermitage Ave & Polk St,casual,22
23,Orleans St & Merchandise Mart Plaza,casual,22
11,Larrabee St & Menomonee St,casual,22
10,Damen Ave & Chicago Ave,casual,22
23,Bissell St & Armitage Ave*,casual,22
22,Damen Ave & Thomas St (Augusta Blvd),casual,22
20,Sedgwick St & North Ave,casual,22
10,Hampden Ct & Diversey Ave,casual,22
11,Troy St & North Ave,casual,22
23,Western Ave & Division St,casual,22
22,Ogden Ave & Race Ave,casual,22
1,Western Ave & Winnebago Ave,casual,22
10,Clarendon Ave & Leland Ave,casual,22
20,Rush St & Hubbard St,casual,22
13,Delano Ct & Roosevelt Rd,casual,22
12,Ada St & Washington Blvd,casual,22
1,Seeley Ave & Roscoe St,casual,22
6,Clinton St & Tilden St,casual,22
8,Wabash Ave & Adams St,casual,22
14,Loomis St & Jackson Blvd,casual,22
17,Troy St & North Ave,casual,22
10,Halsted St & 18th St,casual,22
8,N Green St & W Lake St,casual,22
13,Clark St & Lunt Ave,casual,22
23,Burling St & Diversey Pkwy,casual,22
19,Halsted St & 21st St,casual,22
22,Halsted St & Fulton St,casual,22
8,Paulina Ave & North Ave,casual,22
15,Rockwell St & Eastwood Ave,casual,22
9,Green St & Washington Blvd,casual,22
22,N Green St & W Lake St,casual,22
19,Spaulding Ave & Armitage Ave,casual,22
23,Michigan Ave & Jackson Blvd,casual,22
17,Elston Ave & George St,casual,22
10,Racine Ave & 18th St,casual,22
22,Sangamon St & Washington Blvd,casual,22
10,Leavitt St & Belmont Ave,casual,22
23,Halsted St & Fulton St,casual,22
7,Damen Ave & Grand Ave,casual,22
7,Ashland Ave & Blackhawk St,casual,22
7,Sheffield Ave & Willow St,casual,22
22,Dearborn St & Van Buren St,casual,22
21,Delano Ct & Roosevelt Rd,casual,22
13,Sheridan Rd & Loyola Ave,casual,22
12,Damen Ave & Sunnyside Ave,casual,22
14,Cornell Ave & Hyde Park Blvd,casual,22
12,Leavitt St & Division St,casual,22
7,Sheffield Ave & Wellington Ave,casual,22
14,Central St Metra,casual,22
14,Blackstone Ave & Hyde Park Blvd,casual,22
0,Peoria St & Jackson Blvd,casual,22
17,Racine Ave & Randolph St,casual,22
10,Elizabeth St & Randolph St,casual,22
23,Lincoln Ave & Diversey Pkwy,casual,22
23,Larrabee St & Kingsbury St,casual,22
13,Kedzie Ave & Palmer Ct,casual,22
15,Throop St & Taylor St,casual,22
9,Chicago Ave & Sheridan Rd,casual,22
22,Wentworth Ave & Cermak Rd,casual,22
12,Calumet Ave & 21st St,casual,22
1,Wells St & Hubbard St,casual,22
9,Wabash Ave & 16th St,casual,22
9,Rush St & Cedar St,casual,22
14,Rockwell St & Fletcher St,casual,22
0,Southport Ave & Roscoe St,casual,22
22,McClurg Ct & Erie St,casual,22
22,Clark St & Chicago Ave,casual,22
17,California Ave & Fletcher St,casual,22
20,Greenview Ave & Diversey Pkwy,casual,22
23,DuSable Lake Shore Dr & Wellington Ave,casual,22
0,Sheridan Rd & Montrose Ave,casual,22
16,California Ave & Lake St,casual,22
7,Lincoln Park Conservatory,casual,22
16,Calumet Ave & 21st St,casual,22
14,Milwaukee Ave & Fullerton Ave,casual,22
10,Damen Ave & Sunnyside Ave,casual,22
0,Milwaukee Ave & Wabansia Ave,casual,22
15,Stave St & Armitage Ave,casual,22
6,Fairbanks Ct & Grand Ave,casual,22
15,Narragansett & Wrightwood,casual,22
21,Carpenter St & Huron St,casual,22
21,Orleans St & Elm St,casual,22
20,Southport Ave & Clybourn Ave,casual,22
6,Clark St & Newport St,casual,22
14,Orleans St & Elm St,casual,22
16,Buckingham Fountain (Temp),casual,22
15,Campbell Ave & Augusta Blvd,casual,22
20,Broadway & Granville Ave,casual,22
18,Clark St & Elmdale Ave,casual,22
22,Aberdeen St & Jackson Blvd,casual,22
16,Damen Ave & Wabansia Ave,casual,22
10,Halsted St & Fulton St,casual,22
15,Ashland Ave & Grand Ave,casual,22
17,Halsted St & 21st St,casual,22
22,Dearborn St & Monroe St,casual,22
18,Rockwell St & Eastwood Ave,casual,22
23,Clinton St & Washington Blvd,casual,22
14,Winthrop Ave & Lawrence Ave,casual,22
15,Halsted St & 18th St,casual,22
20,Lincoln Ave & Waveland Ave,casual,22
1,Theater on the Lake,casual,22
21,Woodlawn Ave & 55th St,casual,22
21,Clarendon Ave & Junior Ter,casual,22
7,Ashland Ave & Lake St,casual,22
20,Canal St & Jackson Blvd,casual,22
16,Wells St & Institute Pl,casual,22
7,Clark St & North Ave,casual,22
7,Artesian Ave & Hubbard St,casual,22
6,Larrabee St & Webster Ave,casual,22
12,N Sheffield Ave & W Wellington Ave,casual,22
22,Paulina Ave & North Ave,casual,22
18,Wood St & Taylor St (Temp),casual,22
18,LaSalle St & Adams St,casual,21
12,Larrabee St & North Ave,casual,21
8,Cornell Ave & Hyde Park Blvd,casual,21
8,Damen Ave & Clybourn Ave,casual,21
18,Clark St & Schreiber Ave,casual,21
13,Blackstone Ave & Hyde Park Blvd,casual,21
18,Keystone Ave & Fullerton Ave,casual,21
20,California Ave & North Ave,casual,21
7,Leavitt St & Division St,casual,21
7,Clybourn Ave & Division St,casual,21
22,Ashland Ave & Wellington Ave,casual,21
6,Troy St & North Ave,casual,21
8,Clark St & Randolph St,casual,21
13,Greenview Ave & Jarvis Ave,casual,21
17,California Ave & Lake St,casual,21
18,Loomis St & Jackson Blvd,casual,21
12,Morgan St & 18th St,casual,21
19,N Green St & W Lake St,casual,21
6,Green St & Madison St,casual,21
23,900 W Harrison St,casual,21
8,Broadway & Wilson Ave,casual,21
6,Southport Ave & Wrightwood Ave,casual,21
21,Narragansett & Wrightwood,casual,21
9,Clark St & 9th St (AMLI),casual,21
9,Ada St & Washington Blvd,casual,21
6,Racine Ave & Wrightwood Ave,casual,21
10,Ashland Ave & Lake St,casual,21
10,Wells St & Walton St,casual,21
16,Claremont Ave & Hirsch St,casual,21
6,Sheridan Rd & Irving Park Rd,casual,21
13,Prairie Ave & 43rd St,casual,21
10,Albany Ave & Bloomingdale Ave,casual,21
20,Elston Ave & Henderson St,casual,21
18,Elizabeth St & Fulton St,casual,21
16,Drake Ave & Addison St,casual,21
14,Damen Ave & Charleston St,casual,21
20,Elizabeth St & Fulton St,casual,21
18,Wood St & Webster Ave,casual,21
9,Kedzie Ave & Milwaukee Ave,casual,21
16,Albany Ave & Bloomingdale Ave,casual,21
19,Clark St & Elmdale Ave,casual,21
11,May St & Taylor St,casual,21
10,LaSalle St & Washington St,casual,21
12,Dearborn St & Van Buren St,casual,21
8,Wells St & Institute Pl,casual,21
22,Greenview Ave & Jarvis Ave,casual,21
20,Western Ave & Division St,casual,21
23,Clark St & Lake St,casual,21
21,Franklin St & Chicago Ave,casual,21
23,Southport Ave & Irving Park Rd,casual,21
13,Sheridan Rd & Columbia Ave,casual,21
14,Clybourn Ave & Division St,casual,21
11,Logan Blvd & Elston Ave,casual,21
11,Leavitt St & Chicago Ave,casual,21
2,Sheridan Rd & Irving Park Rd,casual,21
10,Clark St & Ida B Wells Dr,casual,21
8,Ashland Ave & Blackhawk St,casual,21
0,Ashland Ave & Wellington Ave,casual,21
17,Racine Ave & 15th St,casual,21
13,Lake Park Ave & 53rd St,casual,21
23,Milwaukee Ave & Fullerton Ave,casual,21
12,Campbell Ave & North Ave,casual,21
16,Dodge Ave & Church St,casual,21
13,Orleans St & Elm St,casual,21
20,Racine Ave & Congress Pkwy,casual,21
21,Larrabee St & Division St,casual,21
13,Elizabeth St & Randolph St,casual,21
13,Glenwood Ave & Morse Ave,casual,21
23,Clark St & Bryn Mawr Ave,casual,21
21,Aberdeen St & Randolph St,casual,21
6,Larrabee St & North Ave,casual,21
20,Throop St & Taylor St,casual,21
7,Damen Ave & Leland Ave,casual,21
13,California Ave & Montrose Ave,casual,21
8,MLK Jr Dr & 29th St,casual,21
16,Knox Ave & Montrose Ave,casual,21
19,Elizabeth St & Randolph St,casual,21
12,Lincoln Ave & Belmont Ave (Temp),casual,21
6,St. Clair St & Erie St,casual,21
0,Paulina Ave & North Ave,casual,21
17,Kedzie Ave & 110th St,casual,21
9,Damen Ave & Chicago Ave,casual,21
9,Cornell Ave & Hyde Park Blvd,casual,21
7,California Ave & Milwaukee Ave,casual,21
16,Orleans St & Elm St,casual,21
11,Kedzie Ave & Palmer Ct,casual,21
21,Rush St & Hubbard St,casual,21
15,MTV Hubbard St,casual,21
23,Clark St & Chicago Ave,casual,21
11,Wilton Ave & Diversey Pkwy*,casual,21
17,Leavitt St & Lawrence Ave,casual,21
10,Desplaines St & Jackson Blvd,casual,21
14,Larrabee St & Menomonee St,casual,21
19,Troy St & North Ave,casual,21
21,McCormick Place,casual,21
19,Leavitt St & Belmont Ave,casual,21
19,Lake Park Ave & 35th St,casual,21
9,Ashland Ave & Lake St,casual,21
12,Racine Ave & Randolph St,casual,21
15,Kimball Ave & Belmont Ave,casual,21
22,Morgan St & Polk St,casual,21
15,Clark St & 9th St (AMLI),casual,21
18,Francisco Ave & Montrose Ave,casual,21
15,Campbell Ave & Montrose Ave,casual,21
15,California Ave & Montrose Ave,casual,21
20,Carpenter St & Huron St,casual,21
0,Milwaukee Ave & Rockwell St,casual,21
19,Ashland Ave & Grand Ave,casual,21
21,Winthrop Ave & Lawrence Ave,casual,21
3,Broadway & Waveland Ave,casual,21
21,Canal St & Taylor St,casual,21
1,Racine Ave & Fullerton Ave,casual,21
1,Wells St & Huron St,casual,21
17,Paulina St & Howard St,casual,21
15,W Armitage Ave & N Sheffield Ave,casual,21
10,Sangamon St & Lake St,casual,21
17,Morgan Ave & 14th Pl,casual,21
13,Lake Park Ave & 35th St,casual,21
9,Wacker Dr & Washington St,casual,21
12,Sedgwick St & Schiller St,casual,21
2,Clark St & Wrightwood Ave,casual,21
16,Avers Ave & Belmont Ave,casual,21
13,Artesian Ave & Hubbard St,casual,21
20,Ada St & Washington Blvd,casual,21
0,Columbus Dr & Randolph St,casual,21
16,Damen Ave & Foster Ave,casual,21
20,California Ave & Montrose Ave,casual,21
12,Damen Ave & Melrose Ave,casual,21
9,Blackstone Ave & Hyde Park Blvd,casual,21
21,Field Blvd & South Water St,casual,21
22,Elston Ave & Wabansia Ave,casual,21
21,Clark St & 9th St (AMLI),casual,21
10,Wentworth Ave & Cermak Rd,casual,21
14,California Ave & Altgeld St,casual,21
8,Kedzie Ave & Palmer Ct,casual,21
7,Mies van der Rohe Way & Chestnut St,casual,21
15,W Oakdale Ave & N Broadway,casual,21
23,Sheridan Rd & Argyle St,casual,21
13,Winchester Ave & Elston Ave,casual,21
17,Buckingham Fountain (Temp),casual,21
8,Halsted St & Fulton St,casual,21
18,Wolcott Ave & Polk St,casual,21
19,Wabash Ave & Cermak Rd,casual,21
18,Western Ave & Roscoe St,casual,21
21,Broadway & Thorndale Ave,casual,21
12,Stave St & Armitage Ave,casual,21
9,Damen Ave & Thomas St (Augusta Blvd),casual,21
13,Lincoln Ave & Roscoe St*,casual,21
0,State St & Van Buren St,casual,21
21,Eckhart Park,casual,21
12,Damen Ave & Charleston St,casual,21
12,Loomis St & Jackson Blvd,casual,21
17,Indiana Ave & 31st St,casual,21
11,Clark St & Bryn Mawr Ave,casual,21
15,Blackstone Ave & Hyde Park Blvd,casual,21
16,Sheridan Rd & Columbia Ave,casual,21
15,Ogden Ave & Congress Pkwy,casual,21
1,Clark St & Wrightwood Ave,casual,21
5,Clark St & Armitage Ave,casual,21
15,Rhodes Ave & 32nd St,casual,21
19,Lincoln Ave & Waveland Ave,casual,21
21,Leavitt St & Addison St,casual,21
22,Clarendon Ave & Junior Ter,casual,21
22,Broadway & Thorndale Ave,casual,21
19,Calumet Ave & 33rd St,casual,21
6,Clark St & Schiller St,casual,21
15,Sedgwick St & Schiller St,casual,21
18,Wells St & 19th St,casual,21
20,Damen Ave & Wellington Ave,casual,21
0,McClurg Ct & Ohio St,casual,21
20,Morgan St & 18th St,casual,21
12,Fort Dearborn Dr & 31st St*,casual,21
16,Green St & Randolph St*,casual,21
0,Wells St & Elm St,casual,20
16,Kedzie Ave & Lake St,casual,20
17,Western Ave & 21st St,casual,20
11,Calumet Ave & 21st St,casual,20
14,Greenview Ave & Jarvis Ave,casual,20
0,Sheridan Rd & Buena Ave,casual,20
7,Sheffield Ave & Wrightwood Ave,casual,20
16,Damen Ave & Madison St,casual,20
6,Lincoln Ave & Belmont Ave (Temp),casual,20
23,Broadway & Wilson Ave,casual,20
15,Racine Ave & Washington Blvd,casual,20
12,Ashland Ave & Augusta Blvd,casual,20
21,Damen Ave & Thomas St (Augusta Blvd),casual,20
18,St. Louis Ave & Fullerton Ave,casual,20
15,May St & Cullerton St,casual,20
15,Kedzie Ave & 48th Pl,casual,20
20,Hoyne Ave & Balmoral Ave,casual,20
10,Seeley Ave & Roscoe St,casual,20
20,Larrabee St & Oak St,casual,20
12,Paulina St & 18th St,casual,20
7,Racine Ave & Fullerton Ave,casual,20
1,Sheridan Rd & Montrose Ave,casual,20
13,Wilton Ave & Diversey Pkwy*,casual,20
16,Southport Ave & Clark St,casual,20
10,Racine Ave & Congress Pkwy,casual,20
6,Wells St & Hubbard St,casual,20
6,LaSalle Dr & Huron St,casual,20
11,Green St & Randolph St*,casual,20
15,Glenwood Ave & Morse Ave,casual,20
7,Western Ave & Lunt Ave,casual,20
7,Michigan Ave & 14th St,casual,20
17,Winchester Ave & Elston Ave,casual,20
21,Ashland Ave & Wellington Ave,casual,20
22,Benson Ave & Church St,casual,20
22,Canal St & Adams St,casual,20
13,Wells St & 19th St,casual,20
10,Clinton St & Roosevelt Rd,casual,20
0,Sangamon St & Lake St,casual,20
11,Leavitt St & Armitage Ave,casual,20
16,Damen Ave & Cullerton St,casual,20
11,Lincoln Ave & Addison St,casual,20
0,LaSalle Dr & Huron St,casual,20
10,Central Park Ave & Bloomingdale Ave,casual,20
6,Pine Grove Ave & Waveland Ave,casual,20
17,Sawyer Ave & Irving Park Rd,casual,20
9,Wells St & Polk St,casual,20
2,Clark St & Newport St,casual,20
22,LaSalle Dr & Huron St,casual,20
12,Clybourn Ave & Division St,casual,20
15,Washtenaw Ave & Lawrence Ave,casual,20
20,Sheffield Ave & Willow St,casual,20
17,California Ave & Byron St,casual,20
13,Harper Ave & 59th St,casual,20
1,Kingsbury St & Erie St,casual,20
20,Eckhart Park,casual,20
8,Clark St & Bryn Mawr Ave,casual,20
10,Cornell Ave & Hyde Park Blvd,casual,20
11,California Ave & North Ave,casual,20
11,Wells St & Institute Pl,casual,20
3,Broadway & Sheridan Rd,casual,20
6,Sheffield Ave & Willow St,casual,20
17,California Ave & Francis Pl (Temp),casual,20
14,Wells St & 19th St,casual,20
9,Orleans St & Chestnut St (NEXT Apts),casual,20
10,Fairbanks St & Superior St,casual,20
14,Clark St & Elmdale Ave,casual,20
20,Loomis St & Jackson Blvd,casual,20
9,Wabash Ave & Adams St,casual,20
21,Sheridan Rd & Argyle St,casual,20
16,Paulina St & Howard St,casual,20
15,Ashland Ave & Belle Plaine Ave,casual,20
2,Western Ave & Winnebago Ave,casual,20
8,Ashland Ave & Wrightwood Ave,casual,20
22,Michigan Ave & Ida B Wells Dr,casual,20
18,Elston Ave & Henderson St,casual,20
23,Southport Ave & Wrightwood Ave,casual,20
20,Larrabee St & North Ave,casual,20
13,Francisco Ave & Montrose Ave,casual,20
22,Stave St & Armitage Ave,casual,20
21,Lincoln Ave & Sunnyside Ave,casual,20
1,Wabash Ave & Roosevelt Rd,casual,20
8,Broadway & Argyle St,casual,20
18,Southport Ave & Clark St,casual,20
19,Morgan St & Polk St,casual,20
12,Larrabee St & Menomonee St,casual,20
14,Calumet Ave & 33rd St,casual,20
13,Rockwell St & Eastwood Ave,casual,20
23,Lincoln Ave & Belle Plaine Ave,casual,20
23,Sheridan Rd & Noyes St (NU),casual,20
17,Cottage Grove Ave & Oakwood Blvd,casual,20
23,LaSalle Dr & Huron St,casual,20
0,Broadway & Wilson Ave,casual,20
12,Orleans St & Chestnut St (NEXT Apts),casual,20
7,Rush St & Cedar St,casual,20
0,Broadway & Sheridan Rd,casual,20
20,Chicago Ave & Washington St,casual,20
21,Milwaukee Ave & Fullerton Ave,casual,20
22,State St & Harrison St,casual,20
0,DuSable Lake Shore Dr & Diversey Pkwy,casual,20
0,California Ave & Cortez St,casual,20
7,Clark St & Chicago Ave,casual,20
16,Clark St & Schreiber Ave,casual,20
7,Campbell Ave & North Ave,casual,20
12,Ashland Ave & Chicago Ave,casual,20
22,Halsted St & Maxwell St,casual,20
23,Sangamon St & Washington Blvd,casual,20
8,Sheridan Rd & Buena Ave,casual,20
7,DuSable Lake Shore Dr & Wellington Ave,casual,20
18,Ashland Ave & Belle Plaine Ave,casual,20
16,Leavitt St & Lawrence Ave,casual,20
15,N Shore Channel Trail & Argyle St,casual,20
18,Greenwood Ave & 47th St,casual,20
14,Richmond St & Diversey Ave,casual,20
0,Woodlawn Ave & 55th St,casual,20
19,Cannon Dr & Fullerton Ave,casual,20
7,McClurg Ct & Erie St,casual,20
7,Chicago Ave & Washington St,casual,20
19,Leavitt St & Addison St,casual,20
20,Franklin St & Lake St,casual,20
17,Emerald Ave & 28th St,casual,20
21,Leavitt St & North Ave,casual,20
23,Damen Ave & Thomas St (Augusta Blvd),casual,20
8,Larrabee St & Menomonee St,casual,20
2,California Ave & Milwaukee Ave,casual,20
0,Leavitt St & Archer Ave,casual,20
23,Campbell Ave & Fullerton Ave,casual,20
16,California Ave & Byron St,casual,20
2,Streeter Dr & Grand Ave,casual,20
10,Damen Ave & Grand Ave,casual,20
22,Bissell St & Armitage Ave*,casual,20
19,Elizabeth St & Fulton St,casual,20
17,Paulina St & Montrose Ave,casual,20
23,Orleans St & Hubbard St,casual,20
22,Larrabee St & Division St,casual,20
9,Clark St & Randolph St,casual,20
20,Franklin St & Monroe St,casual,20
9,Western Ave & Division St,casual,20
21,Mies van der Rohe Way & Chicago Ave,casual,20
8,Dearborn St & Monroe St,casual,20
21,Damen Ave & Melrose Ave,casual,20
9,Bissell St & Armitage Ave*,casual,20
0,DuSable Lake Shore Dr & Belmont Ave,casual,20
