hour,start_station_name,member_casual,count_of_users
17,Sheridan Rd & Argyle St,member,74
16,Artesian Ave & Hubbard St,member,74
20,Larrabee St & Division St,member,74
9,Mies van der Rohe Way & Chestnut St,member,74
22,Franklin St & Jackson Blvd,member,74
19,Larrabee St & Oak St,member,74
10,Canal St & Adams St,member,74
8,Calumet Ave & 18th St,member,74
8,Winthrop Ave & Lawrence Ave,member,74
22,Broadway & Ridge Ave,member,74
11,Kedzie Ave & Milwaukee Ave,member,74
15,Southport Ave & Irving Park Rd,member,74
6,Loomis St & Jackson Blvd,member,74
16,Southport Ave & Clybourn Ave,member,74
13,Lincoln Ave & Sunnyside Ave,member,74
13,Orleans St & Hubbard St,member,74
6,Clark St & Drummond Pl,member,74
11,Broadway & Wilson Ave,member,74
11,Western Ave & Leland Ave,member,74
12,Logan Blvd & Elston Ave,member,74
19,Elston Ave & Cortland St,member,74
17,Sheridan Rd & Lawrence Ave,member,74
0,Halsted St & Willow St,member,74
13,Lincoln Park Conservatory,member,74
15,Marine Dr & Ainslie St,member,74
18,Damen Ave & Grand Ave,member,74
15,Clark St & North Ave,member,74
14,Sheffield Ave & Willow St,member,74
7,Clark St & Newport St,member,74
7,Millennium Park,member,74
22,Larrabee St & Webster Ave,member,74
12,Ogden Ave & Race Ave,member,74
13,Southport Ave & Clybourn Ave,member,74
20,Lakeview Ave & Fullerton Pkwy,member,74
21,Canal St & Taylor St,member,74
11,Hermitage Ave & Polk St,member,74
18,State St & 35th St,member,74
7,Sheffield Ave & Waveland Ave,member,74
9,State St & Kinzie St,member,74
17,Elizabeth St & Randolph St,member,74
21,Halsted St & Dickens Ave,member,74
7,Theater on the Lake,member,74
15,Broadway & Granville Ave,member,73
8,Ashland Ave & Wellington Ave,member,73
20,Cityfront Plaza Dr & Pioneer Ct,member,73
7,Larrabee St & North Ave,member,73
9,Green St & Washington Blvd,member,73
16,Harper Ave & 59th St,member,73
10,Carpenter St & Huron St,member,73
12,Ashland Ave & Grace St,member,73
7,Clark St & Leland Ave,member,73
20,Milwaukee Ave & Grand Ave,member,73
17,Hampden Ct & Diversey Ave,member,73
15,Michigan Ave & Pearson St,member,73
19,Wabash Ave & Wacker Pl,member,73
12,Carpenter St & Huron St,member,73
16,Lakefront Trail & Wilson Ave,member,73
14,Emerald Ave & 31st St,member,73
10,Milwaukee Ave & Grand Ave,member,73
13,Damen Ave & Cortland St,member,73
21,Broadway & Argyle St,member,73
10,Sedgwick St & North Ave,member,73
11,Dayton St & North Ave,member,73
16,Humboldt Blvd & Armitage Ave,member,73
9,Clarendon Ave & Junior Ter,member,73
23,Dearborn St & Erie St,member,73
7,Damen Ave & Cortland St,member,73
9,Halsted St & Maxwell St,member,73
5,Clinton St & Washington Blvd,member,73
10,Wells St & Polk St,member,73
7,LaSalle St & Illinois St,member,73
18,Ashland Ave & Chicago Ave,member,73
11,Paulina St & Flournoy St,member,73
10,Canal St & Monroe St,member,73
13,Sheffield Ave & Willow St,member,73
13,Green St & Washington Blvd,member,73
16,Damen Ave & Leland Ave,member,73
17,Stave St & Armitage Ave,member,73
18,Campbell Ave & North Ave,member,73
21,DuSable Lake Shore Dr & Monroe St,member,73
20,Orleans St & Hubbard St,member,73
7,Morgan St & 18th St,member,73
17,Campbell Ave & North Ave,member,73
18,Ravenswood Ave & Irving Park Rd,member,73
13,Kedzie Ave & Milwaukee Ave,member,73
14,Desplaines St & Randolph St,member,73
20,Ravenswood Ave & Irving Park Rd,member,72
21,Stockton Dr & Wrightwood Ave,member,72
9,Greenview Ave & Fullerton Ave,member,72
14,Canal St & Madison St,member,72
13,Rush St & Hubbard St,member,72
21,Clinton St & Lake St,member,72
21,Clark St & Leland Ave,member,72
15,Talman Ave & Addison St,member,72
14,LaSalle St & Adams St,member,72
23,California Ave & Milwaukee Ave,member,72
12,Shore Dr & 55th St,member,72
20,Franklin St & Lake St,member,72
14,Sheridan Rd & Noyes St (NU),member,72
13,Broadway & Berwyn Ave,member,72
11,Burling St & Diversey Pkwy,member,72
13,Broadway & Thorndale Ave,member,72
14,Broadway & Berwyn Ave,member,72
11,Canal St & Jackson Blvd,member,72
15,LaSalle St & Adams St,member,72
13,Michigan Ave & 18th St,member,72
11,Dearborn St & Adams St,member,72
20,Clinton St & Jackson Blvd,member,72
7,Lincoln Park Conservatory,member,72
18,Michigan Ave & Ida B Wells Dr,member,72
17,Wilton Ave & Diversey Pkwy*,member,72
11,LaSalle Dr & Huron St,member,72
9,Lincoln Ave & Diversey Pkwy,member,72
15,Lincoln Ave & Belle Plaine Ave,member,72
13,Michigan Ave & Jackson Blvd,member,72
13,Wabash Ave & Wacker Pl,member,72
7,Damen Ave & Division St,member,72
16,Shore Dr & 55th St,member,72
12,Lincoln Park Conservatory,member,72
9,Canal St & Taylor St,member,72
16,Sheridan Rd & Argyle St,member,72
21,Kingsbury St & Erie St,member,72
18,Sheridan Rd & Argyle St,member,72
7,Wolcott Ave & Polk St,member,72
11,Clark St & Grace St,member,72
9,Lincoln Park Conservatory,member,72
19,Wood St & Chicago Ave,member,72
12,Sangamon St & Washington Blvd,member,72
19,Seeley Ave & Roscoe St,member,72
21,Sedgwick St & Webster Ave,member,72
20,Shedd Aquarium,member,72
10,DuSable Lake Shore Dr & Monroe St,member,72
20,Kedzie Ave & Milwaukee Ave,member,72
19,Adler Planetarium,member,72
10,Burling St & Diversey Pkwy,member,72
9,Clark St & North Ave,member,72
13,Dusable Harbor,member,72
20,Dusable Harbor,member,72
17,Green St & Randolph St*,member,71
17,Ashland Ave & Augusta Blvd,member,71
13,Cornell Ave & Hyde Park Blvd,member,71
8,Campbell Ave & North Ave,member,71
7,Sangamon St & Washington Blvd,member,71
17,Richmond St & Diversey Ave,member,71
10,Clark St & Berwyn Ave,member,71
14,Broadway & Granville Ave,member,71
10,Racine Ave & Congress Pkwy,member,71
17,Calumet Ave & 35th St,member,71
12,Broadway & Thorndale Ave,member,71
8,Michigan Ave & Jackson Blvd,member,71
6,Wood St & Chicago Ave,member,71
0,Wells St & Concord Ln,member,71
19,Ada St & Washington Blvd,member,71
16,Ashland Ave & Wellington Ave,member,71
13,California Ave & Milwaukee Ave,member,71
11,Canal St & Madison St,member,71
22,May St & Taylor St,member,71
18,Clinton St & 18th St,member,71
11,Orleans St & Hubbard St,member,71
13,Elizabeth St & Fulton St,member,71
17,Albany Ave & Bloomingdale Ave,member,71
6,Broadway & Waveland Ave,member,71
22,Wells St & Hubbard St,member,71
16,Ashland Ave & Blackhawk St,member,71
14,LaSalle Dr & Huron St,member,71
21,Columbus Dr & Randolph St,member,71
13,Michigan Ave & 8th St,member,71
17,Ashland Ave & Chicago Ave,member,71
13,Ashland Ave & Wellington Ave,member,71
10,Blackstone Ave & Hyde Park Blvd,member,71
9,Bissell St & Armitage Ave*,member,71
15,Clark St & Leland Ave,member,71
8,Sheridan Rd & Lawrence Ave,member,71
18,Paulina St & Montrose Ave,member,71
19,Lincoln Ave & Belmont Ave (Temp),member,71
7,Ashland Ave & Lake St,member,71
9,Marine Dr & Ainslie St,member,71
19,Sheridan Rd & Argyle St,member,71
23,Southport Ave & Waveland Ave,member,71
18,Wabash Ave & 16th St,member,71
20,Broadway & Wilson Ave,member,71
7,Michigan Ave & 8th St,member,71
14,Lincoln Ave & Belle Plaine Ave,member,71
20,Southport Ave & Clybourn Ave,member,71
14,Halsted St & Fulton St,member,71
8,Western Ave & Fillmore St,member,70
20,Franklin St & Jackson Blvd,member,70
19,Fort Dearborn Dr & 31st St,member,70
15,Wentworth Ave & Cermak Rd,member,70
9,Clybourn Ave & Division St,member,70
17,Sedgwick St & Schiller St,member,70
19,Clark St & Bryn Mawr Ave,member,70
11,Aberdeen St & Monroe St,member,70
12,Racine Ave & Washington Blvd,member,70
10,Franklin St & Monroe St,member,70
10,Desplaines St & Randolph St,member,70
6,Sheridan Rd & Buena Ave,member,70
12,Walsh Park,member,70
11,Emerald Ave & 31st St,member,70
21,Indiana Ave & Roosevelt Rd,member,70
15,Larrabee St & North Ave,member,70
21,Franklin St & Chicago Ave,member,70
18,Shields Ave & 31st St,member,70
17,Ravenswood Ave & Berteau Ave,member,70
16,Central Park Ave & Bloomingdale Ave,member,70
18,Delano Ct & Roosevelt Rd,member,70
14,Lake Park Ave & 56th St,member,70
9,Wabash Ave & 16th St,member,70
10,Marine Dr & Ainslie St,member,70
6,Damen Ave & Division St,member,70
10,Clarendon Ave & Leland Ave,member,70
8,Leavitt St & Addison St,member,70
6,Wells St & Evergreen Ave,member,70
20,Dearborn St & Monroe St,member,70
7,Lincoln Ave & Belle Plaine Ave,member,70
19,Racine Ave & Congress Pkwy,member,70
16,Western Ave & Division St,member,70
23,Broadway & Sheridan Rd,member,70
18,LaSalle St & Washington St,member,70
13,Canal St & Taylor St,member,70
19,Western Ave & Walton St,member,70
14,Orleans St & Hubbard St,member,70
18,Ashland Ave & Augusta Blvd,member,70
20,Lincoln Ave & Sunnyside Ave,member,70
18,Ravenswood Ave & Berteau Ave,member,70
22,Daley Center Plaza,member,70
18,Glenwood Ave & Morse Ave,member,69
18,Winthrop Ave & Lawrence Ave,member,69
10,State St & 35th St,member,69
22,Halsted St & Willow St,member,69
17,Wolcott (Ravenswood) Ave & Montrose Ave,member,69
16,Wells St & Institute Pl,member,69
12,Emerald Ave & 31st St,member,69
16,Eckhart Park,member,69
9,Larrabee St & North Ave,member,69
16,Michigan Ave & Ida B Wells Dr,member,69
12,Damen Ave & Thomas St (Augusta Blvd),member,69
8,Calumet Ave & 35th St,member,69
17,Drake Ave & Addison St,member,69
8,Ravenswood Ave & Berteau Ave,member,69
18,Indiana Ave & 31st St,member,69
8,Halsted St & North Branch St,member,69
20,State St & Pearson St,member,69
5,Aberdeen St & Monroe St,member,69
8,Clark St & Elmdale Ave,member,69
12,Ellis Ave & 53rd St,member,69
14,Clarendon Ave & Leland Ave,member,69
15,Damen Ave & Thomas St (Augusta Blvd),member,69
13,Michigan Ave & Pearson St,member,69
4,Wells St & Polk St,member,69
8,Canal St & Taylor St,member,69
12,California Ave & Cortez St,member,69
22,Broadway & Cornelia Ave,member,69
8,Broadway & Berwyn Ave,member,69
19,Greenview Ave & Diversey Pkwy,member,69
7,Wilton Ave & Belmont Ave,member,69
18,Clark St & 9th St (AMLI),member,69
21,Broadway & Berwyn Ave,member,69
9,Sheffield Ave & Willow St,member,69
23,Sheffield Ave & Webster Ave,member,69
12,Calumet Ave & 18th St,member,69
17,Wentworth Ave & 33rd St,member,69
14,Field Blvd & South Water St,member,69
20,Sheffield Ave & Willow St,member,69
10,State St & Kinzie St,member,69
14,Burnham Harbor,member,69
21,Michigan Ave & Washington St,member,69
9,Orleans St & Chestnut St (NEXT Apts),member,69
18,Damen Ave & Sunnyside Ave,member,69
15,Cornell Ave & Hyde Park Blvd,member,69
10,Bissell St & Armitage Ave*,member,69
17,Ashland Ave & Grand Ave,member,69
23,Clark St & Grace St,member,69
6,Sheffield Ave & Fullerton Ave,member,69
7,DuSable Lake Shore Dr & Monroe St,member,69
18,Lakefront Trail & Wilson Ave,member,69
9,Racine Ave & Congress Pkwy,member,68
13,Broadway & Granville Ave,member,68
14,Ada St & Washington Blvd,member,68
19,Lincoln Ave & Sunnyside Ave,member,68
15,Logan Blvd & Elston Ave,member,68
20,Sangamon St & Lake St,member,68
21,Pine Grove Ave & Irving Park Rd,member,68
9,Ravenswood Ave & Lawrence Ave,member,68
23,McCormick Place,member,68
7,Broadway & Berwyn Ave,member,68
10,Sheridan Rd & Noyes St (NU),member,68
9,Aberdeen St & Monroe St,member,68
16,Racine Ave & Randolph St,member,68
13,Winthrop Ave & Lawrence Ave,member,68
14,Stave St & Armitage Ave,member,68
6,Rhodes Ave & 32nd St,member,68
22,Kimbark Ave & 53rd St,member,68
11,Desplaines St & Randolph St,member,68
11,Michigan Ave & Madison St,member,68
14,Ashland Ave & Blackhawk St,member,68
14,Ritchie Ct & Banks St,member,68
14,Southport Ave & Belmont Ave,member,68
21,Halsted St & Maxwell St,member,68
11,Clark St & North Ave,member,68
20,Canal St & Monroe St,member,68
14,Clark St & Leland Ave,member,68
17,Harper Ave & 59th St,member,68
14,Michigan Ave & 14th St,member,68
14,Calumet Ave & 18th St,member,68
20,St. Clair St & Erie St,member,68
20,Jefferson St & Monroe St,member,68
19,Sangamon St & Lake St,member,68
13,Harper Ave & 59th St,member,68
13,Southport Ave & Irving Park Rd,member,68
10,Honore St & Division St,member,68
7,California Ave & Altgeld St,member,68
8,Theater on the Lake,member,68
16,Shields Ave & 31st St,member,68
16,Greenview Ave & Diversey Pkwy,member,68
17,Damen Ave & Clybourn Ave,member,68
5,Clark St & Armitage Ave,member,68
16,Damen Ave & Wellington Ave,member,68
12,Halsted St & Fulton St,member,68
8,Delano Ct & Roosevelt Rd,member,68
8,Clark St & Randolph St,member,67
15,Sheridan Rd & Buena Ave,member,67
19,Ashland Ave & Chicago Ave,member,67
7,Lincoln Ave & Waveland Ave,member,67
23,Green St & Madison St,member,67
18,Ellis Ave & 53rd St,member,67
19,Financial Pl & Ida B Wells Dr,member,67
8,Shedd Aquarium,member,67
18,Sheridan Rd & Lawrence Ave,member,67
15,Green St & Washington Blvd,member,67
19,Damen Ave & Wellington Ave,member,67
22,Wabash Ave & Roosevelt Rd,member,67
9,LaSalle St & Jackson Blvd,member,67
21,Mies van der Rohe Way & Chestnut St,member,67
8,Elizabeth St & Fulton St,member,67
8,Fairbanks St & Superior St,member,67
22,Michigan Ave & 14th St,member,67
21,Emerald Ave & 31st St,member,67
11,Broadway & Berwyn Ave,member,67
0,Wells St & Huron St,member,67
9,Albany Ave & Bloomingdale Ave,member,67
6,Campbell Ave & North Ave,member,67
18,Loomis St & Jackson Blvd,member,67
18,Racine Ave & 18th St,member,67
15,Winthrop Ave & Lawrence Ave,member,67
18,Winchester Ave & Elston Ave,member,67
11,California Ave & Milwaukee Ave,member,67
19,Lakefront Trail & Bryn Mawr Ave,member,67
15,Racine Ave & Washington Blvd,member,67
13,Adler Planetarium,member,67
22,Clark St & Berwyn Ave,member,67
11,Damen Ave & Division St,member,67
23,State St & Chicago Ave,member,67
20,McClurg Ct & Erie St,member,67
19,State St & Van Buren St,member,67
18,Campbell Ave & Montrose Ave,member,67
17,Cornell Ave & Hyde Park Blvd,member,67
13,N Green St & W Lake St,member,67
12,Blackstone Ave & Hyde Park Blvd,member,67
21,Theater on the Lake,member,67
14,Broadway & Ridge Ave,member,66
7,Clark St & Grace St,member,66
18,Racine Ave & Washington Blvd,member,66
9,Clark St & Grace St,member,66
11,Ellis Ave & 53rd St,member,66
14,Eckhart Park,member,66
16,Orleans St & Chestnut St (NEXT Apts),member,66
10,Orleans St & Hubbard St,member,66
13,Western Ave & Division St,member,66
19,Southport Ave & Clybourn Ave,member,66
6,Western Ave & Walton St,member,66
6,St. Clair St & Erie St,member,66
10,Wabash Ave & Wacker Pl,member,66
22,Kingsbury St & Kinzie St,member,66
17,Ellis Ave & 53rd St,member,66
14,Damen Ave & Division St,member,66
20,Damen Ave & Division St,member,66
10,State St & Van Buren St,member,66
10,Canal St & Madison St,member,66
19,Michigan Ave & Pearson St,member,66
12,Cornell Ave & Hyde Park Blvd,member,66
10,Ogden Ave & Race Ave,member,66
14,Western Ave & Division St,member,66
20,Stockton Dr & Wrightwood Ave,member,66
8,Leavitt St & North Ave,member,66
10,Clark St & Montrose Ave,member,66
19,Lincoln Park Conservatory,member,66
6,Wabash Ave & Roosevelt Rd,member,66
20,Broadway & Granville Ave,member,66
15,State St & Harrison St,member,66
13,Clinton St & Roosevelt Rd,member,66
21,Franklin St & Illinois St,member,66
10,Clark St & North Ave,member,66
7,Sheridan Rd & Montrose Ave,member,66
8,California Ave & Milwaukee Ave,member,66
6,Wabash Ave & Grand Ave,member,66
22,DuSable Lake Shore Dr & Belmont Ave,member,66
19,Eckhart Park,member,66
15,Clark St & Ida B Wells Dr,member,66
9,Clark St & Berwyn Ave,member,66
14,Sangamon St & Washington Blvd,member,66
6,Sheridan Rd & Montrose Ave,member,66
10,Broadway & Wilson Ave,member,66
22,DuSable Lake Shore Dr & North Blvd,member,66
15,Indiana Ave & 31st St,member,65
8,Wolcott Ave & Polk St,member,65
19,Michigan Ave & Jackson Blvd,member,65
10,LaSalle Dr & Huron St,member,65
20,State St & Kinzie St,member,65
21,Clinton St & Roosevelt Rd,member,65
16,Delano Ct & Roosevelt Rd,member,65
16,Clark St & Leland Ave,member,65
19,Leavitt St & North Ave,member,65
21,Clark St & Bryn Mawr Ave,member,65
19,Wentworth Ave & Cermak Rd,member,65
17,Chicago Ave & Sheridan Rd,member,65
20,Burling St & Diversey Pkwy,member,65
6,Ashland Ave & Wellington Ave,member,65
19,Stave St & Armitage Ave,member,65
12,Clark St & Montrose Ave,member,65
22,Rush St & Cedar St,member,65
18,Clark St & Schreiber Ave,member,65
19,Indiana Ave & 31st St,member,65
14,Clifton Ave & Armitage Ave,member,65
15,Paulina St & Montrose Ave,member,65
16,Benson Ave & Church St,member,65
6,Wells St & Walton St,member,65
8,Clark St & Montrose Ave,member,65
18,Clark St & Lunt Ave,member,65
23,Sheridan Rd & Irving Park Rd,member,65
14,Lincoln Ave & Sunnyside Ave,member,65
17,Morgan St & 18th St,member,65
15,Canal St & Taylor St,member,65
16,Glenwood Ave & Morse Ave,member,65
18,N Green St & W Lake St,member,65
20,Ogden Ave & Chicago Ave,member,65
19,Green St & Washington Blvd,member,65
8,Clinton St & 18th St,member,65
17,Cherry Ave & Blackhawk St,member,65
10,Fairbanks St & Superior St,member,65
7,Western Ave & Leland Ave,member,65
9,Clark St & Bryn Mawr Ave,member,65
21,Lakeview Ave & Fullerton Pkwy,member,65
14,Adler Planetarium,member,65
23,Streeter Dr & Grand Ave,member,65
16,Blue Island Ave & 18th St,member,64
7,Clark St & Bryn Mawr Ave,member,64
9,N Green St & W Lake St,member,64
17,Benson Ave & Church St,member,64
14,Wentworth Ave & Cermak Rd,member,64
13,Blackstone Ave & Hyde Park Blvd,member,64
16,Damen Ave & Clybourn Ave,member,64
10,Halsted St & Willow St,member,64
16,Indiana Ave & 31st St,member,64
21,State St & Randolph St,member,64
17,Ashland Ave & Wrightwood Ave,member,64
14,Clark St & North Ave,member,64
15,Orleans St & Chestnut St (NEXT Apts),member,64
10,Lakefront Trail & Bryn Mawr Ave,member,64
18,Lincoln Ave & Addison St,member,64
6,Southport Ave & Wellington Ave,member,64
20,Mies van der Rohe Way & Chestnut St,member,64
14,Winthrop Ave & Lawrence Ave,member,64
19,Campbell Ave & North Ave,member,64
10,Ritchie Ct & Banks St,member,64
16,Burnham Harbor,member,64
19,Wabash Ave & Adams St,member,64
22,Michigan Ave & Lake St,member,64
16,Winthrop Ave & Lawrence Ave,member,64
19,Michigan Ave & 14th St,member,64
12,Southport Ave & Clybourn Ave,member,64
15,Damen Ave & Grand Ave,member,64
21,Sheridan Rd & Montrose Ave,member,64
17,Humboldt Blvd & Armitage Ave,member,64
16,Wood St & Hubbard St,member,64
8,Dearborn St & Van Buren St,member,63
19,Clybourn Ave & Division St,member,63
20,Halsted St & Willow St,member,63
13,Wabash Ave & Adams St,member,63
8,Clinton St & Roosevelt Rd,member,63
15,Eckhart Park,member,63
10,Ravenswood Ave & Lawrence Ave,member,63
11,Southport Ave & Wrightwood Ave,member,63
22,Clark St & Wellington Ave,member,63
16,Seeley Ave & Roscoe St,member,63
11,Clifton Ave & Armitage Ave,member,63
6,Wood St & Augusta Blvd,member,63
20,Aberdeen St & Randolph St,member,63
21,Ravenswood Ave & Lawrence Ave,member,63
12,LaSalle Dr & Huron St,member,63
12,Paulina St & Flournoy St,member,63
18,Leavitt St & Chicago Ave,member,63
8,Ashland Ave & Grace St,member,63
21,Wolcott Ave & Polk St,member,63
8,Calumet Ave & 21st St,member,63
15,Wabash Ave & 16th St,member,63
19,Calumet Ave & 35th St,member,63
7,Burling St & Diversey Pkwy,member,63
6,Clybourn Ave & Division St,member,63
11,Ritchie Ct & Banks St,member,63
22,Broadway & Wilson Ave,member,63
11,Lakefront Trail & Bryn Mawr Ave,member,63
19,California Ave & Cortez St,member,63
6,Michigan Ave & 8th St,member,63
16,Halsted St & 35th St,member,63
10,Wells St & Walton St,member,63
8,Ashland Ave & Wrightwood Ave,member,63
12,Canal St & Taylor St,member,63
15,Ravenswood Ave & Irving Park Rd,member,63
20,Southport Ave & Irving Park Rd,member,63
9,Damen Ave & Division St,member,63
23,Dearborn Pkwy & Delaware Pl,member,63
15,Ashland Ave & Wellington Ave,member,63
11,Sheffield Ave & Willow St,member,63
19,Franklin St & Adams St (Temp),member,63
16,Loomis St & Jackson Blvd,member,63
18,Wolcott (Ravenswood) Ave & Montrose Ave,member,63
16,Lincoln Ave & Waveland Ave,member,63
11,Damen Ave & Chicago Ave,member,63
18,Sheridan Rd & Loyola Ave,member,63
12,Racine Ave & Wrightwood Ave,member,63
17,Blackstone Ave & Hyde Park Blvd,member,63
8,Indiana Ave & 31st St,member,63
17,Winchester Ave & Elston Ave,member,63
16,Western Ave & Walton St,member,63
8,Humboldt Blvd & Armitage Ave,member,63
13,Calumet Ave & 18th St,member,63
9,Larrabee St & Menomonee St,member,63
6,Michigan Ave & 14th St,member,63
19,Walsh Park,member,63
18,Harper Ave & 59th St,member,63
9,Eckhart Park,member,63
7,Clark St & North Ave,member,63
23,Racine Ave & Fullerton Ave,member,63
12,Larrabee St & Armitage Ave,member,63
22,Southport Ave & Roscoe St,member,63
13,Ashland Ave & Blackhawk St,member,63
12,Clark St & North Ave,member,63
23,Clark St & Bryn Mawr Ave,member,63
17,Clark St & Schreiber Ave,member,63
20,Broadway & Berwyn Ave,member,63
11,Montrose Harbor,member,63
20,Wentworth Ave & 33rd St,member,63
23,DuSable Lake Shore Dr & Belmont Ave,member,63
19,Damen Ave & Grand Ave,member,62
15,Ashland Ave & 13th St,member,62
23,Clark St & Newport St,member,62
23,Loomis St & Lexington St,member,62
9,Blackstone Ave & Hyde Park Blvd,member,62
13,Wells St & Institute Pl,member,62
7,Wolcott (Ravenswood) Ave & Montrose Ave,member,62
11,Ashland Ave & Grace St,member,62
20,Southport Ave & Wrightwood Ave,member,62
16,Racine Ave & Washington Blvd,member,62
15,Halsted St & 35th St,member,62
23,Wells St & Elm St,member,62
22,Sheridan Rd & Montrose Ave,member,62
17,Paulina St & Howard St,member,62
10,Racine Ave & Wrightwood Ave,member,62
16,Sheridan Rd & Loyola Ave,member,62
17,Clark St & 9th St (AMLI),member,62
13,Shields Ave & 28th Pl,member,62
7,Lincoln Ave & Roscoe St*,member,62
19,Damen Ave & Thomas St (Augusta Blvd),member,62
5,St. Louis Ave & Fullerton Ave,member,62
19,State St & 35th St,member,62
10,State St & Randolph St,member,62
7,Wabash Ave & Adams St,member,62
21,Franklin St & Adams St (Temp),member,62
13,Clifton Ave & Armitage Ave,member,62
13,Shore Dr & 55th St,member,62
11,Clark St & Montrose Ave,member,62
7,Paulina St & Flournoy St,member,62
21,Orleans St & Merchandise Mart Plaza,member,62
11,Sheridan Rd & Noyes St (NU),member,62
20,Green St & Washington Blvd,member,62
20,Halsted St & Roosevelt Rd,member,62
23,Broadway & Thorndale Ave,member,62
19,Dearborn St & Adams St,member,62
14,Shields Ave & 31st St,member,62
16,Lake Park Ave & 53rd St,member,62
7,Ravenswood Ave & Irving Park Rd,member,62
9,Wabash Ave & Adams St,member,62
12,Clybourn Ave & Division St,member,62
6,Rush St & Cedar St,member,62
20,Mies van der Rohe Way & Chicago Ave,member,62
13,Eckhart Park,member,62
17,Milwaukee Ave & Rockwell St,member,62
18,Burnham Harbor,member,62
13,Marine Dr & Ainslie St,member,62
22,Damen Ave & Cortland St,member,62
17,Damen Ave & Madison St,member,62
10,Shields Ave & 28th Pl,member,62
10,Larrabee St & Armitage Ave,member,62
18,Paulina St & Howard St,member,62
15,Glenwood Ave & Morse Ave,member,62
11,Clark St & Bryn Mawr Ave,member,62
13,Aberdeen St & Monroe St,member,62
18,Milwaukee Ave & Rockwell St,member,62
21,DuSable Lake Shore Dr & Diversey Pkwy,member,62
15,Lincoln Ave & Roscoe St*,member,61
11,Dusable Harbor,member,61
14,Leavitt St & North Ave,member,61
9,Milwaukee Ave & Wabansia Ave,member,61
8,Blue Island Ave & 18th St,member,61
18,Lake Park Ave & 56th St,member,61
14,Michigan Ave & Jackson Blvd,member,61
11,Wabash Ave & 16th St,member,61
10,Franklin St & Illinois St,member,61
8,Leavitt St & Armitage Ave,member,61
10,California Ave & Milwaukee Ave,member,61
16,Bernard St & Elston Ave,member,61
21,Damen Ave & Madison St,member,61
17,Damen Ave & Sunnyside Ave,member,61
7,McCormick Place,member,61
15,Calumet Ave & 18th St,member,61
15,Racine Ave & Wrightwood Ave,member,61
6,Halsted St & Willow St,member,61
21,Canal St & Adams St,member,61
9,Greenview Ave & Diversey Pkwy,member,61
21,Ritchie Ct & Banks St,member,61
16,Leavitt St & North Ave,member,61
6,MLK Jr Dr & 29th St,member,61
10,Dayton St & North Ave,member,61
18,Western Ave & Fillmore St,member,61
17,Wells St & Institute Pl,member,61
22,St. Clair St & Erie St,member,61
12,Michigan Ave & Jackson Blvd,member,61
18,Clinton St & Tilden St,member,61
14,Walsh Park,member,61
22,Dayton St & North Ave,member,61
8,Damen Ave & Charleston St,member,61
22,DuSable Lake Shore Dr & Monroe St,member,61
20,Adler Planetarium,member,61
6,DuSable Lake Shore Dr & Belmont Ave,member,61
16,Field Museum,member,61
10,Throop St & Taylor St,member,61
23,State St & 33rd St,member,61
17,Calumet Ave & 18th St,member,61
19,Lincoln Ave & Belle Plaine Ave,member,61
6,Damen Ave & Thomas St (Augusta Blvd),member,61
21,Clark St & Chicago Ave,member,61
5,Clark St & Winnemac Ave,member,61
16,Orleans St & Elm St,member,61
6,Franklin St & Lake St,member,61
13,Damen Ave & Division St,member,61
22,Broadway & Sheridan Rd,member,61
11,Walsh Park,member,61
18,Benson Ave & Church St,member,61
21,Clark St & Lake St,member,61
20,Field Blvd & South Water St,member,61
15,Shore Dr & 55th St,member,61
12,Ashland Ave & Wellington Ave,member,61
0,Streeter Dr & Grand Ave,member,61
18,W Armitage Ave & N Sheffield Ave,member,61
14,Blue Island Ave & 18th St,member,60
6,Damen Ave & Pierce Ave,member,60
19,Delano Ct & Roosevelt Rd,member,60
13,Lincoln Ave & Belle Plaine Ave,member,60
4,Sheridan Rd & Irving Park Rd,member,60
22,Loomis St & Lexington St,member,60
16,Logan Blvd & Elston Ave,member,60
13,Logan Blvd & Elston Ave,member,60
13,Field Blvd & South Water St,member,60
11,Ashland Ave & Wellington Ave,member,60
14,Racine Ave & 18th St,member,60
19,Ellis Ave & 53rd St,member,60
15,Monticello Ave & Irving Park Rd,member,60
11,Racine Ave & Wrightwood Ave,member,60
21,St. Clair St & Erie St,member,60
9,Lakefront Trail & Bryn Mawr Ave,member,60
10,Milwaukee Ave & Wabansia Ave,member,60
14,Sheridan Rd & Buena Ave,member,60
18,Racine Ave & Randolph St,member,60
8,Kosciuszko Park,member,60
15,N Carpenter St & W Lake St,member,60
20,Shields Ave & 31st St,member,60
21,Sangamon St & Lake St,member,60
8,Michigan Ave & Madison St,member,60
19,Marine Dr & Ainslie St,member,60
12,Wood St & Chicago Ave,member,60
22,California Ave & Milwaukee Ave,member,60
21,Clinton St & Washington Blvd,member,60
12,Western Ave & Division St,member,60
14,Southport Ave & Irving Park Rd,member,60
20,Broadway & Thorndale Ave,member,60
20,Ellis Ave & 58th St,member,60
20,Damen Ave & Chicago Ave,member,60
9,Ravenswood Ave & Irving Park Rd,member,60
10,Southport Ave & Irving Park Rd,member,60
13,Ada St & Washington Blvd,member,60
18,Lincoln Ave & Waveland Ave,member,60
21,Southport Ave & Wellington Ave,member,60
