weeknum,start_station_name,member_casual,count_of_users
15,Lincoln Ave & Balmoral Ave,casual,2
15,Public Rack - Washtenaw Ave & Devon Ave,casual,2
15,Eberhart Ave & 131st St,casual,2
15,Sawyer Ave & Irving Park Rd,casual,2
16,Leavitt St & Addison St,casual,2
16,Oak Park & Wellington,casual,2
16,Albany Ave & Belmont Ave,casual,2
16,Spaulding Ave & 63rd St,casual,2
16,Wolcott (Ravenswood) Ave & Montrose Ave,casual,2
16,Glenwood Ave & Touhy Ave,casual,2
16,Morgan St & Pershing Rd,casual,2
16,Prairie Ave & 43rd St,casual,2
16,Kosciuszko Park,casual,2
16,Cottage Grove Ave & 63rd St,casual,2
17,Washtenaw Ave & Polk St,casual,2
17,Lockwood Ave & Wrightwood Ave,casual,2
17,N Paulina St & Lincoln Ave,casual,2
17,Lake Park Ave & 53rd St,casual,2
17,Cicero Ave & Quincy St,casual,2
17,Knox Ave & Montrose Ave,casual,2
17,Budlong Woods Library,casual,2
17,California Ave & Montrose Ave,casual,2
17,Ravenswood Ave & Berteau Ave,casual,2
17,Milwaukee Ave & Cuyler Ave,casual,2
17,Kilbourn Ave & Irving Park Rd,casual,2
17,Racine Ave & 35th St,casual,2
18,Francisco Ave & Chicago Ave,casual,2
18,Public Rack - Lowell Ave & Elston Ave,casual,2
18,Wentworth Ave & 24th St,casual,2
18,Bloomingdale Ave & Harlem Ave,casual,2
18,Elizabeth St & 47th St,casual,2
18,Narragansett & Irving Park,casual,2
18,Keystone Ave & Montrose Ave,casual,2
18,Greenwood Ave & 97th St,casual,2
18,Public Rack - Kenneth & Carmen,casual,2
18,Public Rack - Cicero Ave & Wrightwood Ave,casual,2
18,Eberhart Ave & 131st St,casual,2
18,Central Ave & Parker Ave,casual,2
18,MLK Jr Dr & 63rd St,casual,2
18,Clark St & Jarvis Ave,casual,2
19,Public Rack - Pulaski Rd & Fullerton Ave,casual,2
19,Public Rack - Natoma Ave & Bryn Mawr Ave,casual,2
19,Maplewood Ave & Peterson Ave,casual,2
19,Public Rack - 61st St & Melvina Ave,casual,2
19,Dodge Ave & Mulford St,casual,2
19,Ravenswood Ave & Berteau Ave,casual,2
19,Public Rack - Loomis St & 87th St,casual,2
20,Tripp Ave & 65th St,casual,2
20,Archer Ave & 43rd St,casual,2
20,Hoyne Ave & 47th St,casual,2
20,Public Rack - Hermitage & 83rd St,casual,2
20,Yates Blvd & 93rd St,casual,2
20,Halsted St & 96th St,casual,2
20,Public Rack - Parkside & Archer,casual,2
20,Prairie Ave & Garfield Blvd,casual,2
20,Phillips Ave & 83rd St,casual,2
20,Laramie Ave & Madison St,casual,2
20,Public Rack - Kedvale Ave & 63rd St W,casual,2
20,Dearborn St & Van Buren St,casual,2
20,Narragansett & Irving Park,casual,2
20,Kildare Ave & 26th St,casual,2
20,Public Rack - Central Ave & Lawrence Ave,casual,2
20,Cottage Grove Ave & Oakwood Blvd,casual,2
21,Long Ave & Belmont Ave,casual,2
21,Long Ave & Belden Ave,casual,2
21,W Washington Blvd & N Peoria St,casual,2
21,Cottage Grove Ave & 43rd St,casual,2
21,Lavergne & Fullerton,casual,2
21,Public Rack - Leland Ave & Melvina Ave,casual,2
21,Lincolnwood Dr & Central St,casual,2
21,Public Rack - Washtenaw Ave & Superior St,casual,2
21,Public Rack - Overhill Ave & Touhy Ave,casual,2
21,Kilbourn & Roscoe,casual,2
21,DuSable Museum,casual,2
21,Woodlawn Ave & 75th St,casual,2
21,Clinton St & Polk St,casual,2
21,Public Rack - Western Ave & 110th St,casual,2
21,Western Ave & Gunnison St,casual,2
21,Ridge Blvd & Touhy Ave,casual,2
22,Public Rack - Midway Orange Line,casual,2
22,Public Rack - Milwaukee Ave & Higgins Ave,casual,2
22,Oak Park & Wellington,casual,2
22,2112 W Peterson Ave,casual,2
22,Lamon Ave & Chicago Ave,casual,2
22,Stony Island Ave & 71st St,casual,2
22,Glenwood Ave & Touhy Ave,casual,2
22,Racine Ave & 13th St,casual,2
22,Public Rack - Menard Ave & Grand Ave,casual,2
22,Public Rack - Hamlin Ave & Madison St,casual,2
22,Stony Island Ave & 90th St,casual,2
22,Public Rack - Harold Washington Park,casual,2
23,Wood St & 35th St,casual,2
23,Public Rack - Milwaukee Ave & Haussen Ct,casual,2
23,Union Ave & Root St,casual,2
23,California Ave & 23rd Pl,casual,2
23,Public Rack - Pulaski Rd & 83rd St,casual,2
23,Public Rack - Kedzie Ave & 58th St,casual,2
23,Ashland Ave & 74th St,casual,2
23,Ogden Ave & Congress Pkwy,casual,2
23,Washtenaw Ave & Ogden Ave,casual,2
23,Sacramento Ave & Pershing Rd,casual,2
23,Kedzie Ave & 21st St,casual,2
23,Baltimore Ave & 87th St,casual,2
23,Jefferson St & Monroe St,casual,2
23,Public Rack - Avers Ave & Irving Park Rd,casual,2
23,Public Rack - Cicero Ave & Altgeld St,casual,2
23,State St & 29th St,casual,2
23,Kilbourn Ave & Milwaukee Ave,casual,2
23,Jeffery Blvd & 71st St,casual,2
24,Pulaski Rd & 21st St,casual,2
24,Kedzie Ave & Bryn Mawr Ave,casual,2
24,Public Rack - California & 71st,casual,2
24,Public Rack - 63rd St and Nagle Ave,casual,2
24,Wood St & 35th St,casual,2
24,Roscoe & Harlem,casual,2
24,Public Rack - Christiana Ave & Belmont Ave,casual,2
24,Wentworth Ave & 33rd St,casual,2
24,Milwaukee Ave & Cuyler Ave,casual,2
24,Public Rack - Kildare Ave & North Ave,casual,2
24,Public Rack - 61st St & Melvina Ave,casual,2
24,Narragansett & Wrightwood,casual,2
24,Public Rack - Washtenaw Ave & Superior St,casual,2
24,Glenwood Ave & Touhy Ave,casual,2
25,Major Ave & Bloomingdale Ave,casual,2
25,Pulaski Rd & 21st St,casual,2
25,Public Rack - N Narragansett Ave & Grand Ave,casual,2
25,Public Rack - Laramie Ave & Warwick Ave,casual,2
25,Wood St & 35th St,casual,2
25,Public Rack - Francisco Ave & Touhy Ave,casual,2
25,Springfield Ave & 47th St,casual,2
25,Western Ave & 24th St,casual,2
25,Calumet Park,casual,2
25,Commercial Ave & 83rd St,casual,2
25,Pulaski Rd & Congress Pkwy,casual,2
25,California Ave & 21st St,casual,2
25,Mayfield & Roosevelt Rd,casual,2
25,Public Rack - Keating & Peterson,casual,2
25,Cottage Grove Ave & 63rd St,casual,2
25,Public Rack - Elston Ave & Kenneth Ave,casual,2
26,Princeton Ave & Garfield Blvd,casual,2
26,Troy St & Elston Ave,casual,2
26,Public Rack - Hoyne Ave & 110th Pl,casual,2
26,Normal Ave & Archer Ave,casual,2
26,Public Rack - Keystone Ave & Irving Park Rd,casual,2
26,Halsted St & 111th St,casual,2
26,Millard Ave & 26th St,casual,2
26,Public Rack - Cicero Ave & Wrightwood Ave,casual,2
26,Kostner Ave & Wrightwood Ave,casual,2
26,Public Rack - Sacramento Ave & Devon Ave,casual,2
26,Tripp Ave & 65th St,casual,2
26,Ewing Ave & Burnham Greenway,casual,2
26,Halsted St & North Branch St,casual,2
26,Central Ave & Lake St,casual,2
26,Commercial Ave & 130th St,casual,2
26,Calumet Ave & 51st St,casual,2
26,Menard Ave & North Ave,casual,2
26,Kedzie Ave & Lake St,casual,2
27,Lamon Ave & Armitage Ave,casual,2
27,Summit Ave & 86th St,casual,2
27,Wood St & 35th St,casual,2
27,Kostner Ave & Lake St,casual,2
27,Public Rack - Western Ave & 47th Pl,casual,2
27,Public Rack - Kedzie Ave & Chicago Ave,casual,2
27,Narragansett & Irving Park,casual,2
27,Racine Ave & 61st St,casual,2
27,Public Rack - Cornell Ave & 87th Pl,casual,2
27,Pulaski Rd & 60th St,casual,2
27,Halsted St & 56th St,casual,2
27,St Louis Ave & 59th St,casual,2
27,Stony Island Ave & 63rd St,casual,2
27,Monticello Ave & Chicago Ave,casual,2
28,Central Park Ave & Ogden Ave,casual,2
28,Princeton Ave & 47th St,casual,2
28,State St & 79th St,casual,2
28,Oketo Ave & Addison St,casual,2
28,Burnham Greenway & 105th St,casual,2
28,Public Rack - Kenton Ave & Palmer St,casual,2
28,Public Rack - California Ave & Cortez St,casual,2
28,Vernon Ave & 75th St,casual,2
28,Cottage Grove Ave & 67th St,casual,2
28,Kilbourn & Belden,casual,2
28,Kildare Ave & 26th St,casual,2
28,Sacramento Blvd & Polk St,casual,2
28,Komensky Ave & 55th St,casual,2
28,Stony Island Ave & 63rd St,casual,2
28,Ashland Ave & Garfield Blvd,casual,2
29,Public Rack - Kostner & Bryn Mawr,casual,2
29,Racine Ave & 35th St,casual,2
29,Kostner Ave & Wrightwood Ave,casual,2
29,Cottage Grove Ave & 67th St,casual,2
29,Public Rack - Lawrence Ave & Kimball Ave,casual,2
29,Public Rack - Laramie Ave & Grand Ave,casual,2
29,Public Rack - Kildare Ave & North Ave,casual,2
29,Kilbourn Ave & Irving Park Rd,casual,2
29,Morgan St & 31st St,casual,2
29,Public Rack - Columbus & 79th,casual,2
29,Kilbourn & Belden,casual,2
29,Racine Ave & Congress Pkwy,casual,2
29,Public Rack - St Louis Ave & Berteau Ave,casual,2
29,Lawndale Ave & 111th St,casual,2
29,Kedzie Ave & Harrison St,casual,2
29,Eberhart Ave & 61st St,casual,2
29,Campbell Ave & 51st St,casual,2
29,Public Rack - Milwaukee Ave & Haussen Ct,casual,2
29,Millard Ave & 26th St,casual,2
29,Cottage Grove Ave & 63rd St,casual,2
29,Albany Ave & 26th St,casual,2
29,Public Rack - Western Ave & 104th St - East,casual,2
29,Western Ave & 104th St,casual,2
30,Shields Ave & 28th Pl,casual,2
30,Public Rack - Nashotah & Northwest Hwy,casual,2
30,Western Ave & 104th St,casual,2
30,Prairie Ave & Garfield Blvd,casual,2
30,Indiana Ave & 40th St,casual,2
30,Menard Ave & North Ave,casual,2
30,Dodge Ave & Main St,casual,2
30,Warren Park East,casual,2
30,Halsted St & 59th St,casual,2
30,Glenwood Ave & Touhy Ave,casual,2
30,Troy Ave & 27th St,casual,2
30,Stony Island Ave & 63rd St,casual,2
30,Meade Ave & Addison St,casual,2
30,Public Rack - Kimball & Ardmore,casual,2
30,Dorchester Ave & 63rd St,casual,2
31,California Ave & Milwaukee Ave,casual,2
31,MTV Hubbard St,casual,2
31,Lake Park Ave & 53rd St,casual,2
31,Michigan Ave & 14th St,casual,2
31,Ashland Ave & Wrightwood Ave,casual,2
31,Lake Park Ave & 56th St,casual,2
31,N Shore Channel Trail & Argyle St,casual,2
31,Calumet Ave & 33rd St,casual,2
31,Public Rack - S Menard & W 63rd,casual,2
31,Kingsbury St & Erie St,casual,2
52,Kedzie Ave & Foster Ave,casual,2
52,Museum of Science and Industry,casual,2
52,Logan Blvd & Elston Ave,casual,2
52,State St & 29th St,casual,2
52,Lakefront Trail & Bryn Mawr Ave,casual,2
52,Clinton St & Lake St,casual,2
52,Theater on the Lake,casual,2
52,North Ave & New England Ave,casual,2
52,Campbell Ave & Montrose Ave (Temp),casual,2
52,Franklin St & Lake St,casual,2
52,California Ave & Montrose Ave,casual,2
52,Carpenter St & Huron St,casual,2
52,Sedgwick St & Huron St,casual,2
1,Greenwood Ave & 79th St,casual,2
1,Halsted St & 18th St,casual,2
1,Rockwell St & Fletcher St,casual,2
1,MLK Jr Dr & 29th St,casual,2
1,Dodge Ave & Main St,casual,2
1,Latrobe Ave & Chicago Ave,casual,2
1,Avers Ave & Belmont Ave,casual,2
1,Morgan Ave & 14th Pl,casual,2
1,Dorchester Ave & 49th St,casual,2
2,Washtenaw Ave & Ogden Ave,casual,2
2,Kostner Ave & Adams St,casual,2
2,Narragansett & Irving Park,casual,2
2,N Shore Channel Trail & Argyle St,casual,2
2,Public Rack - Champlain Ave & 65th St,casual,2
2,Fullerton & Monitor,casual,2
2,Western Ave & Ardmore Ave,casual,2
2,Public Rack - Western Blvd & 49th St,casual,2
2,Wentworth Ave & 35th St,casual,2
2,Western Ave & Gunnison St,casual,2
2,Calumet Ave & 51st St,casual,2
2,Perry Ave & 69th St,casual,2
3,Indiana Ave & 31st St,casual,2
3,Francisco Ave & Montrose Ave,casual,2
3,Long & Irving Park,casual,2
3,Kedzie Ave & George St,casual,2
4,Western Ave & Lunt Ave,casual,2
4,Western Ave & Walton St,casual,2
4,Lawndale Ave & 30th St,casual,2
4,Buckingham Fountain,casual,2
4,Calumet Ave & 21st St,casual,2
4,Kilbourn Ave & Irving Park Rd,casual,2
4,State St & 19th St,casual,2
4,Richmond St & Diversey Ave,casual,2
4,Cottage Grove Ave & 71st St,casual,2
4,Evanston Civic Center,casual,2
5,Damen Ave & Wellington Ave,casual,2
5,Prairie Ave & 43rd St,casual,2
5,Cottage Grove Ave & 47th St,casual,2
5,Wabash Ave & Cermak Rd,casual,2
6,Rockwell St & Cermak Rd,casual,2
6,Public Rack - Walden Pkwy & 103rd St,casual,2
6,Albany Ave & 26th St,casual,2
6,Smith Park,casual,2
6,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,casual,2
6,Central Park & Augusta Blvd,casual,2
7,Clark St & Jarvis Ave,casual,2
7,Western Ave & Granville Ave,casual,2
7,Maplewood Ave & Peterson Ave,casual,2
7,Public Rack - Avers Ave & Irving Park Rd,casual,2
7,Warren Park West,casual,2
7,Central Park & Augusta Blvd,casual,2
7,Ravenswood Ave & Berteau Ave,casual,2
7,Oak Park & Wellington,casual,2
7,Damen Ave & 59th St,casual,2
8,California Ave & 21st St,casual,2
8,Halsted St & North Branch St,casual,2
8,Kedzie Ave & 57th St,casual,2
8,Western Ave & Berteau Ave,casual,2
8,Ashland Ave & Archer Ave,casual,2
8,State St & 29th St,casual,2
8,Valli Produce - Evanston Plaza,casual,2
8,Prospect Sq & 91st St,casual,2
8,Kedzie Ave & Chicago Ave,casual,2
8,Cicero Ave & Lake St,casual,2
9,Public Rack - Kenton Ave & Palmer St,casual,2
9,Western Ave & Granville Ave,casual,2
9,Wabash Ave & Cermak Rd,casual,2
9,State St & Pershing Rd,casual,2
9,Public Rack - Austin Ave & Wrightwood Ave,casual,2
9,Valli Produce - Evanston Plaza,casual,2
9,Whipple/Irving Park,casual,2
9,Eberhart Ave & 91st St,casual,2
9,Western Ave & Howard St,casual,2
10,Pulaski Rd & Congress Pkwy,casual,2
10,May St & Cullerton St,casual,2
10,Ogden Ave & Roosevelt Rd,casual,2
10,Albany Ave & Belmont Ave,casual,2
10,MLK Jr Dr & 47th St,casual,2
10,2112 W Peterson Ave,casual,2
10,Kedzie Ave & 104th St,casual,2
10,Fairfield Ave & 44th St,casual,2
10,Lavergne & Fullerton,casual,2
10,Troy St & Grace St,casual,2
10,Racine Ave & Garfield Blvd,casual,2
10,Public Rack - Hamlin Ave & Montrose Ave,casual,2
10,Pulaski Rd & Eddy St (Temp),casual,2
10,Wells St & 19th St,casual,2
10,Halsted St & 63rd St,casual,2
10,Western Blvd & 48th Pl,casual,2
11,Greenwood Ave & 91st St,casual,2
11,Winchester (Ravenswood) Ave & Balmoral Ave,casual,2
11,Public Rack - Rockwell & Division,casual,2
11,Pulaski Rd & 60th St,casual,2
11,Ashland Ave & 13th St,casual,2
11,Indiana Ave & 40th St,casual,2
11,Kedzie Ave & George St,casual,2
11,Wabash Ave & Cermak Rd,casual,2
11,Lincoln Ave & Balmoral Ave,casual,2
11,Kostner Ave & Wrightwood Ave,casual,2
11,Central Ave & Roscoe St,casual,2
11,MLK Jr Dr & 56th St,casual,2
11,La Villita Park (Albany/30th),casual,2
12,Ashland Ave & Pershing Rd,casual,2
12,Public Rack - Christiana Ave & Belmont Ave,casual,2
12,Commercial Ave & 130th St,casual,2
12,Lake Park Ave & 35th St,casual,2
12,Central Park Ave & Ohio St,casual,2
12,Public Rack - East End Ave & 87th St,casual,2
12,Albany Ave & 26th St,casual,2
12,MLK Jr Dr & 56th St,casual,2
12,Shields Ave & 28th Pl,casual,2
12,Greenwood Ave & 47th St,casual,2
12,Public Rack - Menard Ave & Agusta Blvd,casual,2
12,Damen Ave & Pershing Rd,casual,2
12,Bosworth Ave & Howard St,casual,2
12,Maryland Ave & 104th St,casual,2
12,Western Blvd & 48th Pl,casual,2
13,MTV Hubbard St,casual,2
13,Pulaski Rd & Congress Pkwy,casual,2
13,South Shore Dr & 67th St,casual,2
13,Racine Ave & 13th St,casual,2
13,Dorchester Ave & 49th St,casual,2
13,Cottage Grove Ave & 47th St,casual,2
14,MLK Jr Dr & Pershing Rd,casual,2
14,Leavitt St & Addison St,casual,2
15,Lavergne & Fullerton,casual,2
15,Cottage Grove Ave & 47th St,casual,2
15,Halsted St & 78th St,casual,2
15,Western Ave & 104th St,casual,2
15,Avenue O & 134th St,casual,2
15,Pulaski Rd & 60th St,casual,2
15,Kildare Ave & Montrose Ave,casual,2
15,Keystone Ave & Fullerton Ave,casual,2
16,Austin Blvd & Chicago Ave,casual,2
16,Sacramento Blvd & Franklin Blvd,casual,2
16,Christiana Ave & Lawrence Ave,casual,2
16,Sheridan Rd & Columbia Ave,casual,2
16,Budlong Woods Library,casual,2
16,Cottage Grove Ave & 111th Pl,casual,2
16,Lavergne & Fullerton,casual,2
16,N Damen Ave & W Chicago Ave,casual,2
16,Leavitt St & Lawrence Ave,casual,2
16,Talman Ave & Addison St,casual,2
16,State St & 29th St,casual,2
16,Elston Ave & George St,casual,2
17,Central Park Ave & Ogden Ave,casual,2
17,Francisco Ave & Montrose Ave,casual,2
17,Avers Ave & Belmont Ave,casual,2
17,Dorchester Ave & 49th St,casual,2
17,Wentworth Ave & 24th St (Temp),casual,2
18,Public Rack - Woodlawn Ave & 63rd St N,casual,2
18,Western Ave & 111th St,casual,2
18,Austin Blvd & Chicago Ave,casual,2
18,Sheridan Rd & Greenleaf Ave,casual,2
18,Yates Blvd & 93rd St,casual,2
18,Long Ave & Belden Ave,casual,2
18,State St & 95th St,casual,2
18,Pulaski Rd & 60th St,casual,2
18,Public Rack - Kedzie Ave & Archer Ave,casual,2
18,Clark St & Touhy Ave,casual,2
18,Maplewood Ave & Peterson Ave,casual,2
18,Damen Ave & Madison St,casual,2
18,Public Rack - Hermitage & 83rd St,casual,2
18,Campbell Ave & Irving Park Rd,casual,2
19,Sheridan Rd & Columbia Ave,casual,2
19,Public Rack - Narragansett Ave & Fullerton Ave,casual,2
19,Public Rack - Kenneth Ave & 63rd St E,casual,2
19,California Ave & Byron St,casual,2
19,Public Rack - California Ave & Cortez St,casual,2
19,Kedzie Ave & Bryn Mawr Ave,casual,2
19,Pulaski Rd & 60th St,casual,2
19,Yates Blvd & 75th St,casual,2
19,Public Rack - Komensky Ave & 63rd St,casual,2
19,Kedzie Ave & George St,casual,2
19,Public Rack - Francisco Ave & Touhy Ave,casual,2
19,Ellis Ave & 83rd St,casual,2
19,Central Ave & Chicago Ave,casual,2
20,Sacramento Blvd & Fulton Ave,casual,2
20,Public Rack - Racine Ave & 109th Pl,casual,2
20,Public Rack - Central & Leland,casual,2
20,California Ave & 36th St,casual,2
20,Princeton Ave & Garfield Blvd,casual,2
20,Francisco Ave & Foster Ave,casual,2
20,Halsted St & 35th St,casual,2
20,Halsted St & 37th St,casual,2
20,Long Ave & Belden Ave,casual,2
20,Public Rack - 82nd st & Kedzie Ave,casual,2
21,Public Rack - Mozart Elementary School,casual,2
21,Orange & Addison,casual,2
21,Jeffery Blvd & 71st St,casual,2
21,Public Rack - Lawndale Ave & 23rd St,casual,2
21,Sacramento Blvd & Franklin Blvd,casual,2
21,Public Rack - Prairie Ave & Garfield Blvd S,casual,2
21,Evans Ave & 75th St,casual,2
21,Burnham Greenway & 112th St,casual,2
21,Rockwell St & 57th St,casual,2
21,Public Rack - Cumberland & Catherine,casual,2
21,Dauphin Ave & 87th St,casual,2
21,Racine Ave & 13th St,casual,2
21,Narragansett & McLean,casual,2
21,Public Rack - Kedzie Ave & 62nd Pl,casual,2
21,Vernon Ave & 79th St,casual,2
21,Cicero Ave & Lake St,casual,2
22,Public Rack - Rutherford & 53rd,casual,2
22,Public Rack - Karlov Ave & Milwaukee Ave,casual,2
22,Pulaski Rd & 21st St,casual,2
22,Baltimore Ave & 87th St,casual,2
22,Kostner Ave & Lake St,casual,2
23,Springfield Ave & 47th St,casual,2
23,2112 W Peterson Ave,casual,2
23,Public Rack - California Ave & Touhy Ave - NW,casual,2
23,Lincoln Ave & Balmoral Ave,casual,2
23,Kedzie Ave & 48th Pl,casual,2
23,Public Rack - 63rd Pl & Narraganssett Ave,casual,2
23,Commercial Ave & 130th St,casual,2
23,Public Rack - Central Ave & Corcoran Pl,casual,2
23,Avenue O & 118th St,casual,2
24,Pulaski Rd & Congress Pkwy,casual,2
24,Marshfield Ave & 44th St,casual,2
24,Pulaski Rd & 60th St,casual,2
24,Valli Produce - Evanston Plaza,casual,2
24,Normal Ave & Archer Ave,casual,2
25,Public Rack - Sacramento & 71st,casual,2
25,Vernon Ave & 79th St,casual,2
25,Racine Ave & Garfield Blvd,casual,2
25,Smith Park,casual,2
25,Public Rack - Touhy Ave & Oconto Ave,casual,2
25,Public Rack - Lawndale Ave & Diversey Ave,casual,2
25,Lawndale Ave & 30th St,casual,2
25,N Clark St & W Elm St,casual,2
26,Public Rack - Milwaukee Ave & Kennedy Expy,casual,2
26,Halsted St & 35th St,casual,2
26,Leavitt St & Division St,casual,2
26,Wells St & Walton St,casual,2
26,Major Ave & Bloomingdale Ave,casual,2
26,Public Rack - Spaulding Ave & Bryn Mawr Ave,casual,2
26,Rockwell St & Cermak Rd,casual,2
26,Harlem Ave & Grace St,casual,2
26,Kedzie Ave & 57th St,casual,2
26,Troy St & North Ave,casual,2
26,Cottage Grove Ave & Oakwood Blvd,casual,2
26,Vernon Ave & 107th St,casual,2
27,Public Rack - Laramine Ave & Winnemac Ave,casual,2
27,Orange & Addison,casual,2
27,Public Rack - California Ave & Touhy Ave - NW,casual,2
27,Ashland Ave & 50th St,casual,2
27,Kostner Ave & Wrightwood Ave,casual,2
27,Public Rack - Kostner Ave & Armitage Ave,casual,2
27,Harlem Ave & Grace St,casual,2
27,Bloomingdale Ave & Harlem Ave,casual,2
27,Woodlawn Ave & 75th St,casual,2
27,California Ave & 36th St,casual,2
27,Clark St & Jarvis Ave,casual,2
28,Altgeld Gardens,casual,2
28,Woodlawn & 103rd,casual,2
28,Public Rack - Avers Ave & Irving Park Rd,casual,2
28,Halsted St & 63rd St,casual,2
28,Lawndale Ave & 30th St,casual,2
28,Public Rack - Hamilton Ave & 95th St,casual,2
28,Public Rack - Melvina Ave & Montrose Ave,casual,2
28,Long & Irving Park,casual,2
28,Lockwood Ave & Wrightwood Ave,casual,2
28,California Ave & 21st St,casual,2
28,North Ave & New England Ave,casual,2
28,Warren Park West,casual,2
29,Parkside Ave & Armitage Ave,casual,2
29,State St & 76th St,casual,2
29,Tripp Ave & 15th St,casual,2
29,Keeler Ave & Roosevelt Rd,casual,2
29,Cottage Grove Ave & 43rd St,casual,2
29,Central Park Blvd & 5th Ave,casual,2
29,Central Ave & Chicago Ave,casual,2
29,Latrobe Ave & Chicago Ave,casual,2
29,Public Rack - Talman Ave & Pershing Rd,casual,2
30,Kostner Ave & 63rd St,casual,2
30,Kildare Ave & Montrose Ave,casual,2
30,Public Rack - California Ave & Touhy Ave - NW,casual,2
30,Public Rack - Sawyer Ave & Chicago Ave,casual,2
30,Warren Park West,casual,2
30,Public Rack - Hamlin Ave & Fullerton Ave,casual,2
30,Eberhart Ave & 131st St,casual,2
30,Leamington Ave & Hirsch St,casual,2
30,Jeffery Blvd & 76th St,casual,2
30,N Clark St & W Elm St,casual,2
30,Normal Ave & Archer Ave,casual,2
30,Cottage Grove Ave & 47th St,casual,2
30,Bissell St & Armitage Ave*,casual,2
30,Prospect Sq & 91st St,casual,2
30,Stony Island Ave & 75th St,casual,2
30,Public Rack - Cumberland & Catherine,casual,2
30,Avenue O & 134th St,casual,2
31,Racine Ave & Belmont Ave,casual,2
31,Harper Ave & 59th St,casual,2
31,Aberdeen St & Jackson Blvd,casual,2
31,Ritchie Ct & Banks St,casual,2
31,Lincoln Ave & Addison St,casual,2
31,Campbell Ave & Augusta Blvd,casual,2
52,Ellis Ave & 55th St,casual,2
52,Sangamon St & Lake St,casual,2
52,Broadway & Wilson Ave,casual,2
52,Rush St & Superior St,casual,2
52,Racine Ave & Wrightwood Ave,casual,2
52,Leavitt St & Division St,casual,2
52,Western Blvd & 48th Pl,casual,2
52,Wentworth Ave & 33rd St,casual,2
52,Central Park Ave & Bloomingdale Ave,casual,2
52,Houston Ave & 92nd St,casual,2
52,Sheridan Rd & Columbia Ave,casual,2
52,Calumet Ave & 18th St,casual,2
52,Shore Dr & 55th St,casual,2
1,Manor Ave & Leland Ave,casual,2
1,Leavitt St & Lawrence Ave,casual,2
1,McCormick Place,casual,2
1,Public Rack - Sawyer Ave & Chicago Ave,casual,2
1,Elston Ave & George St,casual,2
1,Loomis St & Jackson Blvd,casual,2
1,Oakley Ave & Touhy Ave,casual,2
2,Central Ave & Roscoe St,casual,2
2,California Ave & Byron St,casual,2
2,DuSable Museum,casual,2
3,Kilbourn Ave & Irving Park Rd,casual,2
3,Spaulding Ave & 63rd St,casual,2
3,Manor Ave & Leland Ave,casual,2
3,Central Ave & Roscoe St,casual,2
3,Public Rack - Kostner Ave & Armitage Ave,casual,2
3,Meade Ave & Addison St,casual,2
3,Lawndale Ave & 30th St,casual,2
3,Hoyne Ave & Balmoral Ave,casual,2
3,Martin Luther King Dr & 111th St,casual,2
3,MLK Jr Dr & 56th St,casual,2
3,Clark St & Elmdale Ave,casual,2
3,Ashland Ave & 78th St,casual,2
3,MLK Jr Dr & 47th St,casual,2
4,St. Louis Ave & Balmoral Ave,casual,2
4,Humboldt Blvd & Armitage Ave,casual,2
4,Ashland Ave & 50th St,casual,2
4,Rockwell St & Cermak Rd,casual,2
4,Elston Ave & George St,casual,2
4,Public Rack - Champlain Ave & 65th St,casual,2
4,Hegewisch Metra Station,casual,2
4,Western Ave & Berteau Ave,casual,2
4,Ogden Ave & Roosevelt Rd,casual,2
4,Avenue O & 134th St,casual,2
4,Ashland Ave & Belle Plaine Ave,casual,2
4,Long & Irving Park,casual,2
4,Washtenaw Ave & Polk St,casual,2
5,Wabash Ave & 16th St,casual,2
5,Public Rack - Avers Ave & Irving Park Rd,casual,2
5,Sacramento Blvd & Addison St,casual,2
5,Cottage Grove Ave & 51st St,casual,2
5,Morgan St & 31st St,casual,2
5,Elston Ave & Wabansia Ave,casual,2
5,Wentworth Ave & 35th St,casual,2
5,Washtenaw Ave & Lawrence Ave,casual,2
6,Indiana Ave & 26th St,casual,2
6,Halsted St & 21st St,casual,2
6,Malcolm X College,casual,2
6,Leavitt St & Archer Ave,casual,2
6,Knox Ave & Montrose Ave,casual,2
6,Indiana Ave & 31st St,casual,2
6,Homan Ave & Fillmore St,casual,2
6,Kildare Ave & 26th St,casual,2
6,Keystone Ave & Fullerton Ave,casual,2
6,Kedzie Ave & 57th St,casual,2
6,Cottage Grove Ave & 47th St,casual,2
7,Throop St & 52nd St,casual,2
7,Cottage Grove Ave & 67th St,casual,2
7,Commercial Ave & 83rd St,casual,2
7,Western Ave & 21st St,casual,2
7,Public Rack - Austin Ave & Wellington Ave,casual,2
7,St Louis Ave & Norman Bobbins Ave,casual,2
7,2112 W Peterson Ave,casual,2
8,Manor Ave & Leland Ave,casual,2
8,Western Ave & Fillmore St,casual,2
8,Kenosha & Wellington,casual,2
8,Public Rack - Lawndale & 63rd St,casual,2
8,Wabash Ave & Cermak Rd,casual,2
8,Public Rack - Kedzie Ave & Archer Ave,casual,2
8,Damen Ave & 59th St,casual,2
9,N Shore Channel Trail & Argyle St,casual,2
9,Austin Blvd & Lake St,casual,2
9,Torrence Ave & 126th Pl,casual,2
9,Kildare Ave & Chicago Ave,casual,2
9,Western Ave & 104th St,casual,2
9,Normal Ave & Archer Ave,casual,2
