weeknum,start_station_name,member_casual,count_of_users
52,Columbus Dr & Randolph St,casual,8
52,Field Blvd & South Water St,casual,8
52,Ashland Ave & Division St,casual,8
52,Clifton Ave & Armitage Ave,casual,8
52,DuSable Lake Shore Dr & North Blvd,casual,8
1,Leavitt St & Addison St,casual,8
2,Claremont Ave & Hirsch St,casual,8
2,Albany Ave & Bloomingdale Ave,casual,8
3,Wentworth Ave & 33rd St,casual,8
3,Glenwood Ave & Morse Ave,casual,8
3,Noble St & Milwaukee Ave,casual,8
4,Ellis Ave & 58th St,casual,8
5,Albany Ave & Bloomingdale Ave,casual,8
5,California Ave & Altgeld St,casual,8
6,Canal St & Taylor St,casual,8
6,Racine Ave & 15th St,casual,8
8,Larrabee St & Oak St,casual,8
8,Clark St & Ida B Wells Dr,casual,8
8,Sangamon St & Washington Blvd,casual,8
8,Wood St & Hubbard St,casual,8
9,Sayre & Diversey,casual,8
11,Seeley Ave & Garfield Blvd,casual,8
11,St. Louis Ave & Fullerton Ave,casual,8
11,Ashland Ave & Archer Ave,casual,8
11,Manor Ave & Leland Ave,casual,8
12,Halsted St & North Branch St,casual,8
12,Clinton St & Polk St,casual,8
12,Oakley Ave & Irving Park Rd,casual,8
13,Ashland Ave & Belle Plaine Ave,casual,8
13,Kedzie Ave & 48th Pl,casual,8
13,Clark St & 9th St (AMLI),casual,8
14,Damen Ave & Foster Ave,casual,8
15,Logan Blvd & Elston Ave,casual,8
16,Damen Ave & Thomas St (Augusta Blvd),casual,8
16,Racine Ave & 15th St,casual,8
17,Troy St & Elston Ave,casual,8
17,Western Ave & Monroe St,casual,8
18,Damen Ave & Walnut (Lake) St,casual,8
19,Laflin St & Cullerton St,casual,8
19,Central Park Ave & North Ave,casual,8
19,Clark St & Columbia Ave,casual,8
19,Southport Ave & Clybourn Ave,casual,8
20,Western Ave & Berteau Ave,casual,8
20,N Damen Ave & W Chicago Ave,casual,8
20,Greenwood Ave & 47th St,casual,8
22,Ashland Ave & 13th St,casual,8
23,Rockwell St & Fletcher St,casual,8
23,Western Ave & Walton St,casual,8
23,Long & Irving Park,casual,8
24,Shore Dr & 55th St,casual,8
24,Claremont Ave & Hirsch St,casual,8
24,Avers Ave & Belmont Ave,casual,8
25,Halsted St & Roosevelt Rd,casual,8
25,Wentworth Ave & Cermak Rd,casual,8
25,Clybourn Ave & Division St,casual,8
26,Racine Ave & 18th St,casual,8
26,Western Ave & Walton St,casual,8
28,Racine Ave & 35th St,casual,8
28,Western Ave & Congress Pkwy,casual,8
28,St. Louis Ave & Balmoral Ave,casual,8
29,Burnham Greenway & 112th St,casual,8
30,Clinton St & 18th St,casual,8
30,Paulina St & Howard St,casual,8
30,Lake Park Ave & 47th St,casual,8
8,Sheridan Rd & Lawrence Ave,casual,8
8,Damen Ave & Melrose Ave,casual,8
9,Ashland Ave & Archer Ave,casual,8
12,State St & 19th St,casual,8
16,Clarendon Ave & Gordon Ter,casual,8
19,Wolcott Ave & Polk St,casual,8
21,Francisco Ave & Montrose Ave,casual,8
52,Broadway & Cornelia Ave,casual,8
5,Damen Ave & Chicago Ave,casual,8
7,State St & 35th St,casual,8
18,Winchester Ave & Elston Ave,casual,8
30,Milwaukee Ave & Rockwell St,casual,8
31,Lakefront Trail & Bryn Mawr Ave,casual,8
1,Shore Dr & 55th St,casual,7
1,Francisco Ave & Montrose Ave,casual,7
1,Damen Ave & Grand Ave,casual,7
1,Leavitt St & Belmont Ave,casual,7
1,Winchester Ave & Elston Ave,casual,7
1,Lakefront Trail & Bryn Mawr Ave,casual,7
1,Western Ave & Division St,casual,7
1,Malcolm X College,casual,7
1,Major Ave & Bloomingdale Ave,casual,7
1,California Ave & Division St,casual,7
1,Ashland Ave & Chicago Ave,casual,7
1,Wood St & Chicago Ave,casual,7
1,May St & Cullerton St,casual,7
1,Narragansett & Wrightwood,casual,7
1,California Ave & Fletcher St,casual,7
1,Talman Ave & Addison St,casual,7
1,Canal St & Taylor St,casual,7
1,Elston Ave & Wabansia Ave,casual,7
1,Western Ave & Congress Pkwy,casual,7
2,Elizabeth St & Fulton St,casual,7
2,Clark St & Ida B Wells Dr,casual,7
2,Canal St & Taylor St,casual,7
2,Burnham Harbor,casual,7
2,Sedgwick St & Schiller St,casual,7
2,Humboldt Blvd & Armitage Ave,casual,7
2,California Ave & North Ave,casual,7
2,Western Ave & Granville Ave,casual,7
2,Pulaski Rd & Eddy St (Temp),casual,7
2,Wood St & Taylor St (Temp),casual,7
2,Kedzie Ave & 48th Pl,casual,7
3,Hampden Ct & Diversey Ave,casual,7
3,Wabash Ave & 16th St,casual,7
3,Stave St & Armitage Ave,casual,7
3,Artesian Ave & Hubbard St,casual,7
3,California Ave & Fletcher St,casual,7
3,Damen Ave & Wellington Ave,casual,7
3,Dusable Harbor,casual,7
3,Broadway & Wilson Ave,casual,7
3,Larrabee St & Menomonee St,casual,7
3,Woodlawn Ave & 55th St,casual,7
4,Lake Park Ave & 47th St,casual,7
4,Winthrop Ave & Lawrence Ave,casual,7
4,McClurg Ct & Erie St,casual,7
4,Milwaukee Ave & Fullerton Ave,casual,7
4,Michigan Ave & Jackson Blvd,casual,7
4,Broadway & Ridge Ave,casual,7
4,Ashland Ave & Lake St,casual,7
4,Loomis St & Jackson Blvd,casual,7
4,Woodlawn Ave & 55th St,casual,7
4,Clark St & 9th St (AMLI),casual,7
4,Clark St & North Ave,casual,7
4,Leavitt St & North Ave,casual,7
4,Damen Ave & Cortland St,casual,7
4,Damen Ave & Leland Ave,casual,7
4,Burling St & Diversey Pkwy,casual,7
4,N Green St & W Lake St,casual,7
4,Ashland Ave & Archer Ave,casual,7
4,Racine Ave & Randolph St,casual,7
5,Halsted St & Dickens Ave,casual,7
5,Mies van der Rohe Way & Chicago Ave,casual,7
5,Milwaukee Ave & Fullerton Ave,casual,7
5,Wood St & Augusta Blvd,casual,7
5,Paulina St & Flournoy St,casual,7
5,Green St & Randolph St*,casual,7
5,Lincoln Ave & Roscoe St*,casual,7
5,Michigan Ave & Ida B Wells Dr,casual,7
5,Broadway & Wilson Ave,casual,7
5,Wood St & Hubbard St,casual,7
5,California Ave & Cortez St,casual,7
5,Halsted St & Willow St,casual,7
6,Wood St & Augusta Blvd,casual,7
6,Paulina St & Montrose Ave,casual,7
6,St. Louis Ave & Fullerton Ave,casual,7
6,Museum of Science and Industry,casual,7
6,State St & Pearson St,casual,7
6,Leavitt St & Lawrence Ave,casual,7
6,Public Rack - Kostner Ave & Armitage Ave,casual,7
6,Kedzie Ave & Leland Ave,casual,7
6,Larrabee St & North Ave,casual,7
6,Aberdeen St & Monroe St,casual,7
6,Damen Ave & Cullerton St,casual,7
6,Fort Dearborn Dr & 31st St,casual,7
6,Greenwood Ave & 47th St,casual,7
6,Cottage Grove Ave & 43rd St,casual,7
6,Ashland Ave & Augusta Blvd,casual,7
6,Western Ave & 21st St,casual,7
7,Manor Ave & Leland Ave,casual,7
7,Public Rack - Kostner Ave & Armitage Ave,casual,7
7,Wilton Ave & Diversey Pkwy*,casual,7
7,Ogden Ave & Congress Pkwy,casual,7
7,Lincoln Ave & Belle Plaine Ave,casual,7
7,N Paulina St & Lincoln Ave,casual,7
7,Paulina St & Flournoy St,casual,7
7,Oakley Ave & Irving Park Rd,casual,7
7,Racine Ave & Congress Pkwy,casual,7
7,Ada St & Washington Blvd,casual,7
7,Wabash Ave & Cermak Rd,casual,7
8,Glenwood Ave & Morse Ave,casual,7
8,Stetson Ave & South Water St,casual,7
8,W Oakdale Ave & N Broadway,casual,7
8,Milwaukee Ave & Fullerton Ave,casual,7
8,California Ave & Montrose Ave,casual,7
8,N Paulina St & Lincoln Ave,casual,7
8,Wood St & Taylor St (Temp),casual,7
8,Damen Ave & Clybourn Ave,casual,7
8,Sedgwick St & Schiller St,casual,7
8,Kedzie Ave & Palmer Ct,casual,7
8,Larrabee St & Menomonee St,casual,7
8,Elizabeth St & Randolph St,casual,7
8,Michigan Ave & 14th St,casual,7
9,Laramie Ave & Gladys Ave,casual,7
9,Chicago Ave & Washington St,casual,7
9,Halsted St & 18th St,casual,7
9,Lakefront Trail & Wilson Ave,casual,7
9,Western Ave & Fillmore St,casual,7
9,W Armitage Ave & N Sheffield Ave,casual,7
9,Ogden Ave & Roosevelt Rd,casual,7
9,Halsted St & 21st St,casual,7
9,Central Park Ave & Ogden Ave,casual,7
9,Shields Ave & 31st St,casual,7
9,Elston Ave & Henderson St,casual,7
10,Keystone Ave & Montrose Ave,casual,7
10,Rockwell St & Eastwood Ave,casual,7
10,Morgan Ave & 14th Pl,casual,7
10,Laflin St & Cullerton St,casual,7
10,Calumet Ave & 33rd St,casual,7
10,Ashland Ave & Wrightwood Ave,casual,7
10,Cottage Grove Ave & 63rd St,casual,7
10,Glenwood Ave & Touhy Ave,casual,7
10,Morgan St & 18th St,casual,7
10,Sayre & Diversey,casual,7
10,Fort Dearborn Dr & 31st St,casual,7
10,State St & Pearson St,casual,7
10,Sheridan Rd & Columbia Ave,casual,7
10,Fullerton & Monitor,casual,7
10,Lincoln Ave & Waveland Ave,casual,7
10,Hermitage Ave & Polk St,casual,7
11,Broadway & Ridge Ave,casual,7
11,Racine Ave & Randolph St,casual,7
11,Racine Ave & Congress Pkwy,casual,7
11,Damen Ave & Sunnyside Ave,casual,7
11,Harlem & Irving Park,casual,7
11,St Louis Ave & 59th St,casual,7
11,State St & 95th St,casual,7
11,Hoyne Ave & Balmoral Ave,casual,7
11,Wilton Ave & Diversey Pkwy*,casual,7
11,Clark St & Elmdale Ave,casual,7
11,Emerald Ave & 31st St,casual,7
11,Lake Park Ave & 53rd St,casual,7
11,Pulaski Rd & 51st St,casual,7
11,Knox Ave & Montrose Ave,casual,7
11,W Armitage Ave & N Sheffield Ave,casual,7
12,Kedzie Ave & Chicago Ave,casual,7
12,Western Ave & 21st St,casual,7
12,Lincoln Ave & Winona St,casual,7
12,Sayre & Diversey,casual,7
12,Budlong Woods Library,casual,7
12,Leavitt St & Lawrence Ave,casual,7
12,Shields Ave & 31st St,casual,7
12,Eastlake Ter & Howard St,casual,7
12,Kedzie Ave & Foster Ave,casual,7
12,Conservatory Dr & Lake St,casual,7
12,Wallace St & 35th St,casual,7
12,Central Park Ave & Elbridge Ave,casual,7
12,Warren Park East,casual,7
12,Evanston Civic Center,casual,7
13,Wentworth Ave & 35th St,casual,7
13,Kimball Ave & Belmont Ave,casual,7
13,Wood St & Taylor St (Temp),casual,7
13,Leavitt St & Division St,casual,7
13,Elston Ave & Henderson St,casual,7
13,Western Ave & Congress Pkwy,casual,7
13,Sheridan Rd & Lawrence Ave,casual,7
14,Lincoln Ave & Winona St,casual,7
14,Winchester (Ravenswood) Ave & Balmoral Ave,casual,7
14,Leavitt St & Division St,casual,7
14,Rockwell St & Fletcher St,casual,7
14,Kedzie Ave & 110th St,casual,7
14,Wallace St & 35th St,casual,7
14,Cottage Grove Ave & 63rd St,casual,7
14,Eckhart Park,casual,7
15,Western Ave & Monroe St,casual,7
15,California Ave & North Ave,casual,7
15,Dodge Ave & Church St,casual,7
15,Spaulding Ave & Division St,casual,7
15,Southport Ave & Clark St,casual,7
15,Wentworth Ave & 35th St,casual,7
15,Central Park Ave & Ogden Ave,casual,7
15,Wood St & Hubbard St,casual,7
15,Drake Ave & Addison St,casual,7
15,Western Ave & Howard St,casual,7
15,Sheridan Rd & Columbia Ave,casual,7
15,Kedzie Ave & 52nd St,casual,7
15,Paulina St & Howard St,casual,7
16,Emerald Ave & 31st St,casual,7
16,Clark St & Elmdale Ave,casual,7
16,Leavitt St & Chicago Ave,casual,7
16,Damen Ave & Leland Ave,casual,7
16,California Ave & Division St,casual,7
16,Calumet Ave & 33rd St,casual,7
16,Paulina St & Montrose Ave,casual,7
16,Campbell Ave & Montrose Ave,casual,7
16,Glenwood Ave & Morse Ave,casual,7
16,Wentworth Ave & 33rd St,casual,7
16,Cherry Ave & Blackhawk St,casual,7
16,Damen Ave & Madison St,casual,7
16,Morgan Ave & 14th Pl,casual,7
16,Ellis Ave & 53rd St,casual,7
16,Leavitt St & Division St,casual,7
17,Damen Ave & Cullerton St,casual,7
17,Damen Ave & Foster Ave,casual,7
17,Winthrop Ave & Lawrence Ave,casual,7
17,Canal St & Harrison St,casual,7
17,Paulina St & Howard St,casual,7
17,Central St & Girard Ave,casual,7
17,Rockwell St & Fletcher St,casual,7
17,Central St Metra,casual,7
17,Kedzie Ave & Palmer Ct,casual,7
17,Prairie Ave & Garfield Blvd,casual,7
17,Glenwood Ave & Morse Ave,casual,7
17,Pulaski Rd & Eddy St,casual,7
17,Ashland Ave & Lake St,casual,7
17,Damen Ave & Madison St,casual,7
17,Lincoln Ave & Belmont Ave (Temp),casual,7
17,LaSalle St & Jackson Blvd,casual,7
17,Drake Ave & Addison St,casual,7
17,Lincoln Ave & Sunnyside Ave,casual,7
18,Racine Ave & 15th St,casual,7
18,Wilton Ave & Diversey Pkwy*,casual,7
18,Damen Ave & Melrose Ave,casual,7
18,Tripp Ave & 65th St,casual,7
18,Western Ave & Grace St,casual,7
18,Financial Pl & Ida B Wells Dr,casual,7
18,Central Park Ave & North Ave,casual,7
18,Nordica & Medill,casual,7
18,Broadway & Granville Ave,casual,7
18,Milwaukee Ave & Cuyler Ave,casual,7
18,Leavitt St & Belmont Ave,casual,7
18,Kildare Ave & 26th St,casual,7
18,California Ave & Lake St,casual,7
18,Wentworth Ave & 33rd St,casual,7
19,Sheridan Rd & Argyle St,casual,7
19,Washtenaw Ave & Lawrence Ave,casual,7
19,St. Louis Ave & Fullerton Ave,casual,7
19,Rockwell St & Fletcher St,casual,7
19,Central Ave & Parker Ave,casual,7
19,Orleans St & Elm St,casual,7
19,South Shore Dr & 67th St,casual,7
19,N Green St & W Lake St,casual,7
20,Stave St & Armitage Ave,casual,7
20,Lincoln Ave & Peterson Ave,casual,7
20,Lincoln Ave & Addison St,casual,7
20,Elmwood Ave & Austin St,casual,7
20,Public Rack - Milwaukee Ave & Haussen Ct,casual,7
20,Cottage Grove Ave & 51st St,casual,7
20,Sheridan Rd & Greenleaf Ave,casual,7
20,St. Louis Ave & Fullerton Ave,casual,7
20,Loomis St & Jackson Blvd,casual,7
20,Racine Ave & 35th St,casual,7
20,Nordica & Medill,casual,7
20,Drake Ave & Addison St,casual,7
20,63rd St Beach,casual,7
20,Whipple/Irving Park,casual,7
20,DuSable Museum,casual,7
20,Campbell Ave & Augusta Blvd,casual,7
20,Ada St & Washington Blvd,casual,7
21,Maplewood Ave & Peterson Ave,casual,7
21,Wilton Ave & Diversey Pkwy*,casual,7
21,Ogden Ave & Congress Pkwy,casual,7
21,Emerald Ave & 28th St,casual,7
21,Sayre & Diversey,casual,7
21,Kedzie Ave & Bryn Mawr Ave,casual,7
21,Kedzie Ave & Leland Ave,casual,7
21,Racine Ave & 15th St,casual,7
21,Long & Irving Park,casual,7
21,Lake Park Ave & 53rd St,casual,7
21,Knox Ave & Montrose Ave,casual,7
22,Washtenaw Ave & Lawrence Ave,casual,7
22,Western Ave & Walton St,casual,7
22,Harper Ave & 59th St,casual,7
22,Cottage Grove Ave & 63rd St,casual,7
22,Halsted St & Archer Ave,casual,7
22,Cherry Ave & Blackhawk St,casual,7
22,Western Ave & 111th St,casual,7
23,Sheridan Rd & Greenleaf Ave,casual,7
23,University Library (NU),casual,7
23,Perry Ave & 69th St,casual,7
23,Troy St & Grace St,casual,7
23,Conservatory Dr & Lake St,casual,7
23,Kilbourn & Roscoe,casual,7
23,Winchester (Ravenswood) Ave & Balmoral Ave,casual,7
23,Western Ave & Granville Ave,casual,7
23,Elston Ave & Henderson St,casual,7
23,Fairfield Ave & 44th St,casual,7
23,Laflin St & Cullerton St,casual,7
23,Throop St & Taylor St,casual,7
23,Kedzie Ave & Lake St,casual,7
23,Archer (Damen) Ave & 37th St,casual,7
23,Ogden Ave & Roosevelt Rd,casual,7
23,Talman Ave & Addison St,casual,7
23,Harper Ave & 59th St,casual,7
24,Monticello Ave & Irving Park Rd,casual,7
24,Shields Ave & 28th Pl,casual,7
24,Dayton St & North Ave,casual,7
24,Damen Ave & Charleston St,casual,7
24,Wood St & Taylor St (Temp),casual,7
24,La Villita Park (Albany/30th),casual,7
24,Lincoln Ave & Byron St,casual,7
24,Wentworth Ave & 24th St,casual,7
24,Christiana Ave & Lawrence Ave,casual,7
24,Fort Dearborn Dr & 31st St,casual,7
24,Bosworth Ave & Howard St,casual,7
24,Glenwood Ave & Morse Ave,casual,7
25,Wolcott Ave & Polk St,casual,7
25,Francisco Ave & Montrose Ave,casual,7
25,State St & 35th St,casual,7
25,Wentworth Ave & 24th St,casual,7
25,Bernard St & Elston Ave,casual,7
25,Ashland Ave & Archer Ave,casual,7
25,University Library (NU),casual,7
26,Clark St & Lunt Ave,casual,7
26,Indiana Ave & 31st St,casual,7
26,Elmwood Ave & Austin St,casual,7
26,Avers Ave & Belmont Ave,casual,7
26,MLK Jr Dr & Pershing Rd,casual,7
26,Ogden Ave & Roosevelt Rd,casual,7
26,Leavitt St & Belmont Ave,casual,7
26,Morgan Ave & 14th Pl,casual,7
26,Kildare Ave & Division St,casual,7
26,Wallace St & 35th St,casual,7
26,Hoyne Ave & Balmoral Ave,casual,7
26,Orleans St & Elm St,casual,7
26,Prairie Ave & 43rd St,casual,7
26,N Shore Channel Trail & Argyle St,casual,7
27,Kedzie Ave & Chicago Ave,casual,7
27,Western Ave & 21st St,casual,7
27,Racine Ave & Washington Blvd,casual,7
27,Clinton St & Tilden St,casual,7
27,Wilton Ave & Diversey Pkwy*,casual,7
27,Drake Ave & Addison St,casual,7
27,Southport Ave & Clark St,casual,7
27,Western Ave & Granville Ave,casual,7
27,Richmond St & Lincoln Ave,casual,7
27,Ping Tom Park (East),casual,7
27,Elston Ave & George St,casual,7
27,Smith Park,casual,7
27,Wolcott Ave & Polk St,casual,7
27,Ellis Ave & 55th St,casual,7
28,Sheridan Rd & Columbia Ave,casual,7
28,Avers Ave & Belmont Ave,casual,7
28,N Damen Ave & W Chicago Ave,casual,7
28,Throop St & Taylor St,casual,7
28,Knox Ave & Montrose Ave,casual,7
28,Western Ave & Gunnison St,casual,7
28,MLK Jr Dr & Pershing Rd,casual,7
28,Lincoln Ave & Roscoe St*,casual,7
28,Keystone Ave & Fullerton Ave,casual,7
28,Lincoln Ave & Balmoral Ave,casual,7
29,Central Park Ave & Ogden Ave,casual,7
29,Wallace St & 35th St,casual,7
29,N Clark St & W Elm St,casual,7
29,Western Ave & Granville Ave,casual,7
29,California Ave & Lake St,casual,7
29,Lincoln Ave & Balmoral Ave,casual,7
29,Glenwood Ave & Touhy Ave,casual,7
29,Western Ave & 21st St,casual,7
29,State St & 29th St,casual,7
29,Avenue O & 134th St,casual,7
30,Hoyne Ave & Balmoral Ave,casual,7
30,Paulina St & Flournoy St,casual,7
30,South Shore Dr & 67th St,casual,7
30,Indiana Ave & 26th St,casual,7
30,Leavitt St & Archer Ave,casual,7
30,Sawyer Ave & Irving Park Rd,casual,7
30,Morgan St & 31st St,casual,7
30,Ashland Ave & Belle Plaine Ave,casual,7
30,State St & 19th St,casual,7
30,Kenosha & Wellington,casual,7
30,Canal St & Harrison St,casual,7
30,Smith Park,casual,7
30,Elston Ave & George St,casual,7
30,N Shore Channel Trail & Argyle St,casual,7
30,Dodge Ave & Church St,casual,7
30,Francisco Ave & Bloomingdale Ave,casual,7
30,Kedzie Ave & Lake St,casual,7
30,Damen Ave & Madison St,casual,7
31,Sheridan Rd & Irving Park Rd,casual,7
31,State St & Randolph St,casual,7
31,Wells St & Concord Ln,casual,7
31,Sheridan Rd & Montrose Ave,casual,7
31,Pine Grove Ave & Irving Park Rd,casual,7
31,Halsted St & Roscoe St,casual,7
31,Montrose Harbor,casual,7
31,Dusable Harbor,casual,7
52,Broadway & Sheridan Rd,casual,7
52,Southport Ave & Roscoe St,casual,7
52,Michigan Ave & Lake St,casual,7
52,Stetson Ave & South Water St,casual,7
52,Damen Ave & Thomas St (Augusta Blvd),casual,7
52,Michigan Ave & Madison St,casual,7
52,California Ave & Milwaukee Ave,casual,7
52,Halsted St & Dickens Ave,casual,7
52,Clark St & North Ave,casual,7
52,Racine Ave & Fullerton Ave,casual,7
52,Wabash Ave & Adams St,casual,7
1,St. Louis Ave & Fullerton Ave,casual,7
1,Ellis Ave & 58th St,casual,7
1,Clark St & Ida B Wells Dr,casual,7
1,Clark St & Lunt Ave,casual,7
2,Troy St & Grace St,casual,7
2,Wells St & 19th St,casual,7
2,Western Ave & Grace St,casual,7
2,Sheridan Rd & Columbia Ave,casual,7
2,Narragansett & Wrightwood,casual,7
3,Lake Park Ave & 47th St,casual,7
3,Clark St & Schreiber Ave,casual,7
3,Seeley Ave & Roscoe St,casual,7
3,Shore Dr & 55th St,casual,7
3,Wood St & Taylor St (Temp),casual,7
3,Spaulding Ave & Division St,casual,7
3,Eckhart Park,casual,7
3,Wood St & Augusta Blvd,casual,7
4,LaSalle St & Washington St,casual,7
4,Sheffield Ave & Wrightwood Ave,casual,7
4,Clarendon Ave & Junior Ter,casual,7
4,State St & Harrison St,casual,7
4,Southport Ave & Wellington Ave,casual,7
4,Clark St & Winnemac Ave,casual,7
5,Harper Ave & 59th St,casual,7
5,Sedgwick St & Huron St,casual,7
5,Jefferson St & Monroe St,casual,7
5,Clark St & Bryn Mawr Ave,casual,7
5,Central Park Ave & Elbridge Ave,casual,7
5,Cherry Ave & Blackhawk St,casual,7
5,Dayton St & North Ave,casual,7
5,Chicago Ave & Washington St,casual,7
5,Dearborn St & Adams St,casual,7
6,Hermitage Ave & Polk St,casual,7
6,Western Ave & Roscoe St,casual,7
6,Wood St & Taylor St (Temp),casual,7
7,Ravenswood Ave & Irving Park Rd,casual,7
7,Michigan Ave & 14th St,casual,7
7,St. Louis Ave & Fullerton Ave,casual,7
7,Cottage Grove Ave & 83rd St,casual,7
7,Major Taylor Trail & 115th St,casual,7
7,Clark St & Schreiber Ave,casual,7
7,W Oakdale Ave & N Broadway,casual,7
7,Central Park Ave & Elbridge Ave,casual,7
8,Broadway & Wilson Ave,casual,7
8,Halsted St & 18th St,casual,7
8,Kosciuszko Park,casual,7
8,Kedzie Ave & Leland Ave,casual,7
8,Ashland Ave & Wellington Ave,casual,7
9,Pulaski Rd & 51st St,casual,7
9,Paulina St & Flournoy St,casual,7
9,Kilbourn & Belden,casual,7
9,Malcolm X College,casual,7
10,Western Ave & 21st St,casual,7
10,California Ave & Byron St,casual,7
10,University Library (NU),casual,7
11,Ogden Ave & Race Ave,casual,7
11,Monticello Ave & Irving Park Rd,casual,7
11,Cottage Grove Ave & Oakwood Blvd,casual,7
11,Lincoln Ave & Winona St,casual,7
12,Harlem & Irving Park,casual,7
12,Indiana Ave & 26th St,casual,7
12,Kimball Ave & Belmont Ave,casual,7
12,Loomis St & Jackson Blvd,casual,7
12,Winchester (Ravenswood) Ave & Balmoral Ave,casual,7
12,Ashland Ave & Grand Ave,casual,7
12,Clinton St & 18th St,casual,7
12,Cannon Dr & Fullerton Ave,casual,7
13,Damen Ave & Clybourn Ave,casual,7
13,N Sheffield Ave & W Wellington Ave,casual,7
13,Pulaski Rd & Eddy St (Temp),casual,7
13,Kedzie Ave & Lake St,casual,7
14,Valli Produce - Evanston Plaza,casual,7
14,Ravenswood Ave & Berteau Ave,casual,7
14,Calumet Ave & 21st St,casual,7
14,Throop St & Taylor St,casual,7
14,Chicago Ave & Washington St,casual,7
14,California Ave & Division St,casual,7
14,Noble St & Milwaukee Ave,casual,7
14,Logan Blvd & Elston Ave,casual,7
14,Western Ave & Monroe St,casual,7
15,Damen Ave & Walnut (Lake) St,casual,7
15,N Paulina St & Lincoln Ave,casual,7
15,Leavitt St & Belmont Ave,casual,7
15,Kosciuszko Park,casual,7
15,Winchester (Ravenswood) Ave & Balmoral Ave,casual,7
